player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Salomón Rondón,VEN,FW,33,River Plate,Primera Division,8.7,322.0,14.0,25.0,146.0,152.0,49.0,321.0,16.0,5.0,31.3,9.0,56.3,164.0,527.0,179.0,7.0,2.0,3.0,22.0,14.0,231.0,61.0
Agustín Palavecino,ARG,"MF,FW",26,River Plate,Primera Division,8.7,677.0,11.0,88.0,353.0,242.0,30.0,677.0,36.0,17.0,47.2,15.0,41.7,367.0,1572.0,890.0,26.0,25.0,9.0,14.0,11.0,447.0,57.0
Emanuel Mammana,ARG,DF,26,River Plate,Primera Division,6.0,429.0,44.0,223.0,202.0,10.0,2.0,429.0,3.0,3.0,100.0,0.0,0.0,238.0,1090.0,672.0,4.0,0.0,0.0,2.0,1.0,257.0,0.0
Jonatan Maidana,ARG,DF,37,River Plate,Primera Division,5.1,302.0,49.0,168.0,125.0,10.0,5.0,302.0,1.0,0.0,0.0,1.0,100.0,166.0,662.0,338.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0
Elías Gómez,ARG,"DF,FW",28,River Plate,Primera Division,4.8,274.0,12.0,85.0,117.0,74.0,7.0,274.0,7.0,3.0,42.9,4.0,57.1,148.0,779.0,455.0,10.0,6.0,3.0,6.0,5.0,155.0,13.0
Matías Kranevitter,ARG,MF,29,River Plate,Primera Division,4.1,250.0,8.0,53.0,178.0,20.0,0.0,250.0,6.0,3.0,50.0,2.0,33.3,120.0,464.0,233.0,2.0,2.0,0.0,1.0,3.0,152.0,4.0
Santiago Simón,ARG,"MF,FW",20,River Plate,Primera Division,3.1,235.0,0.0,28.0,131.0,78.0,10.0,235.0,9.0,5.0,55.6,2.0,22.2,143.0,837.0,416.0,11.0,13.0,2.0,5.0,5.0,171.0,18.0
Ezequiel Centurión,ARG,GK,25,River Plate,Primera Division,1.0,38.0,35.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,18.0,90.0,66.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Matías Suárez,ARG,"FW,MF",34,River Plate,Primera Division,2.0,86.0,2.0,8.0,29.0,51.0,17.0,86.0,5.0,1.0,20.0,4.0,80.0,50.0,156.0,79.0,3.0,2.0,2.0,12.0,0.0,60.0,16.0
Franco Alfonso,ARG,"FW,MF",20,River Plate,Primera Division,0.9,65.0,0.0,6.0,21.0,40.0,6.0,65.0,5.0,1.0,20.0,4.0,80.0,46.0,236.0,72.0,3.0,5.0,1.0,4.0,8.0,48.0,16.0
Claudio Echeverri,ARG,"MF,DF",17,River Plate,Primera Division,0.8,62.0,0.0,7.0,31.0,24.0,2.0,62.0,8.0,3.0,37.5,5.0,62.5,49.0,214.0,98.0,2.0,5.0,1.0,1.0,2.0,48.0,3.0
Bruno Zuculini,ARG,MF,29,River Plate,Primera Division,0.2,9.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,23.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0
Héctor David Martínez,PAR,DF,25,River Plate,Primera Division,0.1,11.0,1.0,4.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,43.0,35.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0
Guido Herrera,ARG,GK,30,Talleres,Primera Division,27.0,909.0,749.0,900.0,11.0,0.0,0.0,909.0,0.0,0.0,0.0,0.0,0.0,486.0,2772.0,2121.0,0.0,0.0,0.0,1.0,0.0,337.0,0.0
Gastón Benavídez,ARG,DF,27,Talleres,Primera Division,26.0,1555.0,72.0,494.0,774.0,302.0,26.0,1555.0,34.0,11.0,32.4,19.0,55.9,632.0,3370.0,1955.0,43.0,24.0,2.0,13.0,12.0,760.0,97.0
Matías Catalán,CHI,DF,30,Talleres,Primera Division,25.2,1495.0,188.0,783.0,664.0,68.0,22.0,1495.0,18.0,11.0,61.1,6.0,33.3,744.0,3818.0,2419.0,25.0,15.0,1.0,10.0,3.0,830.0,10.0
Rodrigo Villagra,ARG,MF,21,Talleres,Primera Division,24.8,1413.0,30.0,321.0,1030.0,85.0,8.0,1413.0,39.0,27.0,69.2,10.0,25.6,789.0,3716.0,1640.0,26.0,14.0,2.0,20.0,21.0,910.0,14.0
Rodrigo Garro,ARG,MF,25,Talleres,Primera Division,23.1,1446.0,12.0,101.0,898.0,474.0,32.0,1446.0,82.0,44.0,53.7,26.0,31.7,864.0,4454.0,2023.0,50.0,34.0,8.0,54.0,31.0,1013.0,98.0
Michael Santos,URU,FW,29,Talleres,Primera Division,20.4,431.0,4.0,18.0,164.0,251.0,108.0,429.0,29.0,15.0,51.7,12.0,41.4,238.0,1028.0,476.0,19.0,17.0,16.0,45.0,18.0,305.0,119.0
Ramón Sosa,PAR,FW,23,Talleres,Primera Division,16.7,686.0,2.0,60.0,325.0,322.0,57.0,686.0,112.0,64.0,57.1,38.0,33.9,422.0,3353.0,1861.0,62.0,41.0,27.0,49.0,22.0,489.0,135.0
Juan Portillo,ARG,DF,22,Talleres,Primera Division,15.8,964.0,47.0,317.0,532.0,125.0,15.0,964.0,18.0,14.0,77.8,4.0,22.2,423.0,2275.0,1340.0,27.0,21.0,5.0,17.0,6.0,467.0,19.0
Diego Valoyes,COL,FW,26,Talleres,Primera Division,17.9,822.0,29.0,105.0,340.0,399.0,96.0,821.0,118.0,55.0,46.6,55.0,46.6,512.0,3523.0,1755.0,55.0,37.0,21.0,67.0,25.0,571.0,177.0
Juan Rodríguez,ARG,DF,28,Talleres,Primera Division,15.6,910.0,119.0,513.0,376.0,25.0,10.0,910.0,7.0,5.0,71.4,2.0,28.6,409.0,1982.0,1061.0,6.0,3.0,0.0,7.0,4.0,458.0,3.0
Diego Ortegoza,ARG,MF,25,Talleres,Primera Division,8.8,411.0,16.0,68.0,248.0,100.0,10.0,411.0,19.0,11.0,57.9,6.0,31.6,249.0,1137.0,322.0,3.0,10.0,1.0,18.0,13.0,263.0,30.0
Francisco Pizzini,ARG,FW,29,Talleres,Primera Division,12.9,626.0,22.0,91.0,339.0,210.0,33.0,626.0,54.0,29.0,53.7,23.0,42.6,348.0,2240.0,1242.0,47.0,29.0,13.0,34.0,21.0,413.0,67.0
Alan Franco,ECU,MF,24,Talleres,Primera Division,11.5,509.0,25.0,92.0,362.0,63.0,9.0,509.0,7.0,3.0,42.9,3.0,42.9,235.0,993.0,439.0,3.0,2.0,1.0,10.0,2.0,313.0,11.0
Lucas Suárez,ARG,DF,27,Talleres,Primera Division,11.0,658.0,57.0,352.0,280.0,28.0,14.0,658.0,10.0,4.0,40.0,5.0,50.0,319.0,1817.0,1071.0,9.0,1.0,2.0,6.0,2.0,363.0,6.0
Nicolás Pasquini,ARG,DF,32,Talleres,Primera Division,6.7,339.0,15.0,118.0,160.0,61.0,3.0,339.0,4.0,1.0,25.0,3.0,75.0,130.0,488.0,223.0,5.0,3.0,0.0,3.0,0.0,160.0,17.0
Valentín Depietri,ARG,"FW,MF",22,Talleres,Primera Division,5.8,301.0,1.0,34.0,142.0,135.0,16.0,301.0,53.0,24.0,45.3,24.0,45.3,201.0,1780.0,936.0,35.0,28.0,6.0,17.0,10.0,207.0,41.0
Nahuel Bustos,ARG,"FW,MF",24,Talleres,Primera Division,8.1,291.0,1.0,5.0,154.0,135.0,35.0,291.0,25.0,11.0,44.0,12.0,48.0,182.0,833.0,333.0,16.0,7.0,7.0,18.0,5.0,231.0,55.0
Christian Oliva,URU,MF,26,Talleres,Primera Division,4.9,315.0,10.0,64.0,200.0,57.0,4.0,315.0,7.0,3.0,42.9,4.0,57.1,171.0,734.0,365.0,8.0,5.0,1.0,6.0,3.0,189.0,9.0
Tiago Palacios,ARG,DF,19,Talleres,Primera Division,1.9,103.0,10.0,68.0,32.0,4.0,1.0,103.0,1.0,0.0,0.0,1.0,100.0,62.0,266.0,163.0,1.0,0.0,0.0,2.0,2.0,64.0,2.0
Julio Buffarini,ARG,DF,34,Talleres,Primera Division,1.7,70.0,7.0,29.0,32.0,9.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,22.0,66.0,4.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0
Maximiliano Álvez,ARG,FW,19,Talleres,Primera Division,2.0,96.0,0.0,16.0,31.0,49.0,2.0,96.0,4.0,0.0,0.0,4.0,100.0,64.0,302.0,136.0,5.0,1.0,0.0,6.0,1.0,70.0,23.0
Tomás Olmos,ARG,DF,18,Talleres,Primera Division,1.0,44.0,5.0,22.0,8.0,14.0,0.0,44.0,1.0,1.0,100.0,0.0,0.0,9.0,45.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0
Ángelo Martino,ARG,DF,24,Talleres,Primera Division,0.7,43.0,2.0,14.0,18.0,12.0,1.0,43.0,1.0,1.0,100.0,0.0,0.0,23.0,85.0,59.0,0.0,1.0,0.0,1.0,0.0,27.0,7.0
José Romero,ARG,"FW,MF",19,Talleres,Primera Division,1.9,75.0,1.0,5.0,27.0,45.0,20.0,75.0,10.0,4.0,40.0,5.0,50.0,44.0,238.0,90.0,3.0,2.0,1.0,11.0,6.0,59.0,17.0
Diego Barrera,ARG,FW,18,Talleres,Primera Division,1.4,56.0,0.0,6.0,20.0,30.0,2.0,56.0,5.0,2.0,40.0,2.0,40.0,28.0,113.0,50.0,3.0,0.0,0.0,5.0,8.0,29.0,16.0
Luis Sequeira,ARG,"MF,DF",20,Talleres,Primera Division,1.2,85.0,2.0,14.0,43.0,28.0,2.0,85.0,4.0,3.0,75.0,1.0,25.0,49.0,253.0,119.0,5.0,0.0,1.0,5.0,1.0,53.0,9.0
Fabio Álvarez,ARG,"MF,FW",30,Talleres,Primera Division,0.7,70.0,0.0,5.0,51.0,14.0,2.0,70.0,1.0,1.0,100.0,0.0,0.0,49.0,209.0,140.0,2.0,2.0,0.0,2.0,2.0,56.0,4.0
Vicente Fernández,CHI,"MF,FW",23,Talleres,Primera Division,0.5,42.0,1.0,8.0,24.0,11.0,0.0,42.0,4.0,2.0,50.0,2.0,50.0,19.0,73.0,26.0,1.0,2.0,0.0,1.0,1.0,23.0,7.0
David Zalazar,ARG,MF,20,Talleres,Primera Division,0.2,14.0,0.0,1.0,5.0,8.0,0.0,14.0,1.0,0.0,0.0,1.0,100.0,8.0,64.0,3.0,0.0,0.0,0.0,2.0,0.0,10.0,7.0
Federico Girotti,ARG,DF,23,Talleres,Primera Division,0.1,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Matias Gomez,ARG,"MF,FW",17,Talleres,Primera Division,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Malcom Braida,ARG,"DF,MF",25,San Lorenzo,Primera Division,24.4,1622.0,52.0,359.0,687.0,594.0,46.0,1622.0,99.0,55.0,55.6,38.0,38.4,856.0,4787.0,2716.0,97.0,46.0,9.0,48.0,29.0,890.0,185.0
Rafa Pérez,COL,DF,33,San Lorenzo,Primera Division,23.6,995.0,71.0,464.0,498.0,37.0,14.0,995.0,13.0,6.0,46.2,6.0,46.2,540.0,2280.0,1222.0,11.0,10.0,0.0,7.0,7.0,592.0,3.0
Jalil Elías,SYR,MF,26,San Lorenzo,Primera Division,23.2,1493.0,46.0,290.0,1005.0,213.0,9.0,1493.0,17.0,6.0,35.3,10.0,58.8,807.0,3591.0,1613.0,19.0,33.0,0.0,25.0,7.0,917.0,32.0
Gastón Hernández,ARG,DF,25,San Lorenzo,Primera Division,22.6,1193.0,82.0,462.0,661.0,84.0,25.0,1193.0,14.0,13.0,92.9,1.0,7.1,647.0,3663.0,2462.0,36.0,23.0,1.0,12.0,7.0,700.0,10.0
Augusto Batalla,ARG,GK,26,San Lorenzo,Primera Division,22.0,643.0,506.0,631.0,13.0,0.0,0.0,643.0,2.0,2.0,100.0,0.0,0.0,279.0,1957.0,1162.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0
Adam Bareiro,PAR,FW,26,San Lorenzo,Primera Division,19.5,689.0,22.0,40.0,322.0,334.0,86.0,687.0,57.0,26.0,45.6,27.0,47.4,356.0,1485.0,489.0,19.0,11.0,9.0,53.0,31.0,506.0,94.0
Nahuel Barrios,ARG,"MF,FW",24,San Lorenzo,Primera Division,18.8,1207.0,4.0,96.0,608.0,539.0,43.0,1207.0,171.0,90.0,52.6,63.0,36.8,824.0,6659.0,3380.0,131.0,96.0,23.0,55.0,47.0,903.0,127.0
Federico Gattoni,ARG,DF,23,San Lorenzo,Primera Division,19.0,911.0,104.0,509.0,380.0,27.0,22.0,911.0,5.0,2.0,40.0,3.0,60.0,533.0,2422.0,1213.0,5.0,1.0,0.0,6.0,4.0,570.0,2.0
Carlos Sánchez,COL,"MF,DF",36,San Lorenzo,Primera Division,16.6,754.0,54.0,211.0,481.0,67.0,3.0,754.0,9.0,4.0,44.4,4.0,44.4,378.0,1352.0,412.0,2.0,6.0,0.0,9.0,5.0,448.0,7.0
Andrés Vombergar,SVN,"FW,MF",28,San Lorenzo,Primera Division,15.2,570.0,16.0,63.0,263.0,248.0,81.0,568.0,23.0,6.0,26.1,13.0,56.5,264.0,1085.0,342.0,13.0,8.0,4.0,47.0,20.0,381.0,82.0
Agustín Giay,ARG,"DF,MF",19,San Lorenzo,Primera Division,10.8,557.0,18.0,141.0,271.0,152.0,15.0,557.0,35.0,18.0,51.4,14.0,40.0,284.0,1713.0,1035.0,26.0,15.0,2.0,7.0,3.0,303.0,29.0
Gonzalo Luján,ARG,"DF,MF",21,San Lorenzo,Primera Division,13.8,593.0,54.0,228.0,256.0,120.0,15.0,593.0,18.0,10.0,55.6,7.0,38.9,223.0,1187.0,474.0,11.0,12.0,1.0,13.0,2.0,251.0,24.0
Ivan Leguizamon,PAR,"MF,FW",20,San Lorenzo,Primera Division,15.2,577.0,5.0,52.0,198.0,345.0,69.0,577.0,83.0,35.0,42.2,39.0,47.0,363.0,2900.0,1369.0,57.0,42.0,19.0,48.0,11.0,391.0,118.0
Ezequiel Cerutti,ARG,"FW,MF",31,San Lorenzo,Primera Division,6.9,278.0,4.0,35.0,97.0,151.0,11.0,278.0,17.0,7.0,41.2,7.0,41.2,154.0,1035.0,488.0,15.0,11.0,1.0,16.0,5.0,174.0,55.0
Agustín Martegani,ARG,MF,22,San Lorenzo,Primera Division,8.4,514.0,2.0,40.0,273.0,212.0,13.0,514.0,33.0,16.0,48.5,16.0,48.5,312.0,2248.0,1133.0,36.0,17.0,5.0,19.0,25.0,331.0,39.0
Gastón Campi,ARG,"DF,MF",31,San Lorenzo,Primera Division,7.5,320.0,24.0,154.0,151.0,20.0,6.0,320.0,4.0,2.0,50.0,1.0,25.0,142.0,680.0,391.0,4.0,3.0,0.0,4.0,1.0,155.0,3.0
Facundo Altamirano,ARG,GK,26,San Lorenzo,Primera Division,5.0,143.0,129.0,142.0,1.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,79.0,568.0,365.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
Francisco Perruzzi,ARG,MF,21,San Lorenzo,Primera Division,4.9,199.0,12.0,54.0,128.0,20.0,0.0,199.0,8.0,6.0,75.0,2.0,25.0,107.0,466.0,187.0,2.0,2.0,0.0,3.0,2.0,110.0,1.0
Gonzalo Maroni,ARG,"MF,FW",23,San Lorenzo,Primera Division,4.4,258.0,3.0,35.0,126.0,107.0,11.0,258.0,26.0,10.0,38.5,13.0,50.0,155.0,1464.0,638.0,20.0,22.0,4.0,16.0,10.0,181.0,35.0
Nicolás Blandi,ARG,FW,33,San Lorenzo,Primera Division,3.0,82.0,2.0,8.0,35.0,39.0,9.0,82.0,1.0,1.0,100.0,0.0,0.0,45.0,104.0,23.0,0.0,1.0,0.0,10.0,4.0,57.0,10.0
Elian Irala,ARG,"MF,DF",18,San Lorenzo,Primera Division,3.1,167.0,4.0,43.0,96.0,31.0,2.0,167.0,17.0,7.0,41.2,9.0,52.9,57.0,232.0,66.0,0.0,5.0,0.0,9.0,6.0,76.0,4.0
Diego Calcaterra,ARG,DF,21,San Lorenzo,Primera Division,2.0,60.0,16.0,45.0,14.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,16.0,59.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Diego Perea,COL,"MF,FW",20,San Lorenzo,Primera Division,1.7,58.0,4.0,9.0,26.0,24.0,3.0,58.0,5.0,3.0,60.0,2.0,40.0,29.0,213.0,40.0,0.0,1.0,0.0,7.0,4.0,40.0,7.0
Ezequiel Herrera,ARG,DF,20,San Lorenzo,Primera Division,1.5,69.0,5.0,26.0,39.0,7.0,0.0,69.0,1.0,1.0,100.0,0.0,0.0,27.0,139.0,69.0,2.0,2.0,0.0,1.0,3.0,24.0,2.0
Tomás Silva,ARG,DF,19,San Lorenzo,Primera Division,0.9,42.0,5.0,19.0,16.0,7.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,18.0,111.0,57.0,1.0,1.0,0.0,0.0,1.0,15.0,2.0
Siro Rosane,ARG,MF,22,San Lorenzo,Primera Division,0.6,25.0,1.0,9.0,17.0,0.0,0.0,25.0,5.0,5.0,100.0,0.0,0.0,9.0,38.0,29.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0
Mariano Peralta,ARG,FW,24,San Lorenzo,Primera Division,0.2,9.0,1.0,2.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,34.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0
Manuel Insaurralde,ARG,"MF,DF",24,San Lorenzo,Primera Division,0.2,6.0,1.0,3.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Matías Hernández,ARG,DF,17,San Lorenzo,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Lema,ARG,DF,32,Lanús,Primera Division,22.7,1391.0,205.0,719.0,597.0,88.0,58.0,1391.0,13.0,10.0,76.9,3.0,23.1,736.0,4031.0,2854.0,18.0,3.0,0.0,7.0,4.0,810.0,7.0
Leandro Díaz,ARG,FW,30,Lanús,Primera Division,22.8,732.0,17.0,50.0,344.0,341.0,77.0,727.0,32.0,15.0,46.9,15.0,46.9,374.0,1502.0,504.0,15.0,9.0,8.0,64.0,29.0,546.0,108.0
Pedro De la Vega,ARG,FW,21,Lanús,Primera Division,21.7,857.0,36.0,123.0,397.0,362.0,70.0,857.0,136.0,60.0,44.1,56.0,41.2,536.0,3494.0,1521.0,53.0,35.0,15.0,73.0,34.0,558.0,158.0
Tomás Belmonte,ARG,MF,24,Lanús,Primera Division,21.0,1118.0,94.0,370.0,669.0,90.0,26.0,1118.0,14.0,8.0,57.1,3.0,21.4,481.0,1898.0,741.0,4.0,7.0,0.0,20.0,8.0,549.0,18.0
Juan Cáceres,PAR,DF,22,Lanús,Primera Division,20.0,1270.0,70.0,399.0,606.0,272.0,15.0,1270.0,44.0,26.0,59.1,12.0,27.3,476.0,1976.0,1069.0,19.0,16.0,1.0,29.0,8.0,571.0,69.0
Lucas Acosta,ARG,GK,27,Lanús,Primera Division,18.0,591.0,449.0,589.0,2.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,327.0,2148.0,1547.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0
Luciano Boggio,ITA,MF,23,Lanús,Primera Division,16.0,824.0,13.0,142.0,460.0,240.0,14.0,824.0,50.0,22.0,44.0,21.0,42.0,427.0,2533.0,1051.0,28.0,19.0,3.0,29.0,19.0,475.0,51.0
Matías Esquivel,ARG,"MF,FW",23,Lanús,Primera Division,14.2,872.0,7.0,101.0,441.0,347.0,26.0,872.0,65.0,33.0,50.8,29.0,44.6,483.0,2591.0,1162.0,29.0,30.0,6.0,33.0,22.0,519.0,61.0
Braian Aguirre,ARG,DF,22,Lanús,Primera Division,14.2,806.0,42.0,263.0,370.0,187.0,13.0,806.0,47.0,28.0,59.6,15.0,31.9,336.0,2190.0,1169.0,35.0,21.0,3.0,21.0,9.0,346.0,50.0
Juan Sánchez Miño,ARG,DF,33,Lanús,Primera Division,13.0,796.0,23.0,295.0,358.0,155.0,2.0,796.0,25.0,18.0,72.0,7.0,28.0,359.0,1837.0,1036.0,19.0,14.0,1.0,16.0,10.0,386.0,42.0
Franco Orozco,ARG,FW,21,Lanús,Primera Division,12.5,485.0,6.0,50.0,182.0,261.0,42.0,485.0,45.0,15.0,33.3,22.0,48.9,302.0,2234.0,962.0,36.0,20.0,11.0,46.0,14.0,345.0,128.0
Jose Domínguez,PAR,DF,26,Lanús,Primera Division,12.7,629.0,97.0,348.0,268.0,18.0,7.0,629.0,12.0,9.0,75.0,2.0,16.7,381.0,1667.0,933.0,10.0,3.0,0.0,5.0,2.0,398.0,1.0
Raúl Loaiza,COL,MF,28,Lanús,Primera Division,11.8,483.0,13.0,78.0,320.0,91.0,19.0,483.0,22.0,11.0,50.0,9.0,40.9,285.0,1445.0,545.0,12.0,7.0,3.0,22.0,11.0,286.0,26.0
Franco Troyansky,ARG,FW,25,Lanús,Primera Division,11.3,428.0,6.0,58.0,175.0,200.0,43.0,427.0,47.0,18.0,38.3,28.0,59.6,235.0,1182.0,457.0,18.0,13.0,6.0,41.0,20.0,291.0,86.0
Felipe Aguilar,COL,DF,30,Lanús,Primera Division,13.1,665.0,113.0,383.0,266.0,18.0,13.0,665.0,2.0,2.0,100.0,0.0,0.0,338.0,1685.0,1000.0,8.0,4.0,1.0,5.0,1.0,393.0,1.0
Lautaro Acosta,ARG,MF,34,Lanús,Primera Division,10.4,423.0,12.0,79.0,232.0,125.0,26.0,423.0,24.0,9.0,37.5,5.0,20.8,237.0,1236.0,657.0,19.0,12.0,2.0,21.0,15.0,249.0,26.0
Julián Fernández,ARG,MF,27,Lanús,Primera Division,11.4,566.0,39.0,156.0,348.0,67.0,5.0,566.0,6.0,3.0,50.0,3.0,50.0,235.0,859.0,283.0,1.0,4.0,0.0,10.0,7.0,273.0,14.0
Lautaro Morales,ARG,GK,23,Lanús,Primera Division,8.9,306.0,225.0,302.0,4.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,164.0,926.0,585.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0
Diego Braghieri,ARG,DF,35,Lanús,Primera Division,5.1,261.0,52.0,165.0,89.0,8.0,5.0,261.0,1.0,1.0,100.0,0.0,0.0,107.0,631.0,464.0,6.0,0.0,0.0,0.0,0.0,141.0,0.0
Facundo Pérez,ARG,"MF,FW",23,Lanús,Primera Division,2.7,145.0,6.0,43.0,78.0,25.0,1.0,145.0,6.0,3.0,50.0,3.0,50.0,81.0,398.0,197.0,4.0,7.0,0.0,7.0,4.0,86.0,4.0
Julio Soler,ARG,DF,17,Lanús,Primera Division,2.3,126.0,8.0,50.0,59.0,17.0,1.0,126.0,4.0,1.0,25.0,3.0,75.0,53.0,321.0,206.0,1.0,2.0,1.0,2.0,0.0,55.0,5.0
Leonel Di Plácido,ARG,DF,29,Lanús,Primera Division,1.7,98.0,7.0,34.0,42.0,23.0,0.0,98.0,6.0,5.0,83.3,1.0,16.7,54.0,273.0,118.0,5.0,4.0,0.0,3.0,5.0,45.0,6.0
José Sand,ARG,"FW,MF",42,Lanús,Primera Division,2.7,125.0,3.0,10.0,56.0,59.0,20.0,123.0,6.0,1.0,16.7,3.0,50.0,78.0,387.0,129.0,4.0,0.0,2.0,13.0,8.0,103.0,23.0
Julián Aude,ARG,DF,19,Lanús,Primera Division,1.6,70.0,6.0,22.0,30.0,19.0,0.0,70.0,5.0,3.0,60.0,0.0,0.0,31.0,145.0,91.0,2.0,1.0,0.0,3.0,0.0,26.0,1.0
Pablo Aranda,ARG,DF,21,Lanús,Primera Division,1.0,52.0,0.0,13.0,24.0,15.0,0.0,52.0,2.0,0.0,0.0,1.0,50.0,20.0,88.0,53.0,1.0,0.0,0.0,0.0,2.0,33.0,3.0
Brian Blando,ARG,FW,27,Lanús,Primera Division,0.7,39.0,0.0,4.0,12.0,23.0,5.0,39.0,1.0,1.0,100.0,0.0,0.0,18.0,98.0,50.0,1.0,2.0,0.0,7.0,3.0,26.0,5.0
Brian Aguilar,ARG,DF,19,Lanús,Primera Division,0.6,22.0,5.0,15.0,4.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Mateo Sanabria,ARG,FW,18,Lanús,Primera Division,0.2,9.0,0.0,0.0,6.0,3.0,1.0,9.0,1.0,1.0,100.0,0.0,0.0,9.0,43.0,27.0,1.0,0.0,1.0,1.0,1.0,8.0,3.0
Dylan Aquino,ARG,"FW,MF",17,Lanús,Primera Division,0.1,15.0,0.0,1.0,10.0,5.0,0.0,15.0,1.0,0.0,0.0,1.0,100.0,7.0,60.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0
David González,ARG,MF,18,Lanús,Primera Division,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Agustín Rodríguez,ARG,"MF,DF",27,Estudiantes,Primera Division,25.8,1858.0,97.0,521.0,1186.0,166.0,14.0,1858.0,24.0,19.0,79.2,4.0,16.7,947.0,3976.0,2186.0,25.0,21.0,1.0,27.0,18.0,1092.0,24.0
Benjamín Rollheiser,ARG,"MF,FW",22,Estudiantes,Primera Division,22.5,1399.0,6.0,91.0,754.0,591.0,52.0,1397.0,99.0,65.0,65.7,32.0,32.3,892.0,5745.0,2614.0,86.0,84.0,8.0,65.0,40.0,1003.0,159.0
Mariano Andújar,ARG,GK,39,Estudiantes,Primera Division,25.0,715.0,609.0,714.0,1.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,325.0,1858.0,1194.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0
Santiago Ascacíbar,ARG,MF,25,Estudiantes,Primera Division,24.3,1519.0,31.0,250.0,959.0,327.0,33.0,1519.0,17.0,5.0,29.4,11.0,64.7,760.0,3078.0,1495.0,23.0,18.0,2.0,25.0,15.0,986.0,87.0
Luciano Lollo,ARG,DF,35,Estudiantes,Primera Division,22.9,1246.0,157.0,668.0,546.0,39.0,26.0,1246.0,5.0,5.0,100.0,0.0,0.0,633.0,3336.0,1859.0,4.0,3.0,0.0,7.0,1.0,703.0,4.0
Zaid Romero,ARG,DF,23,Estudiantes,Primera Division,21.2,1286.0,114.0,585.0,670.0,47.0,12.0,1286.0,31.0,23.0,74.2,6.0,19.4,717.0,3928.0,2508.0,26.0,12.0,1.0,19.0,19.0,727.0,3.0
Leonardo Godoy,ARG,"DF,FW",27,Estudiantes,Primera Division,19.7,1003.0,44.0,251.0,441.0,318.0,58.0,1003.0,51.0,17.0,33.3,27.0,52.9,484.0,2350.0,1288.0,41.0,15.0,13.0,39.0,6.0,549.0,132.0
Mauro Boselli,ARG,FW,37,Estudiantes,Primera Division,15.2,414.0,16.0,19.0,218.0,177.0,72.0,413.0,15.0,5.0,33.3,9.0,60.0,215.0,687.0,199.0,3.0,4.0,3.0,23.0,3.0,316.0,74.0
