player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Carlinhos,BRA,MF,29,Portimonense,Primeira Liga,31.6,1762.0,38.0,270.0,1003.0,523.0,35.0,1758.0,78.0,40.0,51.3,35.0,44.9,1018.0,6287.0,2768.0,66.0,53.0,7.0,58.0,37.0,1157.0,66.0
Filipe Relvas,POR,DF,23,Portimonense,Primeira Liga,31.1,1914.0,234.0,976.0,805.0,142.0,25.0,1914.0,4.0,2.0,50.0,1.0,25.0,876.0,3793.0,2019.0,10.0,7.0,0.0,11.0,1.0,1091.0,18.0
Hélio Varela,CPV,"FW,MF",21,Portimonense,Primeira Liga,30.5,1221.0,28.0,177.0,501.0,581.0,97.0,1221.0,151.0,73.0,48.3,61.0,40.4,796.0,6865.0,3291.0,134.0,102.0,39.0,108.0,50.0,877.0,239.0
Pedrão,BRA,DF,26,Portimonense,Primeira Liga,29.3,1807.0,212.0,931.0,824.0,76.0,18.0,1806.0,24.0,17.0,70.8,5.0,20.8,1016.0,5597.0,3416.0,30.0,13.0,0.0,23.0,5.0,1110.0,10.0
Alemão,BRA,DF,20,Portimonense,Primeira Liga,26.3,1441.0,278.0,879.0,536.0,33.0,17.0,1441.0,5.0,2.0,40.0,3.0,60.0,784.0,4811.0,2494.0,9.0,8.0,1.0,10.0,4.0,854.0,3.0
Dener,BRA,MF,31,Portimonense,Primeira Liga,19.6,972.0,52.0,268.0,578.0,136.0,20.0,972.0,13.0,4.0,30.8,7.0,53.8,454.0,2038.0,978.0,16.0,12.0,1.0,10.0,11.0,565.0,24.0
Nonoca,BRA,MF,25,Portimonense,Primeira Liga,21.3,910.0,56.0,308.0,533.0,81.0,11.0,910.0,8.0,4.0,50.0,3.0,37.5,425.0,1762.0,642.0,8.0,7.0,1.0,25.0,15.0,458.0,7.0
Kosuke Nakamura,JPN,GK,28,Portimonense,Primeira Liga,20.0,635.0,560.0,635.0,0.0,0.0,0.0,635.0,0.0,0.0,0.0,0.0,0.0,267.0,1400.0,779.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0
Sylvester Jasper,BUL,"FW,MF",21,Portimonense,Primeira Liga,18.6,677.0,13.0,107.0,290.0,294.0,37.0,677.0,60.0,21.0,35.0,30.0,50.0,425.0,2740.0,1287.0,50.0,35.0,9.0,53.0,25.0,489.0,107.0
Gonçalo Costa,POR,"DF,MF",23,Portimonense,Primeira Liga,19.0,1171.0,74.0,375.0,502.0,309.0,27.0,1171.0,50.0,20.0,40.0,24.0,48.0,528.0,2933.0,1367.0,37.0,26.0,5.0,41.0,15.0,598.0,81.0
Guga,POR,"DF,MF",19,Portimonense,Primeira Liga,17.0,778.0,42.0,247.0,322.0,214.0,18.0,778.0,38.0,17.0,44.7,18.0,47.4,325.0,1650.0,687.0,24.0,12.0,6.0,38.0,12.0,348.0,75.0
Igor Marques,BRA,"DF,MF",24,Portimonense,Primeira Liga,16.5,1043.0,64.0,345.0,462.0,251.0,8.0,1043.0,44.0,23.0,52.3,19.0,43.2,454.0,2749.0,1403.0,37.0,26.0,1.0,32.0,15.0,458.0,59.0
Vinicius Silvestre,BRA,GK,29,Portimonense,Primeira Liga,14.0,502.0,461.0,500.0,2.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,224.0,1268.0,825.0,0.0,0.0,0.0,1.0,0.0,155.0,0.0
Ronie Carrillo,ECU,"FW,MF",26,Portimonense,Primeira Liga,14.6,466.0,20.0,41.0,212.0,216.0,45.0,466.0,22.0,9.0,40.9,11.0,50.0,234.0,1025.0,384.0,11.0,7.0,3.0,39.0,18.0,308.0,54.0
Moustapha Seck,SEN,"DF,MF",27,Portimonense,Primeira Liga,9.8,502.0,37.0,181.0,231.0,94.0,3.0,502.0,7.0,5.0,71.4,2.0,28.6,209.0,1192.0,636.0,15.0,4.0,0.0,6.0,2.0,256.0,22.0
Hildeberto Pereira,POR,FW,27,Portimonense,Primeira Liga,9.4,299.0,4.0,30.0,140.0,136.0,28.0,299.0,26.0,7.0,26.9,15.0,57.7,172.0,1050.0,418.0,14.0,10.0,5.0,22.0,15.0,193.0,52.0
Taichi Fukui,JPN,MF,19,Portimonense,Primeira Liga,6.6,229.0,4.0,37.0,128.0,65.0,6.0,229.0,5.0,1.0,20.0,3.0,60.0,117.0,555.0,227.0,7.0,2.0,3.0,10.0,6.0,135.0,11.0
Maurício,BRA,MF,34,Portimonense,Primeira Liga,5.0,259.0,19.0,58.0,162.0,41.0,3.0,259.0,1.0,1.0,100.0,0.0,0.0,117.0,628.0,207.0,2.0,5.0,0.0,5.0,3.0,170.0,4.0
Rildo,BRA,"FW,MF",23,Portimonense,Primeira Liga,5.7,166.0,1.0,19.0,79.0,74.0,17.0,165.0,13.0,5.0,38.5,8.0,61.5,88.0,430.0,186.0,6.0,5.0,2.0,20.0,5.0,110.0,35.0
Luan Campos,BRA,"FW,MF",21,Portimonense,Primeira Liga,5.2,174.0,8.0,43.0,70.0,63.0,14.0,174.0,10.0,5.0,50.0,5.0,50.0,99.0,525.0,265.0,8.0,3.0,3.0,18.0,6.0,105.0,23.0
Paulo Estrela Moreira,POR,"MF,FW",24,Portimonense,Primeira Liga,5.9,422.0,12.0,91.0,275.0,60.0,2.0,422.0,4.0,2.0,50.0,2.0,50.0,204.0,921.0,480.0,4.0,2.0,0.0,4.0,1.0,247.0,6.0
Tamble,POR,FW,22,Portimonense,Primeira Liga,4.0,98.0,5.0,8.0,47.0,43.0,9.0,98.0,4.0,1.0,25.0,3.0,75.0,49.0,171.0,66.0,1.0,2.0,2.0,7.0,0.0,62.0,14.0
Midana Cassama,GNB,"FW,MF",20,Portimonense,Primeira Liga,3.2,98.0,4.0,10.0,42.0,47.0,15.0,98.0,15.0,7.0,46.7,7.0,46.7,57.0,416.0,153.0,5.0,2.0,2.0,14.0,4.0,72.0,23.0
Rodrigo Martins,POR,FW,24,Portimonense,Primeira Liga,2.6,110.0,4.0,25.0,45.0,45.0,5.0,110.0,11.0,4.0,36.4,7.0,63.6,64.0,516.0,242.0,11.0,4.0,3.0,7.0,6.0,62.0,14.0
Rafael Alcobia,POR,DF,20,Portimonense,Primeira Liga,2.3,156.0,14.0,106.0,49.0,2.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,80.0,386.0,282.0,2.0,0.0,0.0,1.0,1.0,119.0,0.0
Paulinho,POR,"FW,MF",23,Portimonense,Primeira Liga,1.9,49.0,2.0,4.0,28.0,18.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,22.0,92.0,38.0,1.0,2.0,1.0,5.0,1.0,36.0,5.0
Steve Mvoué,CMR,MF,21,Portimonense,Primeira Liga,0.8,30.0,0.0,5.0,20.0,6.0,1.0,30.0,2.0,1.0,50.0,1.0,50.0,14.0,57.0,10.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0
Zinho,BRA,"FW,MF",20,Portimonense,Primeira Liga,1.6,80.0,1.0,12.0,25.0,44.0,4.0,80.0,15.0,6.0,40.0,9.0,60.0,47.0,419.0,178.0,8.0,4.0,3.0,12.0,6.0,44.0,13.0
Jose Souza,POR,MF,22,Portimonense,Primeira Liga,0.1,10.0,0.0,2.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Dennis Adeniran,ENG,MF,24,Portimonense,Primeira Liga,0.1,4.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Davis Nascimento,BRA,MF,20,Portimonense,Primeira Liga,0.0,5.0,0.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
Samu,POR,MF,27,Vizela,Primeira Liga,30.7,1936.0,83.0,346.0,970.0,644.0,60.0,1933.0,43.0,22.0,51.2,17.0,39.5,932.0,3884.0,1790.0,26.0,31.0,4.0,40.0,25.0,1140.0,112.0
Samuel Essende,RDC,FW,25,Vizela,Primeira Liga,29.6,821.0,27.0,55.0,383.0,389.0,147.0,820.0,51.0,18.0,35.3,30.0,58.8,444.0,2248.0,834.0,40.0,21.0,23.0,103.0,41.0,622.0,143.0
Tomás Costa Silva,POR,DF,23,Vizela,Primeira Liga,29.1,1842.0,104.0,533.0,756.0,576.0,32.0,1842.0,36.0,16.0,44.4,13.0,36.1,892.0,4437.0,2076.0,57.0,48.0,9.0,35.0,16.0,993.0,197.0
Fabijan Buntić,CRO,GK,26,Vizela,Primeira Liga,27.7,956.0,768.0,949.0,7.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,0.0,490.0,2795.0,1470.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0
Anderson Jesus,BRA,DF,28,Vizela,Primeira Liga,27.7,1412.0,231.0,809.0,575.0,34.0,23.0,1412.0,3.0,2.0,66.7,0.0,0.0,721.0,3448.0,1749.0,7.0,4.0,0.0,14.0,2.0,867.0,0.0
Diogo Nascimento,POR,MF,20,Vizela,Primeira Liga,24.0,1516.0,37.0,285.0,930.0,318.0,26.0,1516.0,50.0,30.0,60.0,19.0,38.0,942.0,4684.0,1838.0,27.0,26.0,4.0,39.0,36.0,1148.0,66.0
Matheus Pereira,BRA,"DF,FW",22,Vizela,Primeira Liga,23.3,1374.0,58.0,376.0,618.0,403.0,34.0,1374.0,56.0,27.0,48.2,15.0,26.8,755.0,4587.0,2331.0,54.0,33.0,8.0,64.0,17.0,831.0,111.0
Matías Lacava,VEN,"FW,MF",20,Vizela,Primeira Liga,14.8,567.0,5.0,94.0,186.0,303.0,41.0,567.0,43.0,21.0,48.8,20.0,46.5,369.0,2040.0,857.0,31.0,17.0,12.0,49.0,38.0,390.0,110.0
Jota Gonçalves,POR,DF,23,Vizela,Primeira Liga,16.1,1134.0,148.0,558.0,545.0,35.0,12.0,1134.0,1.0,0.0,0.0,1.0,100.0,596.0,2739.0,1456.0,9.0,4.0,1.0,4.0,5.0,729.0,3.0
Orest Lebedenko,UKR,DF,24,Vizela,Primeira Liga,16.1,944.0,84.0,325.0,431.0,202.0,18.0,944.0,31.0,14.0,45.2,16.0,51.6,415.0,2550.0,1337.0,34.0,20.0,2.0,23.0,11.0,466.0,31.0
Bruno Wilson,POR,DF,26,Vizela,Primeira Liga,15.6,947.0,155.0,494.0,412.0,45.0,22.0,947.0,0.0,0.0,0.0,0.0,0.0,556.0,2549.0,1498.0,5.0,6.0,1.0,6.0,0.0,657.0,8.0
João Escoval,POR,DF,26,Vizela,Primeira Liga,15.2,841.0,86.0,399.0,389.0,57.0,19.0,841.0,2.0,1.0,50.0,1.0,50.0,401.0,2307.0,1434.0,11.0,3.0,1.0,10.0,1.0,491.0,5.0
Nuno Gonçalo Moreira,POR,"FW,MF",24,Vizela,Primeira Liga,10.7,479.0,10.0,64.0,195.0,229.0,36.0,479.0,44.0,15.0,34.1,26.0,59.1,263.0,1393.0,676.0,20.0,16.0,5.0,24.0,14.0,300.0,69.0
Pedro Ortiz,ESP,MF,22,Vizela,Primeira Liga,10.2,586.0,33.0,157.0,389.0,47.0,4.0,586.0,8.0,7.0,87.5,1.0,12.5,291.0,1317.0,559.0,6.0,6.0,0.0,6.0,12.0,389.0,2.0
Domingos Quina,POR,"FW,MF",23,Vizela,Primeira Liga,8.1,409.0,7.0,56.0,206.0,155.0,14.0,409.0,33.0,14.0,42.4,18.0,54.5,256.0,1680.0,554.0,16.0,17.0,3.0,30.0,15.0,275.0,46.0
Alberto Soro,ESP,"FW,MF",24,Vizela,Primeira Liga,10.0,432.0,9.0,58.0,189.0,191.0,32.0,432.0,12.0,5.0,41.7,7.0,58.3,241.0,1324.0,594.0,15.0,18.0,8.0,21.0,19.0,288.0,64.0
Jason Lokilo,BEL,"FW,MF",24,Vizela,Primeira Liga,7.8,331.0,7.0,39.0,138.0,158.0,18.0,331.0,14.0,7.0,50.0,6.0,42.9,227.0,1472.0,663.0,33.0,22.0,8.0,18.0,6.0,265.0,62.0
Aleksandar Busnić,SRB,"MF,FW",25,Vizela,Primeira Liga,8.5,420.0,30.0,143.0,238.0,41.0,4.0,420.0,6.0,4.0,66.7,1.0,16.7,194.0,932.0,405.0,0.0,5.0,0.0,5.0,5.0,231.0,3.0
Rafael Bustamante,COL,MF,23,Vizela,Primeira Liga,7.9,437.0,18.0,136.0,242.0,66.0,2.0,437.0,3.0,2.0,66.7,1.0,33.3,223.0,845.0,366.0,2.0,7.0,1.0,9.0,8.0,268.0,6.0
Bruno Xavier Almeida Costa,POR,MF,26,Vizela,Primeira Liga,6.8,340.0,16.0,71.0,205.0,64.0,1.0,340.0,13.0,8.0,61.5,4.0,30.8,177.0,900.0,365.0,6.0,7.0,0.0,8.0,5.0,212.0,9.0
Francesco Ruberto,SUI,GK,30,Vizela,Primeira Liga,6.3,255.0,181.0,250.0,5.0,0.0,0.0,255.0,1.0,1.0,100.0,0.0,0.0,118.0,709.0,378.0,0.0,0.0,0.0,1.0,1.0,103.0,0.0
Sava Petrov,SRB,"FW,MF",25,Vizela,Primeira Liga,5.7,180.0,9.0,21.0,69.0,95.0,20.0,180.0,15.0,5.0,33.3,7.0,46.7,126.0,875.0,350.0,18.0,15.0,7.0,24.0,13.0,139.0,34.0
Hugo Oliveira,POR,"DF,MF",21,Vizela,Primeira Liga,5.5,335.0,23.0,103.0,152.0,81.0,5.0,335.0,16.0,8.0,50.0,6.0,37.5,170.0,1170.0,524.0,13.0,10.0,3.0,10.0,6.0,195.0,24.0
Alexis Méndez,USA,"MF,FW",22,Vizela,Primeira Liga,4.1,245.0,1.0,29.0,137.0,84.0,7.0,245.0,8.0,4.0,50.0,3.0,37.5,124.0,545.0,272.0,5.0,7.0,1.0,8.0,5.0,166.0,18.0
Kiko Bondoso,POR,"FW,MF",27,Vizela,Primeira Liga,2.1,98.0,1.0,14.0,35.0,51.0,10.0,98.0,9.0,4.0,44.4,5.0,55.6,62.0,320.0,117.0,5.0,3.0,2.0,5.0,0.0,69.0,22.0
Abdul Awudu,GHA,"FW,MF",22,Vizela,Primeira Liga,2.1,85.0,3.0,10.0,37.0,38.0,4.0,85.0,12.0,4.0,33.3,8.0,66.7,57.0,448.0,142.0,4.0,4.0,1.0,7.0,5.0,58.0,19.0
Jardel,GNB,"FW,MF",25,Vizela,Primeira Liga,2.1,110.0,3.0,10.0,53.0,48.0,9.0,110.0,15.0,5.0,33.3,9.0,60.0,80.0,544.0,207.0,9.0,2.0,4.0,13.0,4.0,88.0,20.0
Dylan Saint-Louis,CGO,"FW,MF",28,Vizela,Primeira Liga,2.9,150.0,5.0,21.0,61.0,71.0,7.0,150.0,13.0,4.0,30.8,8.0,61.5,95.0,577.0,244.0,6.0,3.0,0.0,10.0,3.0,107.0,35.0
Amadou Ba-Sy,FRA,"FW,MF",22,Vizela,Primeira Liga,1.3,54.0,0.0,1.0,22.0,31.0,10.0,54.0,8.0,0.0,0.0,7.0,87.5,30.0,174.0,48.0,3.0,2.0,1.0,6.0,2.0,35.0,10.0
Osama Rashid,IRQ,"MF,FW",31,Vizela,Primeira Liga,0.3,38.0,3.0,9.0,22.0,8.0,0.0,38.0,1.0,0.0,0.0,1.0,100.0,19.0,106.0,27.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0
Iker Unzueta,ESP,FW,24,Vizela,Primeira Liga,0.3,18.0,0.0,0.0,10.0,8.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,14.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0
Héctor,ESP,FW,27,Chaves,Primeira Liga,28.8,819.0,26.0,91.0,471.0,266.0,86.0,813.0,34.0,15.0,44.1,17.0,50.0,411.0,1589.0,550.0,11.0,10.0,4.0,80.0,33.0,577.0,73.0
Hugo Souza,BRA,GK,24,Chaves,Primeira Liga,26.0,879.0,764.0,875.0,4.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,388.0,2036.0,1321.0,0.0,0.0,0.0,1.0,0.0,276.0,0.0
Kelechi Nwakali,NGA,MF,25,Chaves,Primeira Liga,23.0,1384.0,16.0,225.0,882.0,297.0,3.0,1384.0,47.0,27.0,57.4,16.0,34.0,720.0,3882.0,1755.0,30.0,18.0,1.0,32.0,21.0,857.0,42.0
João Pedro Araújo Correia,CPV,"DF,MF",26,Chaves,Primeira Liga,23.3,1144.0,66.0,321.0,500.0,344.0,33.0,1144.0,68.0,22.0,32.4,45.0,66.2,552.0,3705.0,2033.0,62.0,45.0,11.0,30.0,17.0,598.0,112.0
Ygor Nogueira,BRA,DF,28,Chaves,Primeira Liga,18.4,988.0,169.0,615.0,359.0,21.0,11.0,988.0,6.0,3.0,50.0,2.0,33.3,498.0,2531.0,1531.0,10.0,4.0,0.0,7.0,1.0,585.0,2.0
Sandro Cruz,POR,"DF,MF",22,Chaves,Primeira Liga,18.1,983.0,87.0,426.0,425.0,141.0,19.0,983.0,20.0,10.0,50.0,8.0,40.0,443.0,2489.0,1326.0,25.0,13.0,4.0,21.0,8.0,511.0,34.0
Rúben Tiago Rodrigues Ribeiro,POR,"FW,MF",35,Chaves,Primeira Liga,18.7,990.0,22.0,200.0,482.0,320.0,26.0,990.0,45.0,18.0,40.0,22.0,48.9,603.0,3422.0,1265.0,33.0,35.0,8.0,56.0,30.0,705.0,105.0
Vasco Fernandes,POR,DF,36,Chaves,Primeira Liga,16.8,736.0,121.0,424.0,295.0,19.0,7.0,736.0,1.0,0.0,0.0,1.0,100.0,337.0,1894.0,1187.0,4.0,2.0,0.0,4.0,2.0,424.0,1.0
Bruno Rodrigues,POR,DF,22,Chaves,Primeira Liga,15.0,715.0,90.0,412.0,288.0,20.0,7.0,715.0,0.0,0.0,0.0,0.0,0.0,377.0,2042.0,1157.0,10.0,5.0,1.0,5.0,0.0,446.0,2.0
Raphael Guzzo,POR,"MF,FW",28,Chaves,Primeira Liga,13.2,688.0,24.0,135.0,376.0,182.0,20.0,688.0,17.0,8.0,47.1,6.0,35.3,364.0,1710.0,779.0,15.0,16.0,1.0,18.0,10.0,476.0,40.0
Steven Vitória,CAN,DF,36,Chaves,Primeira Liga,15.0,613.0,83.0,340.0,249.0,25.0,19.0,613.0,2.0,1.0,50.0,1.0,50.0,280.0,1111.0,443.0,0.0,0.0,0.0,6.0,1.0,356.0,1.0
Ricardo Guimarães,MOZ,MF,27,Chaves,Primeira Liga,13.9,721.0,38.0,160.0,429.0,144.0,9.0,721.0,28.0,16.0,57.1,10.0,35.7,348.0,1859.0,927.0,14.0,16.0,2.0,23.0,15.0,450.0,24.0
Junior Pius,NGA,DF,27,Chaves,Primeira Liga,12.8,723.0,68.0,325.0,354.0,52.0,8.0,723.0,22.0,15.0,68.2,6.0,27.3,298.0,1631.0,923.0,13.0,5.0,0.0,22.0,5.0,367.0,8.0
Leandro Sanca,GNB,"FW,MF",23,Chaves,Primeira Liga,16.3,644.0,9.0,95.0,249.0,321.0,46.0,644.0,78.0,36.0,46.2,37.0,47.4,411.0,3447.0,1670.0,62.0,40.0,11.0,39.0,23.0,440.0,117.0
Dario Essugo,POR,MF,18,Chaves,Primeira Liga,12.9,635.0,47.0,217.0,381.0,53.0,4.0,635.0,29.0,18.0,62.1,5.0,17.2,318.0,1573.0,759.0,13.0,8.0,1.0,17.0,17.0,395.0,11.0
Bruno Langa,MOZ,"DF,MF",25,Chaves,Primeira Liga,11.9,728.0,40.0,237.0,350.0,156.0,10.0,728.0,33.0,21.0,63.6,9.0,27.3,331.0,2064.0,1152.0,26.0,15.0,4.0,23.0,3.0,380.0,42.0
Carraça,POR,"DF,MF",30,Chaves,Primeira Liga,11.1,667.0,34.0,198.0,289.0,182.0,10.0,667.0,7.0,3.0,42.9,3.0,42.9,275.0,1153.0,524.0,11.0,2.0,0.0,6.0,7.0,355.0,51.0
Benny,POR,"MF,FW",23,Chaves,Primeira Liga,14.1,592.0,13.0,106.0,231.0,264.0,17.0,592.0,22.0,7.0,31.8,15.0,68.2,294.0,1756.0,770.0,25.0,27.0,4.0,28.0,15.0,360.0,85.0
Jo,BRA,"FW,MF",28,Chaves,Primeira Liga,11.3,347.0,17.0,33.0,151.0,167.0,55.0,347.0,18.0,3.0,16.7,13.0,72.2,182.0,816.0,293.0,7.0,10.0,4.0,46.0,21.0,282.0,45.0
Paulo Victor,BRA,"FW,MF",22,Chaves,Primeira Liga,9.1,307.0,10.0,31.0,127.0,152.0,35.0,307.0,13.0,5.0,38.5,8.0,61.5,139.0,902.0,384.0,19.0,8.0,5.0,29.0,7.0,189.0,52.0
Rodrigo Nascimento,BRA,GK,27,Chaves,Primeira Liga,7.0,232.0,204.0,230.0,2.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,110.0,729.0,465.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0
Thibang Phete,RSA,"DF,MF",29,Chaves,Primeira Liga,4.9,220.0,22.0,88.0,119.0,15.0,2.0,220.0,1.0,1.0,100.0,0.0,0.0,116.0,553.0,195.0,0.0,5.0,0.0,3.0,6.0,131.0,1.0
Hélder Morim,POR,"MF,DF",22,Chaves,Primeira Liga,7.3,306.0,19.0,84.0,151.0,73.0,8.0,306.0,6.0,2.0,33.3,2.0,33.3,147.0,635.0,250.0,3.0,4.0,0.0,6.0,8.0,176.0,14.0
João Pedro,POR,MF,30,Chaves,Primeira Liga,4.5,241.0,5.0,58.0,140.0,48.0,5.0,241.0,9.0,4.0,44.4,4.0,44.4,110.0,445.0,193.0,3.0,2.0,1.0,7.0,0.0,149.0,7.0
Habib sylla,CIV,DF,24,Chaves,Primeira Liga,4.5,225.0,24.0,76.0,87.0,63.0,3.0,225.0,9.0,9.0,100.0,0.0,0.0,97.0,659.0,338.0,6.0,3.0,1.0,8.0,4.0,104.0,16.0
Rúben Lameiras,POR,"FW,MF",28,Chaves,Primeira Liga,2.3,79.0,2.0,15.0,39.0,26.0,1.0,79.0,5.0,1.0,20.0,4.0,80.0,37.0,257.0,116.0,2.0,1.0,0.0,2.0,2.0,46.0,5.0
Abass Issah,GHA,"MF,FW",24,Chaves,Primeira Liga,3.4,110.0,0.0,13.0,54.0,46.0,13.0,110.0,10.0,7.0,70.0,2.0,20.0,76.0,551.0,281.0,8.0,3.0,4.0,9.0,8.0,84.0,24.0
João Queirós,POR,DF,25,Chaves,Primeira Liga,2.6,128.0,11.0,57.0,65.0,7.0,6.0,128.0,1.0,0.0,0.0,1.0,100.0,45.0,191.0,100.0,0.0,0.0,0.0,0.0,1.0,74.0,1.0
Pedro Pinho,POR,MF,23,Chaves,Primeira Liga,2.8,166.0,13.0,54.0,89.0,24.0,4.0,166.0,3.0,2.0,66.7,1.0,33.3,84.0,377.0,178.0,2.0,2.0,0.0,2.0,0.0,95.0,2.0
Gonçalo Filipe,POR,GK,23,Chaves,Primeira Liga,1.0,34.0,33.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,9.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Rodrigo Melro,POR,DF,19,Chaves,Primeira Liga,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Franco Armani,ARG,GK,36,River Plate,Primera Division,26.0,684.0,631.0,681.0,3.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,322.0,1307.0,765.0,0.0,0.0,0.0,1.0,0.0,260.0,0.0
Ignacio Fernández,ARG,"MF,FW",33,River Plate,Primera Division,19.8,1518.0,11.0,119.0,774.0,639.0,76.0,1518.0,57.0,23.0,40.4,24.0,42.1,944.0,3751.0,1876.0,44.0,42.0,10.0,42.0,35.0,1146.0,171.0
Milton Casco,ARG,DF,34,River Plate,Primera Division,19.7,1582.0,42.0,336.0,879.0,381.0,34.0,1582.0,30.0,17.0,56.7,11.0,36.7,804.0,3071.0,1681.0,32.0,23.0,2.0,20.0,6.0,972.0,100.0
Enzo Díaz,ARG,DF,27,River Plate,Primera Division,20.8,1442.0,60.0,441.0,686.0,328.0,30.0,1442.0,56.0,26.0,46.4,19.0,33.9,827.0,4394.0,2612.0,47.0,30.0,4.0,34.0,20.0,884.0,122.0
Leandro González Pirez,ARG,DF,30,River Plate,Primera Division,19.6,1406.0,146.0,723.0,673.0,18.0,10.0,1406.0,17.0,17.0,100.0,0.0,0.0,805.0,3369.0,1953.0,7.0,4.0,0.0,12.0,3.0,915.0,0.0
Rodrigo Aliendro,ARG,MF,31,River Plate,Primera Division,18.0,1381.0,25.0,224.0,901.0,267.0,31.0,1381.0,61.0,32.0,52.5,22.0,36.1,828.0,3238.0,1418.0,22.0,23.0,3.0,43.0,33.0,965.0,51.0
Enzo Pérez,ARG,MF,36,River Plate,Primera Division,17.0,1447.0,36.0,298.0,998.0,159.0,17.0,1447.0,22.0,14.0,63.6,4.0,18.2,767.0,2878.0,1437.0,12.0,23.0,1.0,11.0,6.0,986.0,15.0
Ezequiel Barco,ARG,"FW,MF",23,River Plate,Primera Division,16.7,1215.0,4.0,70.0,612.0,552.0,54.0,1211.0,74.0,41.0,55.4,20.0,27.0,828.0,5367.0,2974.0,101.0,79.0,26.0,31.0,18.0,941.0,131.0
Lucas Beltrán,ARG,FW,21,River Plate,Primera Division,15.2,717.0,7.0,32.0,272.0,422.0,106.0,714.0,58.0,27.0,46.6,28.0,48.3,434.0,1716.0,697.0,28.0,18.0,10.0,58.0,28.0,529.0,152.0
Nicolás De La Cruz,URU,"MF,FW",25,River Plate,Primera Division,12.2,969.0,7.0,94.0,578.0,312.0,32.0,969.0,27.0,16.0,59.3,8.0,29.6,637.0,3154.0,1758.0,39.0,36.0,9.0,20.0,10.0,723.0,52.0
Pablo Solari,ARG,"FW,MF",21,River Plate,Primera Division,13.6,665.0,4.0,47.0,241.0,386.0,92.0,665.0,72.0,30.0,41.7,40.0,55.6,443.0,2414.0,1337.0,47.0,28.0,22.0,33.0,13.0,494.0,181.0
Paulo Díaz,CHI,DF,28,River Plate,Primera Division,12.7,1091.0,115.0,556.0,517.0,28.0,7.0,1091.0,6.0,4.0,66.7,2.0,33.3,664.0,3296.0,1881.0,9.0,7.0,0.0,10.0,3.0,725.0,2.0
José Paradela,ARG,"MF,FW",24,River Plate,Primera Division,11.4,705.0,4.0,59.0,396.0,267.0,36.0,705.0,73.0,36.0,49.3,27.0,37.0,463.0,2697.0,1138.0,33.0,24.0,7.0,36.0,27.0,517.0,89.0
Robert Rojas,PAR,DF,26,River Plate,Primera Division,9.7,615.0,47.0,250.0,276.0,92.0,11.0,615.0,7.0,4.0,57.1,3.0,42.9,297.0,1510.0,905.0,16.0,8.0,2.0,8.0,2.0,359.0,28.0
Marcelo Herrera,ARG,DF,24,River Plate,Primera Division,9.3,674.0,16.0,187.0,307.0,184.0,17.0,674.0,9.0,6.0,66.7,3.0,33.3,322.0,1090.0,554.0,8.0,10.0,0.0,14.0,4.0,372.0,70.0
Miguel Borja,COL,FW,30,River Plate,Primera Division,9.1,288.0,8.0,15.0,118.0,161.0,47.0,286.0,11.0,4.0,36.4,7.0,63.6,159.0,595.0,216.0,8.0,9.0,3.0,30.0,4.0,209.0,65.0
