player,nationality,position,age,club,league,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Ján Bernát,SVK,MF,22.0,Westerlo,Pro League,0.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0
Arnaud Bodart,BEL,GK,25.0,Standard Liège,Pro League,29.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,11.0,1.0
Wilfried Kanga,CIV,FW,25.0,Standard Liège,Pro League,25.7,3.0,3,0.0,2.0,1.0,1.0,6.0,16.7,5.0,14.0,5.0,9.0,3,6.0,23.0,0.0
Hayao Kawabe,JPN,"MF,FW",27.0,Standard Liège,Pro League,21.5,25.0,13,10.0,10.0,5.0,12.0,33.0,36.4,21.0,20.0,2.0,18.0,10,35.0,13.0,0.0
Zinho Vanheusden,BEL,DF,24.0,Standard Liège,Pro League,19.4,27.0,18,19.0,6.0,2.0,18.0,26.0,69.2,8.0,29.0,17.0,12.0,37,64.0,89.0,2.0
Marlon Fossey,USA,DF,24.0,Standard Liège,Pro League,18.0,29.0,14,13.0,10.0,6.0,10.0,14.0,71.4,4.0,18.0,8.0,10.0,29,58.0,46.0,0.0
Steven Alzate,COL,MF,24.0,Standard Liège,Pro League,18.5,44.0,28,15.0,23.0,6.0,22.0,37.0,59.5,15.0,27.0,2.0,25.0,18,62.0,20.0,1.0
Moussa Djenepo,MLI,"DF,FW",25.0,Standard Liège,Pro League,16.6,24.0,15,9.0,13.0,2.0,9.0,19.0,47.4,10.0,19.0,2.0,17.0,11,35.0,19.0,0.0
Konstantinos Laifis,CYP,DF,30.0,Standard Liège,Pro League,18.7,33.0,16,25.0,8.0,0.0,19.0,24.0,79.2,5.0,20.0,13.0,7.0,27,60.0,87.0,0.0
Isaac Price,NIR,"MF,DF",19.0,Standard Liège,Pro League,18.4,54.0,39,31.0,21.0,2.0,27.0,59.0,45.8,32.0,24.0,8.0,16.0,26,80.0,32.0,0.0
Aiden O'Neill,AUS,MF,25.0,Standard Liège,Pro League,16.7,48.0,27,22.0,22.0,4.0,19.0,37.0,51.4,18.0,30.0,8.0,22.0,17,65.0,36.0,1.0
Merveille Bokadi,COD,DF,31.0,Standard Liège,Pro League,14.5,19.0,13,13.0,6.0,0.0,11.0,19.0,57.9,8.0,13.0,8.0,5.0,22,41.0,78.0,0.0
Kamal Sowah,GHA,"FW,MF",23.0,Standard Liège,Pro League,13.6,20.0,16,6.0,11.0,3.0,3.0,19.0,15.8,16.0,10.0,1.0,9.0,7,27.0,13.0,0.0
Nathan Ngoy,BEL,DF,20.0,Standard Liège,Pro League,13.1,25.0,18,16.0,7.0,2.0,12.0,22.0,54.5,10.0,10.0,2.0,8.0,36,61.0,35.0,0.0
William Balikwisha,COD,MF,24.0,Standard Liège,Pro League,12.1,27.0,12,10.0,13.0,4.0,7.0,13.0,53.8,6.0,10.0,0.0,10.0,10,37.0,9.0,1.0
Lucas Noubi,BEL,DF,18.0,Standard Liège,Pro League,11.8,27.0,15,17.0,9.0,1.0,14.0,20.0,70.0,6.0,13.0,5.0,8.0,20,47.0,42.0,0.0
Isaac Hayden,ENG,MF,28.0,Standard Liège,Pro League,7.4,18.0,13,6.0,9.0,3.0,6.0,19.0,31.6,13.0,6.0,0.0,6.0,10,28.0,10.0,0.0
Souleyman Doumbia,CIV,DF,26.0,Standard Liège,Pro League,6.2,18.0,13,6.0,11.0,1.0,10.0,14.0,71.4,4.0,7.0,2.0,5.0,11,29.0,18.0,0.0
Gilles Dewaele,BEL,"DF,MF",27.0,Standard Liège,Pro League,7.5,17.0,11,8.0,9.0,0.0,10.0,18.0,55.6,8.0,11.0,2.0,9.0,9,26.0,23.0,0.0
Hakim Sahabo,RWA,MF,18.0,Standard Liège,Pro League,5.3,17.0,12,5.0,12.0,0.0,8.0,11.0,72.7,3.0,9.0,5.0,4.0,9,26.0,11.0,0.0
Kelvin Yeboah,ITA,FW,23.0,Standard Liège,Pro League,4.9,4.0,4,1.0,3.0,0.0,1.0,7.0,14.3,6.0,2.0,2.0,0.0,1,5.0,7.0,0.0
Aron Dønnum,NOR,"DF,FW",25.0,Standard Liège,Pro League,4.8,2.0,0,0.0,1.0,1.0,2.0,6.0,33.3,4.0,6.0,0.0,6.0,1,3.0,10.0,0.0
Cihan Çanak,TUR,"DF,MF",18.0,Standard Liège,Pro League,6.9,9.0,6,4.0,3.0,2.0,2.0,8.0,25.0,6.0,13.0,1.0,12.0,3,12.0,11.0,0.0
Denis Drăguș,ROU,FW,24.0,Standard Liège,Pro League,3.5,6.0,4,2.0,1.0,3.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,1,7.0,3.0,0.0
Noah Ohio,NED,FW,20.0,Standard Liège,Pro League,3.5,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,3.0,0,1.0,1.0,0.0
Jonathan Panzo,ENG,DF,22.0,Standard Liège,Pro League,2.4,3.0,2,2.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2,5.0,5.0,0.0
Jacob Barrett Laursen,DEN,DF,28.0,Standard Liège,Pro League,1.7,2.0,2,0.0,2.0,0.0,2.0,4.0,50.0,2.0,2.0,2.0,0.0,0,2.0,7.0,0.0
Renaud Emond,BEL,FW,31.0,Standard Liège,Pro League,1.1,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0,0.0,2.0,0.0
Laurent Henkinet,BEL,GK,30.0,Standard Liège,Pro League,1.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
Romaine Mundle,ENG,"FW,MF",20.0,Standard Liège,Pro League,1.7,7.0,5,4.0,3.0,0.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,1,8.0,0.0,0.0
Stipe Perica,CRO,"FW,MF",28.0,Standard Liège,Pro League,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,2.0,0.0
Ibe Hautekiet,BEL,DF,21.0,Standard Liège,Pro League,0.6,3.0,3,2.0,0.0,1.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2,5.0,2.0,0.0
Sacha Banse,BFA,MF,22.0,Standard Liège,Pro League,0.5,3.0,1,1.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0,3.0,2.0,0.0
Seydou Fini,ITA,"DF,FW",17.0,Standard Liège,Pro League,0.5,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,0,1.0,0.0,0.0
Noah Dodeigne,BEL,"DF,FW",20.0,Standard Liège,Pro League,0.4,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,2.0,0.0
Stelios Andreou,CYP,DF,21.0,Charleroi,Pro League,26.8,52.0,37,33.0,18.0,1.0,24.0,42.0,57.1,18.0,44.0,23.0,21.0,37,89.0,109.0,0.0
Hervé Koffi,BFA,GK,26.0,Charleroi,Pro League,26.0,3.0,2,3.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1,4.0,7.0,3.0
Marco Ilaimaharitra,MAD,MF,28.0,Charleroi,Pro League,23.7,60.0,38,26.0,28.0,6.0,33.0,64.0,51.6,31.0,40.0,6.0,34.0,26,86.0,21.0,0.0
Žan Rogelj,SVN,"DF,MF",23.0,Charleroi,Pro League,23.2,53.0,40,32.0,17.0,4.0,40.0,75.0,53.3,35.0,31.0,6.0,25.0,39,92.0,55.0,0.0
Adem Zorgane,ALG,MF,23.0,Charleroi,Pro League,20.5,55.0,29,33.0,17.0,5.0,23.0,57.0,40.4,34.0,36.0,8.0,28.0,25,80.0,27.0,0.0
Vetle Dragsnes,NOR,"DF,MF",29.0,Charleroi,Pro League,19.5,33.0,25,22.0,10.0,1.0,22.0,37.0,59.5,15.0,17.0,5.0,12.0,16,49.0,42.0,0.0
Daan Heymans,BEL,"MF,FW",24.0,Charleroi,Pro League,18.5,26.0,22,8.0,12.0,6.0,10.0,30.0,33.3,20.0,21.0,6.0,15.0,18,44.0,21.0,1.0
Isaac Mbenza,BEL,"DF,FW",27.0,Charleroi,Pro League,17.5,10.0,6,5.0,3.0,2.0,6.0,11.0,54.5,5.0,4.0,0.0,4.0,2,12.0,16.0,0.0
Oday Dabbagh,PLE,FW,24.0,Charleroi,Pro League,16.3,14.0,11,6.0,7.0,1.0,4.0,15.0,26.7,11.0,8.0,1.0,7.0,1,15.0,7.0,0.0
Damien Marcq,FRA,DF,34.0,Charleroi,Pro League,15.8,35.0,23,23.0,12.0,0.0,17.0,35.0,48.6,18.0,27.0,22.0,5.0,26,61.0,70.0,2.0
Parfait Guiagon,CIV,"FW,MF",22.0,Charleroi,Pro League,15.2,23.0,17,5.0,13.0,5.0,6.0,19.0,31.6,13.0,15.0,2.0,13.0,5,28.0,7.0,0.0
Jonas Bager,DEN,DF,27.0,Charleroi,Pro League,16.7,33.0,17,16.0,16.0,1.0,17.0,28.0,60.7,11.0,28.0,20.0,8.0,26,59.0,80.0,0.0
Ryota Morioka,JPN,MF,32.0,Charleroi,Pro League,10.1,31.0,19,13.0,16.0,2.0,17.0,29.0,58.6,12.0,25.0,4.0,21.0,21,52.0,13.0,0.0
Stefan Knežević,SUI,DF,26.0,Charleroi,Pro League,9.2,24.0,14,15.0,7.0,2.0,9.0,18.0,50.0,9.0,16.0,6.0,10.0,27,51.0,24.0,1.0
Youssouph Badji,SEN,"FW,MF",21.0,Charleroi,Pro League,10.4,11.0,6,7.0,2.0,2.0,5.0,10.0,50.0,5.0,1.0,0.0,1.0,4,15.0,10.0,0.0
Jules Van Cleemput,BEL,DF,26.0,Charleroi,Pro League,7.9,10.0,5,6.0,4.0,0.0,5.0,6.0,83.3,1.0,8.0,4.0,4.0,21,31.0,33.0,0.0
Antoine Bernier,BEL,"FW,MF",25.0,Charleroi,Pro League,7.4,13.0,9,5.0,8.0,0.0,9.0,11.0,81.8,2.0,16.0,0.0,16.0,5,18.0,0.0,0.0
Jérémy Pétris,FRA,DF,25.0,Charleroi,Pro League,7.0,16.0,12,10.0,5.0,1.0,8.0,10.0,80.0,2.0,5.0,1.0,4.0,3,19.0,17.0,0.0
Youssuf Sylla,BEL,FW,20.0,Charleroi,Pro League,6.9,3.0,3,0.0,1.0,2.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,1,4.0,3.0,0.0
Mehdi Boukamir,MAR,DF,19.0,Charleroi,Pro League,5.2,11.0,7,7.0,4.0,0.0,4.0,8.0,50.0,4.0,5.0,2.0,3.0,10,21.0,21.0,1.0
Nikola Štulić,SRB,"FW,MF",21.0,Charleroi,Pro League,4.9,5.0,3,0.0,2.0,3.0,3.0,5.0,60.0,2.0,4.0,1.0,3.0,4,9.0,6.0,0.0
Pierre Patron,FRA,GK,25.0,Charleroi,Pro League,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Etienne Camara,FRA,MF,20.0,Charleroi,Pro League,3.8,14.0,5,2.0,10.0,2.0,9.0,14.0,64.3,5.0,4.0,0.0,4.0,4,18.0,6.0,0.0
Achraf Dari,MAR,DF,24.0,Charleroi,Pro League,3.5,5.0,4,5.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,2.0,2.0,6,11.0,19.0,0.0
Nadhir Benbouali,ALG,"FW,MF",23.0,Charleroi,Pro League,3.7,5.0,4,0.0,4.0,1.0,1.0,3.0,33.3,2.0,7.0,1.0,6.0,0,5.0,2.0,0.0
Ken Nkuba,BEL,"MF,DF",21.0,Charleroi,Pro League,1.7,10.0,6,6.0,4.0,0.0,5.0,9.0,55.6,4.0,1.0,0.0,1.0,3,13.0,4.0,0.0
Roméo Monticelli,BEL,DF,17.0,Charleroi,Pro League,1.3,3.0,1,2.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,2,5.0,1.0,0.0
Adrien Trebel,FRA,"MF,DF",32.0,Charleroi,Pro League,1.2,5.0,3,2.0,3.0,0.0,3.0,4.0,75.0,1.0,1.0,1.0,0.0,1,6.0,0.0,0.0
Mitchy Ntelo,BEL,"FW,DF",22.0,Charleroi,Pro League,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2.0,1.0,0.0
Martin Delavallée,BEL,GK,19.0,Charleroi,Pro League,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
João Pedro Silva,POR,DF,24.0,Kortrijk,Pro League,28.5,41.0,22,32.0,7.0,2.0,17.0,25.0,68.0,8.0,45.0,32.0,13.0,31,72.0,205.0,2.0
Abdelkahar Kadri,ALG,"MF,FW",23.0,Kortrijk,Pro League,25.4,65.0,30,33.0,26.0,6.0,20.0,63.0,31.7,43.0,52.0,0.0,52.0,27,92.0,24.0,1.0
Nayel Mehssatou,CHI,"DF,MF",21.0,Kortrijk,Pro League,21.4,43.0,24,24.0,15.0,4.0,22.0,40.0,55.0,18.0,28.0,8.0,20.0,21,64.0,24.0,2.0
Abdoulaye Sissako,FRA,MF,25.0,Kortrijk,Pro League,21.0,49.0,29,22.0,23.0,4.0,18.0,36.0,50.0,18.0,31.0,6.0,25.0,28,77.0,47.0,0.0
Dion De Neve,BEL,"DF,MF",21.0,Kortrijk,Pro League,21.4,60.0,42,42.0,15.0,3.0,23.0,52.0,44.2,29.0,32.0,1.0,31.0,21,81.0,57.0,0.0
Tom Vandenberghe,BEL,GK,30.0,Kortrijk,Pro League,21.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,9.0,2.0
Isaak Davies,WAL,FW,21.0,Kortrijk,Pro League,19.2,14.0,8,2.0,6.0,6.0,6.0,12.0,50.0,6.0,17.0,1.0,16.0,3,17.0,4.0,0.0
Mark Mampasi,UKR,DF,20.0,Kortrijk,Pro League,18.9,25.0,17,18.0,6.0,1.0,11.0,18.0,61.1,7.0,39.0,26.0,13.0,33,58.0,114.0,0.0
Felipe Avenatti,URU,"FW,MF",30.0,Kortrijk,Pro League,17.4,16.0,11,2.0,10.0,4.0,7.0,19.0,36.8,12.0,10.0,2.0,8.0,6,22.0,25.0,0.0
Sheyi Ojo,ENG,"DF,FW",26.0,Kortrijk,Pro League,17.1,23.0,18,14.0,9.0,0.0,13.0,23.0,56.5,10.0,9.0,2.0,7.0,12,35.0,24.0,0.0
Marco Kana,BEL,"MF,DF",20.0,Kortrijk,Pro League,14.5,36.0,21,22.0,12.0,2.0,18.0,31.0,58.1,13.0,21.0,11.0,10.0,30,66.0,45.0,0.0
Massimo Bruno,BEL,"MF,FW",29.0,Kortrijk,Pro League,12.6,16.0,12,8.0,7.0,1.0,9.0,26.0,34.6,17.0,10.0,2.0,8.0,7,23.0,10.0,0.0
Aleksandar Radovanović,SRB,DF,29.0,Kortrijk,Pro League,10.9,23.0,16,19.0,4.0,0.0,17.0,21.0,81.0,4.0,21.0,11.0,10.0,20,43.0,63.0,1.0
Lucas Pirard,BEL,GK,28.0,Kortrijk,Pro League,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,10.0,3.0
Ryotaro Tsunoda,JPN,DF,24.0,Kortrijk,Pro League,8.8,16.0,9,10.0,4.0,2.0,7.0,9.0,77.8,2.0,13.0,6.0,7.0,17,33.0,46.0,0.0
Mounaim El Idrissy,FRA,"FW,MF",24.0,Kortrijk,Pro League,8.1,16.0,7,13.0,2.0,1.0,9.0,14.0,64.3,5.0,5.0,0.0,5.0,7,23.0,9.0,0.0
Kristiyan Malinov,BUL,MF,29.0,Kortrijk,Pro League,9.7,27.0,11,19.0,8.0,0.0,18.0,37.0,48.6,19.0,17.0,5.0,12.0,18,45.0,27.0,0.0
Martin Wasinski,BEL,DF,19.0,Kortrijk,Pro League,6.3,16.0,11,8.0,8.0,0.0,10.0,13.0,76.9,3.0,5.0,3.0,2.0,9,25.0,16.0,0.0
Haruya Fujii,JPN,DF,22.0,Kortrijk,Pro League,5.0,9.0,8,8.0,1.0,0.0,8.0,12.0,66.7,4.0,6.0,6.0,0.0,8,17.0,28.0,1.0
Dylan Mbayo,BEL,"FW,MF",21.0,Kortrijk,Pro League,5.0,9.0,5,5.0,4.0,0.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,2,11.0,0.0,0.0
Lynnt Audoor,BEL,MF,19.0,Kortrijk,Pro League,4.5,12.0,3,7.0,4.0,1.0,8.0,13.0,61.5,5.0,8.0,1.0,7.0,10,22.0,11.0,0.0
Jonathan Afolabi,IRL,FW,23.0,Kortrijk,Pro League,4.4,2.0,1,1.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,2.0,1.0,0.0
David Henen,TOG,"MF,DF",27.0,Kortrijk,Pro League,2.9,5.0,3,2.0,3.0,0.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,1,6.0,2.0,0.0
Ryan Alebiosu,ENG,"DF,MF",21.0,Kortrijk,Pro League,3.9,5.0,2,4.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,2,7.0,10.0,0.0
Alex Mighten,ENG,MF,21.0,Kortrijk,Pro League,2.7,2.0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,4.0,1.0,0.0
Lars Montegnies,BEL,MF,17.0,Kortrijk,Pro League,1.9,7.0,4,4.0,3.0,0.0,3.0,8.0,37.5,5.0,2.0,1.0,1.0,5,12.0,4.0,0.0
Iver Fossum,NOR,"MF,FW",27.0,Kortrijk,Pro League,1.9,5.0,2,2.0,3.0,0.0,3.0,8.0,37.5,5.0,5.0,0.0,5.0,2,7.0,5.0,0.0
Raul Oprut,ROU,DF,25.0,Kortrijk,Pro League,1.4,5.0,4,4.0,0.0,1.0,2.0,3.0,66.7,1.0,4.0,0.0,4.0,0,5.0,3.0,0.0
Kings Kangwa,ZAM,MF,24.0,Kortrijk,Pro League,1.8,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1,3.0,3.0,0.0
Christalino Atemona,GER,DF,21.0,Kortrijk,Pro League,1.1,2.0,0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2,4.0,7.0,0.0
Thierry Ambrose,GLP,FW,26.0,Kortrijk,Pro League,0.6,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,1.0,0.0
Djiby Seck,SEN,"FW,MF",19.0,Kortrijk,Pro League,0.6,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,0,0.0,0.0,0.0
Youssef Challouk,BEL,"MF,FW",27.0,Kortrijk,Pro League,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0
Billel Messaoudi,ALG,"DF,MF",25.0,Kortrijk,Pro League,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
Massimo Decoene,BEL,FW,19.0,Kortrijk,Pro League,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0
Pape Habib Guèye,SEN,FW,23.0,Kortrijk,Pro League,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Théo Defourny,BEL,GK,31.0,RWD Molenbeek,Pro League,29.8,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,15.0,1.0
Pierre Dwomoh,BEL,MF,19.0,RWD Molenbeek,Pro League,25.3,50.0,36,20.0,26.0,4.0,29.0,58.0,50.0,29.0,51.0,5.0,46.0,29,79.0,35.0,1.0
Makhtar Gueye,SEN,FW,25.0,RWD Molenbeek,Pro League,24.2,21.0,10,7.0,9.0,5.0,9.0,22.0,40.9,13.0,7.0,2.0,5.0,6,27.0,24.0,0.0
Abner,BRA,"DF,MF",27.0,RWD Molenbeek,Pro League,20.6,23.0,13,11.0,7.0,5.0,14.0,24.0,58.3,10.0,15.0,1.0,14.0,25,48.0,57.0,1.0
Jeff Reine-Adélaïde,FRA,MF,25.0,RWD Molenbeek,Pro League,15.2,15.0,12,8.0,6.0,1.0,7.0,22.0,31.8,15.0,15.0,2.0,13.0,9,24.0,15.0,1.0
Ilay Camara,BEL,"DF,MF",20.0,RWD Molenbeek,Pro League,17.8,32.0,25,17.0,11.0,4.0,18.0,28.0,64.3,10.0,23.0,7.0,16.0,21,53.0,35.0,0.0
Mickaël Biron,MTQ,"FW,MF",25.0,RWD Molenbeek,Pro League,16.1,29.0,17,15.0,12.0,2.0,6.0,18.0,33.3,12.0,8.0,0.0,8.0,7,36.0,7.0,0.0
Xavier Mercier,FRA,"MF,FW",34.0,RWD Molenbeek,Pro League,14.6,8.0,4,2.0,5.0,1.0,2.0,10.0,20.0,8.0,7.0,0.0,7.0,2,10.0,4.0,0.0
Shuto Abe,JPN,MF,25.0,RWD Molenbeek,Pro League,16.4,47.0,32,23.0,17.0,7.0,18.0,46.0,39.1,28.0,21.0,6.0,15.0,13,60.0,37.0,0.0
Willian Klaus,BRA,DF,29.0,RWD Molenbeek,Pro League,13.8,19.0,10,13.0,6.0,0.0,9.0,19.0,47.4,10.0,28.0,18.0,10.0,21,40.0,115.0,0.0
Marsoni Sambu,BEL,DF,27.0,RWD Molenbeek,Pro League,11.7,32.0,16,21.0,10.0,1.0,14.0,21.0,66.7,7.0,17.0,3.0,14.0,16,48.0,45.0,1.0
Luis Segovia,ECU,DF,25.0,RWD Molenbeek,Pro League,11.3,20.0,12,16.0,3.0,1.0,10.0,16.0,62.5,6.0,11.0,6.0,5.0,13,33.0,74.0,1.0
Moussa Sissako,MLI,DF,22.0,RWD Molenbeek,Pro League,11.0,25.0,18,19.0,6.0,0.0,11.0,18.0,61.1,7.0,21.0,13.0,8.0,27,52.0,75.0,2.0
Jonathan Heris,BEL,DF,32.0,RWD Molenbeek,Pro League,9.7,18.0,13,12.0,3.0,3.0,12.0,30.0,40.0,18.0,19.0,10.0,9.0,19,37.0,54.0,0.0
Florian Le Joncour,FRA,DF,28.0,RWD Molenbeek,Pro League,9.7,10.0,5,6.0,4.0,0.0,4.0,4.0,100.0,0.0,21.0,14.0,7.0,14,24.0,56.0,0.0
Carlos Alberto,BRA,"FW,MF",21.0,RWD Molenbeek,Pro League,7.3,11.0,8,6.0,3.0,2.0,4.0,11.0,36.4,7.0,12.0,0.0,12.0,9,20.0,8.0,0.0
David Sousa,BRA,DF,22.0,RWD Molenbeek,Pro League,7.5,12.0,5,7.0,5.0,0.0,5.0,8.0,62.5,3.0,14.0,8.0,6.0,26,38.0,51.0,0.0
Tayo Adaramola,IRL,DF,19.0,RWD Molenbeek,Pro League,6.4,21.0,14,13.0,8.0,0.0,12.0,17.0,70.6,5.0,7.0,1.0,6.0,7,28.0,19.0,1.0
Pathé Mboup,SEN,"MF,FW",19.0,RWD Molenbeek,Pro League,8.5,26.0,13,9.0,14.0,3.0,9.0,21.0,42.9,12.0,9.0,1.0,8.0,4,30.0,5.0,0.0
Youssouf Koné,MLI,DF,28.0,RWD Molenbeek,Pro League,6.2,12.0,7,12.0,0.0,0.0,4.0,10.0,40.0,6.0,7.0,3.0,4.0,8,20.0,25.0,0.0
Mamadou Sarr,FRA,"MF,DF",17.0,RWD Molenbeek,Pro League,6.0,17.0,13,13.0,2.0,2.0,9.0,14.0,64.3,5.0,7.0,4.0,3.0,5,22.0,19.0,0.0
Florent da Silva,FRA,MF,20.0,RWD Molenbeek,Pro League,5.6,7.0,6,1.0,5.0,1.0,3.0,6.0,50.0,3.0,8.0,0.0,8.0,6,13.0,6.0,0.0
Alexis De Sart,BEL,MF,26.0,RWD Molenbeek,Pro League,5.4,15.0,9,9.0,5.0,1.0,7.0,21.0,33.3,14.0,14.0,4.0,10.0,4,19.0,11.0,0.0
Zakaria El Ouahdi,MAR,DF,21.0,RWD Molenbeek,Pro League,4.8,17.0,12,12.0,3.0,2.0,9.0,16.0,56.3,7.0,7.0,1.0,6.0,5,22.0,8.0,0.0
Philipe Sampaio,BRA,DF,28.0,RWD Molenbeek,Pro League,4.5,5.0,3,3.0,2.0,0.0,4.0,4.0,100.0,0.0,9.0,7.0,2.0,4,9.0,16.0,0.0
Christ Makosso,CGO,DF,19.0,RWD Molenbeek,Pro League,4.0,10.0,7,8.0,2.0,0.0,4.0,6.0,66.7,2.0,11.0,4.0,7.0,5,15.0,26.0,0.0
Niklo Dailly,BEL,"MF,DF",21.0,RWD Molenbeek,Pro League,3.6,5.0,5,4.0,1.0,0.0,4.0,9.0,44.4,5.0,2.0,0.0,2.0,1,6.0,9.0,0.0
Rikelmi,BRA,"MF,FW",21.0,RWD Molenbeek,Pro League,3.0,4.0,3,0.0,1.0,3.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,1,5.0,0.0,0.0
Djovkar Doudaev,BEL,DF,19.0,RWD Molenbeek,Pro League,2.3,5.0,2,4.0,1.0,0.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,5,10.0,3.0,0.0
Malcolm Ebiowei,ENG,"FW,MF",19.0,RWD Molenbeek,Pro League,1.6,3.0,3,0.0,3.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2,5.0,1.0,0.0
Théo Gécé,BEL,MF,22.0,RWD Molenbeek,Pro League,1.4,5.0,4,3.0,1.0,1.0,4.0,5.0,80.0,1.0,4.0,0.0,4.0,2,7.0,3.0,0.0
Sada Diallo,BEL,"MF,DF",21.0,RWD Molenbeek,Pro League,1.0,1.0,1,1.0,0.0,0.0,1.0,6.0,16.7,5.0,3.0,1.0,2.0,1,2.0,5.0,0.0
Frederic Soelle Soelle,BEL,"FW,MF",17.0,RWD Molenbeek,Pro League,0.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0
Del Piage,BRA,MF,23.0,RWD Molenbeek,Pro League,0.7,4.0,3,2.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,0,4.0,1.0,0.0
Matias Segovia,PAR,"FW,MF",20.0,RWD Molenbeek,Pro League,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0
Matteo Vandendaele,BEL,DF,18.0,RWD Molenbeek,Pro League,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Guillaume Hubert,BEL,GK,29.0,RWD Molenbeek,Pro League,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Fabio Ferraro,BEL,MF,20.0,RWD Molenbeek,Pro League,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Victor Pálsson,ISL,DF,32.0,Eupen,Pro League,30.0,28.0,19,22.0,6.0,0.0,14.0,27.0,51.9,13.0,41.0,32.0,9.0,33,61.0,168.0,0.0
