player,nationality,position,age,club,league,minutes_90s,GA,PK_scored,FK_scored,CK_scored,OG,psxg,psxg_per_sot,psxg_net,psxg_net90,launched_c,launched,launched_pct,passes,throws,launch_pct,avg_len,gk,gk_launched,gk_avg_len,crosses,crosses_stopped,crosses_stopped_pct,OPA,OPA_per90,avg_dist
Emiliano Martínez,ARG,GK,30,Aston Villa,Premier League,33.5,48,1,0,10,4,50.8,0.37,6.8,0.2,121,332,36.4,1270,157,21.0,27.7,159,40.9,36.1,373,45,12.1,69,2.06,17.5
Robin Olsen,SWE,GK,33,Aston Villa,Premier League,4.5,13,0,1,0,0,11.1,0.3,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,27,44.4,35.9,46,6,13.0,1,0.22,8.4
Guglielmo Vicario,ITA,GK,26,Tottenham,Premier League,38.0,61,7,1,8,3,60.0,0.32,2.0,0.05,53,225,23.6,1363,193,14.3,24.0,201,14.9,22.2,511,33,6.5,81,2.13,17.1
Dorđe Petrović,SRB,GK,23,Chelsea,Premier League,22.1,38,1,0,5,3,28.3,0.26,-6.7,-0.3,67,214,31.3,655,97,22.1,27.8,149,46.3,37.8,312,20,6.4,20,0.91,12.7
Robert Sánchez,ESP,GK,25,Chelsea,Premier League,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,91,40.7,33.7,202,19,9.4,27,1.7,15.8
Martin Dúbravka,SVK,GK,34,Newcastle Utd,Premier League,22.1,42,4,0,5,0,42.5,0.29,0.5,0.02,56,165,33.9,480,143,15.6,25.4,169,53.3,39.1,296,20,6.8,22,1.0,12.9
Nick Pope,ENG,GK,31,Newcastle Utd,Premier League,14.9,16,0,1,2,0,16.8,0.3,0.8,0.05,41,118,34.7,304,88,21.1,28.6,95,56.8,43.8,143,9,6.3,28,1.87,19.0
Loris Karius,GER,GK,30,Newcastle Utd,Premier League,1.0,4,0,0,1,1,2.0,0.29,-1.0,-0.99,3,18,16.7,27,5,48.1,36.3,9,55.6,41.8,10,1,10.0,3,3.0,19.5
André Onana,CMR,GK,27,Manchester Utd,Premier League,38.0,58,7,1,11,1,59.2,0.27,2.2,0.06,149,513,29.0,1351,140,31.0,31.2,162,58.0,44.6,601,40,6.7,37,0.97,13.1
Alphonse Areola,FRA,GK,30,West Ham,Premier League,30.0,53,5,0,3,3,52.1,0.24,2.1,0.07,160,430,37.2,643,144,43.9,36.8,219,67.6,47.3,468,27,5.8,7,0.23,8.9
Lukasz Fabiański,POL,GK,38,West Ham,Premier League,8.0,21,3,0,3,1,19.8,0.33,-0.2,-0.02,50,123,40.7,182,44,50.0,39.0,56,57.1,45.1,114,8,7.0,1,0.12,7.6
Sam Johnstone,ENG,GK,30,Crystal Palace,Premier League,20.0,27,2,0,4,1,20.0,0.27,-6.0,-0.3,117,355,33.0,453,63,55.0,41.2,141,75.2,52.8,339,24,7.1,12,0.6,11.2
