player,nationality,position,age,club,league,minutes_90s,p_tackled,tklw,def_3rd,mid_3rd,att_3rd,d_tackled,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,intr,tkl_intr,clr,err
Shaquell Moore,USA,DF,26,Nashville,MLS,30.8,80,50,53,21,6,42,60,70.0,18,33,11,22,25,105,59,0
Shaun Hutchinson,ENG,DF,32,Millwall,EFL,8.5,20,8,15,4,1,7,13,53.8,6,12,9,3,19,39,25,0
Shea Charles,NIR,"MF,DF",19,Southampton,EFL,16.0,34,18,18,10,6,18,36,50.0,18,23,6,17,22,56,25,2
Shinta Appelkamp,GER,"MF,FW",22,Düsseldorf,2. Bundesliga,18.9,18,12,6,10,2,10,15,66.7,5,16,1,15,9,27,17,0
Shuto Machino,JPN,FW,23,Holstein Kiel,2. Bundesliga,22.9,16,12,7,5,4,11,24,45.8,13,15,3,12,5,21,17,0
Siaka Bakayoko,CIV,DF,18,Amiens,Ligue 2,1.0,2,2,2,0,0,2,3,66.7,1,1,1,0,1,3,5,0
Sidi Sané,GER,"FW,MF",20,Braunschweig,2. Bundesliga,3.6,1,1,1,0,0,1,2,50.0,1,6,0,6,1,2,5,0
Sidiki Cherif,FRA,"FW,MF",16,Angers,Ligue 2,1.0,6,4,2,1,3,4,7,57.1,3,2,0,2,1,7,0,0
Sidnei Tavares,POR,MF,21,Rapids,MLS,3.3,2,0,1,0,1,1,5,20.0,4,2,0,2,1,3,0,0
Sigurd Rosted,NOR,DF,28,Toronto FC,MLS,18.3,23,11,12,10,1,14,21,66.7,7,21,14,7,30,53,74,1
Silas Gnaka,CIV,"MF,DF",24,Magdeburg,2. Bundesliga,26.7,33,22,16,14,3,14,45,31.1,31,41,11,30,22,55,42,2
Silvio Merkaj,ALB,"FW,MF",25,Südtirol,Serie B,15.6,20,12,4,8,8,8,22,36.4,14,10,1,9,6,26,11,0
Simon Asta,GER,DF,22,Greuther Fürth,2. Bundesliga,29.4,29,18,14,13,2,16,35,45.7,19,56,15,41,22,51,64,0
Simon Becher,USA,"FW,MF",23,Vancouver W'caps,MLS,6.8,3,3,0,0,3,0,3,0.0,3,3,0,3,0,3,8,0
Simon Elisor,FRA,FW,24,Troyes,Ligue 2,15.2,10,7,2,5,3,2,9,22.2,7,4,0,4,1,11,16,0
Simon Graves Jensen,DEN,DF,24,Palermo,Serie B,8.9,16,12,8,6,2,11,14,78.6,3,7,4,3,9,25,27,0
Simon Rhein,GER,MF,25,Hansa Rostock,2. Bundesliga,10.0,7,3,1,6,0,4,9,44.4,5,4,1,3,8,15,13,0
Simon Sohm,SUI,MF,22,Parma,Serie B,17.8,18,8,3,8,7,8,15,53.3,7,10,4,6,5,23,9,1
Simon Terodde,GER,FW,35,Schalke 04,2. Bundesliga,22.1,15,9,5,8,2,3,6,50.0,3,11,6,5,3,18,30,0
Simon Zoller,GER,"MF,FW",32,St. Pauli,2. Bundesliga,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Simone Bastoni,ITA,DF,26,Spezia,Serie B,1.2,7,1,6,1,0,2,2,100.0,0,1,0,1,1,8,0,0
Simone Branca,ITA,MF,31,Cittadella,Serie B,28.5,114,71,52,49,13,55,110,50.0,55,43,13,30,46,160,39,0
Simone Canestrelli,ITA,DF,22,Pisa,Serie B,34.9,48,29,27,21,0,22,31,71.0,9,38,28,10,59,107,132,0
Simone D'Uffizi,ITA,"MF,FW",18,Ascoli,Serie B,7.3,8,5,3,3,2,3,6,50.0,3,11,0,11,4,12,4,0
Simone Davì,ITA,DF,23,Südtirol,Serie B,29.2,41,28,26,9,6,17,25,68.0,8,34,7,27,29,70,68,1
Simone Giordano,ITA,"DF,MF",21,Sampdoria,Serie B,21.3,18,9,7,8,3,12,22,54.5,10,33,5,28,12,30,38,0
Simone Mazzocchi,ITA,"FW,MF",24,Cosenza,Serie B,26.5,17,14,8,7,2,8,28,28.6,20,21,7,14,7,24,34,0
Simone Panada,ITA,"MF,FW",21,Sampdoria,Serie B,0.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,1,0
Simone Pontisso,ITA,MF,26,Catanzaro,Serie B,10.7,24,11,15,9,0,5,14,35.7,9,10,5,5,8,32,14,0
Simone Santoro,ITA,"MF,DF",23,Modena,Serie B,13.1,29,17,16,9,4,11,25,44.0,14,28,10,18,17,46,17,0
Simone Verdi,ITA,"MF,FW",31,Como,Serie B,19.7,27,18,4,16,7,12,27,44.4,15,15,2,13,9,36,3,0
Sinan Bakış,TUR,FW,30,Zaragoza,Segunda Division,12.4,7,4,2,4,1,0,4,0.0,4,6,2,4,1,8,13,0
Sinclair Armstrong,IRL,FW,20,QPR,EFL,19.8,5,4,1,1,3,1,5,20.0,4,11,0,11,3,8,1,0
Siriki Dembélé,CIV,"FW,MF",26,Birmingham City,EFL,22.0,33,20,14,15,4,5,14,35.7,9,19,0,19,28,61,6,0
Siriné Doucouré,MLI,FW,21,Valenciennes,Ligue 2,7.3,8,5,1,4,3,1,1,100.0,0,3,1,2,1,9,10,0
Sirlord Conteh,GER,"FW,MF",27,Paderborn 07,2. Bundesliga,12.4,6,2,2,4,0,1,2,50.0,1,11,3,8,4,10,10,0
Smail Prevljak,BIH,"MF,FW",28,Hertha BSC,2. Bundesliga,8.5,8,4,3,4,1,1,7,14.3,6,7,1,6,3,11,8,0
Soberón,ESP,FW,27,Eldense,Segunda Division,25.8,13,8,1,10,2,3,23,13.0,20,11,0,11,7,20,6,0
Sofiane Alakouch,MAR,DF,25,Paris FC,Ligue 2,10.3,29,20,16,11,2,18,35,51.4,17,7,0,7,15,44,23,0
Sofiane Boudraa,FRA,"FW,MF",20,Valenciennes,Ligue 2,3.0,11,2,2,7,2,7,13,53.8,6,5,0,5,2,13,2,0
Sofiane Djeffal,FRA,MF,23,Austin,MLS,3.5,5,3,2,2,1,2,5,40.0,3,4,1,3,2,7,5,0
Soichiro Kozuki,JPN,"FW,MF",22,Schalke 04,2. Bundesliga,2.0,5,2,0,4,1,0,2,0.0,2,2,0,2,1,6,2,0
Sol Sidibé,FRA,MF,16,Stoke City,EFL,0.3,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0
Sondre Tronstad,NOR,MF,27,Blackburn,EFL,32.6,102,59,36,56,10,52,96,54.2,44,49,16,33,36,138,45,1
Sone Aluko,NGA,FW,34,Ipswich Town,EFL,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Sonny Degert,FRA,"MF,FW",22,Pau FC,Ligue 2,1.2,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Sonny Finch,ENG,FW,17,Middlesbrough,EFL,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Sonny Perkins,ENG,FW,19,Leeds United,EFL,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Sorba Thomas,WAL,"FW,MF",23,Huddersfield,EFL,38.1,19,13,7,10,2,8,23,34.8,15,24,2,22,11,30,27,0
Sota Kitahara,USA,DF,20,Seattle,MLS,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Souleymane Basse,SEN,"DF,FW",19,Valenciennes,Ligue 2,20.0,48,33,37,11,0,24,41,58.5,17,25,1,24,40,88,43,1
Spencer Richey,USA,GK,30,Fire,MLS,4.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1
Stanko Jurić,CRO,MF,27,Valladolid,Segunda Division,25.8,90,56,30,48,12,54,102,52.9,48,46,12,34,37,127,52,0
Steeve Beusnard,FRA,MF,31,Pau FC,Ligue 2,25.3,51,29,22,21,8,25,42,59.5,17,34,9,25,29,80,15,2
Stefan Cleveland,USA,GK,28,Seattle,MLS,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Stefan Frei,SUI,GK,36,Seattle,MLS,32.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,2
Stefan Lekovic,SRB,DF,20,Villarreal B,Segunda Division,27.1,27,14,19,8,0,16,35,45.7,19,26,15,11,26,53,121,0
Stefan Medina,COL,DF,31,Monterrey,Liga MX,16.5,44,27,27,15,2,24,37,64.9,13,18,10,8,24,68,50,0
Stefan Simić,CZE,DF,29,Eibar,Segunda Division,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Stefano Girelli,ITA,"MF,FW",22,Sampdoria,Serie B,4.5,7,6,4,0,3,3,4,75.0,1,5,0,5,5,12,3,0
Stefano Marino,GER,"FW,DF",19,Karlsruher,2. Bundesliga,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
Stefano Moreo,ITA,"FW,MF",30,Pisa,Serie B,22.4,16,10,5,11,0,5,17,29.4,12,25,6,19,9,25,39,0
Stefano Negro,ITA,DF,28,Cittadella,Serie B,16.7,28,18,20,7,1,12,22,54.5,10,16,11,5,32,60,79,1
Stefano Pettinari,ITA,FW,31,Reggiana,Serie B,9.0,2,2,0,2,0,0,6,0.0,6,7,1,6,1,3,4,0
Stefano Scognamillo,ITA,DF,29,Catanzaro,Serie B,33.5,47,29,33,12,2,27,42,64.3,15,36,23,13,40,87,106,1
Stephan Ambrosius,GHA,DF,24,Hamburger SV,2. Bundesliga,13.4,32,17,20,12,0,18,32,56.3,14,32,10,22,25,57,57,0
Stephano Carrillo,MEX,FW,17,Santos,Liga MX,3.9,3,1,1,2,0,1,5,20.0,4,1,1,0,0,3,4,0
Stephen Afrifa,CAN,FW,21,Sporting KC,MLS,0.6,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,1,0
Stephen Duke-McKenna,GUY,"MF,FW",22,QPR,EFL,1.6,3,1,0,3,0,2,4,50.0,2,4,1,3,5,8,2,0
Stephen Quemper,FRA,DF,30,Ajaccio,Ligue 2,21.0,51,32,31,19,1,21,38,55.3,17,19,2,17,33,84,30,1
Stephen Turnbull,USA,"DF,MF",24,NYCFC,MLS,5.4,11,7,7,4,0,9,16,56.3,7,9,3,6,4,15,10,0
Stephy Mavididi,ENG,FW,25,Leicester City,EFL,39.9,70,50,36,25,9,35,79,44.3,44,46,0,46,19,89,11,0
Steve Birnbaum,USA,DF,32,D.C. United,MLS,17.9,16,9,10,4,2,7,11,63.6,4,15,9,6,23,39,75,0
Steve Clark,USA,GK,36,Dynamo FC,MLS,33.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,0
Steve Cook,ENG,DF,32,QPR,EFL,34.1,30,21,23,5,2,17,24,70.8,7,40,26,14,41,71,194,1
Steve Shamal,FRA,"FW,MF",27,Annecy,Ligue 2,6.5,7,4,3,4,0,3,13,23.1,10,7,0,7,5,12,5,0
Steven Beitashour,IRN,DF,35,Rapids,MLS,6.7,6,4,4,2,0,5,10,50.0,5,3,2,1,2,8,18,0
Steven Fortes,CPV,DF,31,Quevilly-Rouen,Ligue 2,8.3,14,6,5,9,0,4,9,44.4,5,13,9,4,8,22,37,1
Steven Moreira,CPV,DF,28,Crew,MLS,32.5,39,20,26,13,0,21,37,56.8,16,36,13,23,21,60,58,2
Steven Skrzybski,GER,"MF,FW",30,Holstein Kiel,2. Bundesliga,19.1,24,17,13,9,2,8,22,36.4,14,18,1,17,12,36,12,0
Steven van der Sloot,NED,DF,21,Schalke 04,2. Bundesliga,3.7,8,4,5,2,1,4,9,44.4,5,6,3,3,2,10,7,0
Stian Rode Gregersen,NOR,DF,28,Bordeaux,Ligue 2,10.9,18,11,9,9,0,6,7,85.7,1,7,4,3,19,37,21,0
Stipe Biuk,CRO,"FW,MF",21,Valladolid,Segunda Division,5.0,7,7,1,5,1,5,12,41.7,7,3,0,3,1,8,0,0
Stipe Biuk,CRO,FW,20,LAFC,MLS,14.9,13,8,7,3,3,6,27,22.2,21,14,1,13,8,21,9,0
Stiven Jimenez,USA,FW,15,FC Cincinnati,MLS,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Stiven Plaza,ECU,"FW,MF",24,Mazatlán,Liga MX,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Stoichkov,ESP,FW,30,Eibar,Segunda Division,34.1,25,15,8,9,8,14,47,29.8,33,33,5,28,16,41,24,0
Stone Mambo,FRA,DF,24,Rodez Aveyron,Ligue 2,7.9,30,21,18,11,1,15,24,62.5,9,12,5,7,14,44,27,1
Stuart Armstrong,SCO,MF,31,Southampton,EFL,31.4,34,21,12,16,6,15,44,34.1,29,22,1,21,11,45,24,0
Stéphane Diarra,FRA,"FW,MF",24,Saint-Étienne,Ligue 2,6.5,10,7,3,4,3,3,13,23.1,10,5,0,5,7,17,3,0
Sunusi Ibrahim,NGA,"FW,MF",20,CF Montréal,MLS,13.0,7,2,1,5,1,1,4,25.0,3,3,0,3,2,9,1,0
Svante Ingelsson,SWE,"MF,FW",25,Hansa Rostock,2. Bundesliga,25.8,32,21,11,17,4,10,26,38.5,16,22,8,14,10,42,24,0
Sveinn Guðjohnsen,ISL,"FW,MF",25,Hansa Rostock,2. Bundesliga,2.0,0,0,0,0,0,0,0,0.0,0,3,0,3,0,0,2,0
Syam Ben Youssef,TUN,DF,34,Caen,Ligue 2,3.0,4,2,3,1,0,3,5,60.0,2,1,0,1,4,8,9,0
Sydney Osazuwa,ESP,"DF,MF",17,Leganés,Segunda Division,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Sydney van Hooijdonk,NED,"FW,MF",23,Norwich City,EFL,1.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Szymon Żurkowski,POL,MF,25,Spezia,Serie B,7.1,22,14,7,12,3,10,15,66.7,5,9,0,9,8,30,8,0
Sébastien Cibois,FRA,GK,25,Rodez Aveyron,Ligue 2,12.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,1
Sébastien Corchia,FRA,DF,32,Amiens,Ligue 2,23.9,44,29,26,13,5,27,47,57.4,20,31,3,28,30,74,59,0
Séga Coulibaly,FRA,DF,26,LA Galaxy,MLS,1.0,3,2,2,1,0,2,4,50.0,2,0,0,0,0,3,2,0
Tachi,ESP,"MF,DF",26,CD Mirandés,Segunda Division,22.8,57,33,28,22,7,40,72,55.6,32,25,14,11,35,92,55,1
Tahiel Jiménez,MEX,"FW,DF",17,Santos,Liga MX,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Takashi Uchino,JPN,DF,22,Düsseldorf,2. Bundesliga,4.3,10,8,9,0,1,5,7,71.4,2,1,1,0,6,16,10,0
Talles Magno,BRA,FW,20,NYCFC,MLS,21.2,30,16,8,15,7,14,22,63.6,8,16,0,16,5,35,8,0
Tanguy Lienard,FRA,DF,18,Valenciennes,Ligue 2,1.9,3,3,3,0,0,2,5,40.0,3,2,0,2,3,6,7,0
Tanguy Zoukrou,FRA,DF,20,Troyes,Ligue 2,27.0,22,13,18,4,0,11,17,64.7,6,31,20,11,22,44,99,1
Tani Oluwaseyi,CAN,FW,22,Minnesota Utd,MLS,0.1,2,1,1,1,0,0,0,0.0,0,0,0,0,0,2,1,0
Tanner Beason,USA,DF,25,SJ Earthquakes,MLS,15.6,17,10,12,5,0,14,21,66.7,7,21,17,4,24,41,68,1
Tanner Tessmann,USA,MF,21,Venezia,Serie B,34.9,42,26,11,22,9,20,39,51.3,19,38,20,18,33,75,63,0
Tate Schmitt,USA,DF,25,Dynamo FC,MLS,4.4,4,2,2,1,1,1,2,50.0,1,4,0,4,4,8,4,0
Tatsuhiro Sakamoto,JPN,"MF,FW",26,Coventry City,EFL,20.5,37,19,20,9,8,19,36,52.8,17,27,1,26,16,53,17,0
Tatsuya Ito,JPN,"FW,MF",26,Magdeburg,2. Bundesliga,9.7,6,4,2,2,2,4,6,66.7,2,5,0,5,1,7,7,0
Taxiarchis Fountas,GRE,"FW,MF",27,D.C. United,MLS,12.2,15,7,3,9,3,6,22,27.3,16,16,1,15,5,20,1,0
Taylan Bulut,GER,DF,17,Schalke 04,2. Bundesliga,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
Taylan Duman,GER,MF,26,Nürnberg,2. Bundesliga,8.5,8,5,4,2,2,5,18,27.8,13,16,1,15,8,16,7,0
Taylor Gardner-Hickman,ENG,"MF,DF",21,Bristol City,EFL,24.5,55,30,26,24,5,35,66,53.0,31,23,7,16,29,84,33,0
Taylor Gardner-Hickman,ENG,MF,21,West Brom,EFL,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Taylor Harwood-Bellis,ENG,DF,21,Southampton,EFL,38.9,31,13,20,8,3,19,26,73.1,7,47,35,12,47,78,134,3
Taylor Luvambo,COD,"MF,FW",24,Guingamp,Ligue 2,2.8,5,5,1,2,2,2,5,40.0,3,7,0,7,0,5,4,0
Taylor Moore,ENG,DF,26,Valenciennes,Ligue 2,15.2,22,13,11,11,0,11,15,73.3,4,18,6,12,21,43,54,0
Taylor Richards,ENG,"MF,FW",22,QPR,EFL,0.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Taylor Washington,USA,"DF,MF",29,Nashville,MLS,5.4,10,5,7,3,0,5,7,71.4,2,5,2,3,10,20,16,0
Tayvon Gray,JAM,DF,20,NYCFC,MLS,22.7,39,21,22,11,6,20,28,71.4,8,24,8,16,27,66,74,0
Taïryk Arconte,FRA,FW,19,Rodez Aveyron,Ligue 2,11.9,8,5,0,5,3,3,15,20.0,12,6,1,5,10,18,0,0
Teal Bunbury,USA,FW,32,Nashville,MLS,18.3,8,8,1,3,4,1,9,11.1,8,9,2,7,7,15,8,0
Teemu Pukki,FIN,FW,32,Minnesota Utd,MLS,11.5,0,0,0,0,0,0,6,0.0,6,4,0,4,1,1,8,0
Teenage Hadebe,ZIM,DF,27,Dynamo FC,MLS,11.5,9,5,7,2,0,4,14,28.6,10,22,19,3,13,22,57,1
Tega Ikoba,USA,FW,19,Portland Timbers,MLS,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Terrence Boyd,USA,FW,32,Kaiserslautern,2. Bundesliga,8.0,8,8,1,5,2,2,5,40.0,3,6,2,4,2,10,10,0
Tete Morente,ESP,"MF,DF",27,Elche,Segunda Division,36.0,56,33,20,25,11,33,67,49.3,34,42,5,37,37,93,56,1
Teto,ESP,"MF,FW",22,Tenerife,Segunda Division,13.6,35,24,13,18,4,19,41,46.3,22,17,0,17,8,43,4,0
Thanasis Androutsos,GRE,"DF,MF",26,Osnabrück,2. Bundesliga,8.0,12,10,7,5,0,6,15,40.0,9,4,0,4,8,20,18,0
Themi Antonoglou,CAN,"DF,MF",21,Toronto FC,MLS,5.3,10,5,2,6,2,6,15,40.0,9,7,1,6,5,15,9,0
Theo Mawene,ENG,FW,16,Preston,EFL,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Theo Valls,FRA,MF,27,Grenoble,Ligue 2,22.1,32,17,9,19,4,14,39,35.9,25,13,2,11,20,52,15,1
Theodore Ku-Dipietro,USA,"FW,MF",21,D.C. United,MLS,13.0,21,12,10,7,4,5,19,26.3,14,6,0,6,6,27,2,0
Therence Koudou,FRA,DF,18,Pau FC,Ligue 2,11.4,14,7,3,8,3,6,15,40.0,9,14,2,12,10,24,41,0
Thiago,BRA,"FW,MF",22,NYCFC,MLS,1.5,4,2,3,1,0,0,1,0.0,1,2,1,1,0,4,1,0
Thiago Almada,ARG,MF,21,Atlanta Utd,MLS,30.3,24,14,5,11,8,9,32,28.1,23,11,1,10,9,33,1,2
Thiago Martins,BRA,DF,27,NYCFC,MLS,24.3,30,20,23,7,0,19,24,79.2,5,21,10,11,12,42,122,1
Thibault Campanini,FRA,DF,25,Ajaccio,Ligue 2,4.0,4,0,1,2,1,2,7,28.6,5,3,0,3,1,5,10,1
Thibault Delphis,FRA,DF,20,Annecy,Ligue 2,10.8,7,3,4,3,0,4,8,50.0,4,18,12,6,10,17,38,1
Thibault Sinquin,FRA,"MF,DF",31,US Concarneau,Ligue 2,6.2,10,8,6,3,1,5,12,41.7,7,4,1,3,8,18,15,0
Thibaut Vargas,FRA,"DF,MF",23,Stade Laval,Ligue 2,33.0,42,27,24,14,4,28,57,49.1,29,43,7,36,17,59,48,3
Thierno Balde,FRA,DF,21,Troyes,Ligue 2,6.7,10,8,7,2,1,6,12,50.0,6,6,2,4,5,15,13,0
Thijmen Goppel,NED,DF,26,Wehen,2. Bundesliga,24.4,46,28,31,11,4,29,68,42.6,39,22,3,19,14,60,30,0
Thomas Battistella,ITA,MF,22,Modena,Serie B,12.6,35,16,15,19,1,11,23,47.8,12,14,1,13,18,53,27,0
Thomas Bloxham,IRL,FW,18,Blackburn,EFL,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Thomas Callens,FRA,GK,24,Annecy,Ligue 2,4.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Thomas Cannon,IRL,FW,20,Leicester City,EFL,4.8,1,0,1,0,0,0,2,0.0,2,2,0,2,1,2,2,1
Thomas Colléaux,FRA,"DF,FW",18,Pau FC,Ligue 2,2.2,10,6,5,4,1,6,9,66.7,3,3,0,3,4,14,1,0
Thomas Dähne,GER,GK,29,Holstein Kiel,2. Bundesliga,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2
Thomas Goiginger,AUT,FW,30,Osnabrück,2. Bundesliga,2.0,6,3,1,4,1,4,7,57.1,3,1,0,1,2,8,2,0
Thomas Hasal,CAN,GK,23,Vancouver W'caps,MLS,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Thomas Mangani,FRA,MF,36,Ajaccio,Ligue 2,32.5,61,31,22,30,9,30,79,38.0,49,27,13,14,57,118,66,0
Thomas McNamara,USA,"MF,FW",31,NE Revolution,MLS,2.1,1,1,0,0,1,1,3,33.3,2,1,1,0,2,3,3,0
Thomas Monconduit,FRA,MF,32,Saint-Étienne,Ligue 2,14.5,42,26,14,23,5,19,37,51.4,18,10,3,7,15,57,21,0
Thomas Ouwejan,NED,"DF,MF",26,Schalke 04,2. Bundesliga,22.8,45,35,29,12,4,22,40,55.0,18,38,6,32,25,70,48,0
Thore Jacobsen,GER,MF,26,Elversberg,2. Bundesliga,18.1,30,18,17,10,3,15,42,35.7,27,19,4,15,30,60,30,2
Théo De Percin,MTQ,GK,22,Auxerre,Ligue 2,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Théo Pellenard,FRA,DF,29,Auxerre,Ligue 2,31.9,55,30,40,14,1,33,50,66.0,17,36,21,15,43,98,104,2
Théo Pionnier,FRA,DF,21,Quevilly-Rouen,Ligue 2,0.8,3,2,2,1,0,2,2,100.0,0,3,1,2,2,5,3,0
Tiago Casasola,ARG,"DF,FW",27,Ternana,Serie B,31.9,52,36,26,16,10,36,85,42.4,49,27,8,19,21,73,65,1
Tiago Geralnik,ARG,"MF,FW",21,Villarreal B,Segunda Division,7.2,11,9,5,6,0,5,11,45.5,6,3,0,3,4,15,5,0
Tiago Volpi,BRA,GK,32,Toluca,Liga MX,34.0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,18,2
Tidiam Gomis,FRA,"MF,FW",16,Caen,Ligue 2,4.7,6,1,2,3,1,4,5,80.0,1,7,1,6,1,7,2,0
Tidiane Keita,GUI,MF,26,Dunkerque,Ligue 2,10.9,26,19,12,11,3,11,30,36.7,19,12,2,10,11,37,7,0
Tidyane Diagouraga,FRA,MF,20,Valenciennes,Ligue 2,1.5,6,5,2,4,0,3,7,42.9,4,1,0,1,2,8,2,0
Till Cissokho,FRA,DF,23,Quevilly-Rouen,Ligue 2,36.6,52,35,42,9,1,23,32,71.9,9,26,15,11,41,93,154,1
Tim Boss,GER,GK,30,Elversberg,2. Bundesliga,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tim Handwerker,GER,"DF,MF",25,Nürnberg,2. Bundesliga,7.7,12,8,4,7,1,8,12,66.7,4,10,4,6,4,16,26,0
Tim Hoffmann,GER,DF,18,Hertha BSC,2. Bundesliga,0.3,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,1,0
Tim Jabol,FRA,MF,23,Ajaccio,Ligue 2,31.5,55,35,24,25,6,22,38,57.9,16,38,5,33,34,89,31,1
Tim Leibold,GER,DF,29,Sporting KC,MLS,9.7,22,13,8,10,4,9,22,40.9,13,11,1,10,17,39,14,0
Tim Lemperle,GER,"FW,DF",21,Greuther Fürth,2. Bundesliga,26.2,23,11,5,9,9,8,27,29.6,19,46,5,41,12,35,21,0
Tim Melia,USA,GK,36,Sporting KC,MLS,15.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,1
Tim Oberdorf,GER,DF,26,Düsseldorf,2. Bundesliga,14.9,11,4,9,0,2,4,9,44.4,5,23,13,10,27,38,69,0
Tim Parker,USA,DF,29,St. Louis,MLS,28.5,29,20,20,6,3,13,27,48.1,14,26,20,6,45,74,151,1
Tim Rossmann,GER,FW,19,Karlsruher,2. Bundesliga,1.3,2,0,0,1,1,1,1,100.0,0,2,2,0,2,4,1,0
Timmy Tillman,GER,MF,24,LAFC,MLS,18.3,41,25,15,22,4,19,52,36.5,33,27,2,25,17,58,12,0
Timo Baumgartl,GER,DF,27,Schalke 04,2. Bundesliga,10.4,17,11,11,5,1,5,13,38.5,8,8,3,5,6,23,34,1
Timo Becker,GER,"DF,MF",26,Holstein Kiel,2. Bundesliga,25.3,36,22,21,9,6,21,39,53.8,18,30,14,16,22,58,87,0
Timo Beermann,GER,DF,32,Osnabrück,2. Bundesliga,5.1,4,2,3,1,0,4,7,57.1,3,6,5,1,7,11,22,0
Timon Weiner,GER,GK,24,Holstein Kiel,2. Bundesliga,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,18,1
Timothee Pembele,FRA,"MF,DF",20,Sunderland,EFL,3.2,5,4,4,1,0,3,7,42.9,4,2,1,1,4,9,5,0
Timothée Kolodziejczak,FRA,DF,31,Paris FC,Ligue 2,9.5,8,6,7,1,0,3,7,42.9,4,11,5,6,7,15,27,0
Tino Casali,AUT,GK,27,Braunschweig,2. Bundesliga,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Tino Costa,ARG,MF,38,Pau FC,Ligue 2,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0
Tio Cipot,SVN,"FW,MF",20,Spezia,Serie B,2.3,4,2,0,2,2,2,6,33.3,4,1,0,1,1,5,1,0
Titouan Thomas,FRA,MF,21,Stade Laval,Ligue 2,11.9,20,16,9,11,0,10,18,55.6,8,3,2,1,7,27,14,0
Tjark Ernst,GER,GK,20,Hertha BSC,2. Bundesliga,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,3
Tjark Scheller,GER,"FW,MF",21,St. Pauli,2. Bundesliga,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tjaš Begić,SVN,"MF,FW",20,Parma,Serie B,2.8,5,4,2,2,1,2,4,50.0,2,4,2,2,4,9,2,0
Tobias Mohr,GER,"MF,DF",27,Schalke 04,2. Bundesliga,11.6,18,6,4,13,1,7,24,29.2,17,25,7,18,17,35,14,2
Tobias Müller,GER,DF,29,Paderborn 07,2. Bundesliga,7.4,4,4,3,1,0,3,5,60.0,2,9,5,4,4,8,38,0
Tobias Müller,GER,DF,29,Magdeburg,2. Bundesliga,14.1,18,13,10,8,0,11,22,50.0,11,26,11,15,14,32,40,1
Tobias Raschl,GER,MF,23,Kaiserslautern,2. Bundesliga,22.5,55,27,16,34,5,24,56,42.9,32,19,3,16,25,80,24,0
Tobías Reinhart,ARG,MF,23,Reggiana,Serie B,0.4,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
