player,nationality,position,age,club,league,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Jaden Warner,ENG,DF,20,Norwich City,EFL,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jahaziel Marchand,MEX,MF,21,Pachuca,Liga MX,2.2,6,2.74,5,0,0,0,1,0,1,0.46,1,0,0,0,0,0
Jahce Novello,AUS,FW,19,Cosenza,Serie B,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaheim Headley,ENG,"DF,MF",21,Huddersfield,EFL,18.3,44,2.41,36,1,5,0,1,1,2,0.11,1,0,1,0,0,0
Jahkeele Marshall-Rutty,CAN,"MF,DF",18,Toronto FC,MLS,12.8,24,1.88,18,0,1,2,2,1,1,0.08,1,0,0,0,0,0
Jaidon Anthony,ENG,"FW,MF",23,Leeds United,EFL,5.6,28,5.03,16,4,6,2,0,0,1,0.18,1,0,0,0,0,0
Jaime Alvarez,MEX,MF,20,Tijuana,Liga MX,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaime Garrido,ESP,MF,21,Alcorcón,Segunda Division,0.4,2,5.63,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaime Gómez Valencia,MEX,"DF,MF",30,Querétaro,Liga MX,17.6,30,1.71,23,2,2,2,1,0,3,0.17,2,0,1,0,0,0
Jaime Seoane,ESP,"MF,FW",27,Oviedo,Segunda Division,27.4,80,2.92,57,5,4,8,6,0,5,0.18,3,0,0,2,0,0
Jaime Suárez Juesas,ESP,MF,27,Oviedo,Segunda Division,15.8,41,2.6,35,4,0,1,0,1,3,0.19,3,0,0,0,0,0
Jaime Vázquez,ESP,DF,18,Oviedo,Segunda Division,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaine Barreiro,COL,DF,29,León,Liga MX,20.5,28,1.37,24,0,0,4,0,0,1,0.05,1,0,0,0,0,0
Jair Amador,EQG,DF,34,Zaragoza,Segunda Division,31.7,14,0.44,10,1,0,2,0,1,2,0.06,1,0,0,1,0,0
Jair Cortés,MEX,"DF,MF",22,Necaxa,Liga MX,10.1,14,1.39,10,4,0,0,0,0,0,0.0,0,0,0,0,0,0
Jair Díaz,MEX,DF,24,Mazatlán,Liga MX,19.7,22,1.12,17,2,1,1,1,0,2,0.1,1,0,0,1,0,0
Jair González,MEX,FW,21,Santos,Liga MX,5.2,12,2.3,8,0,1,1,2,0,0,0.0,0,0,0,0,0,0
Jairo Izquierdo,ESP,"DF,FW",30,Cartagena,Segunda Division,29.5,73,2.47,63,1,2,3,4,0,9,0.31,7,0,1,0,1,0
Jairo Torres,MEX,"MF,FW",22,Fire,MLS,8.5,19,2.24,13,3,0,1,2,0,1,0.12,1,0,0,0,0,0
Jairo Torres,MEX,FW,23,FC Juárez,Liga MX,3.3,11,3.29,8,0,1,1,1,0,1,0.3,1,0,0,0,0,0
Jak Alnwick,ENG,GK,30,Cardiff City,EFL,24.0,1,0.04,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Jake Bidwell,ENG,DF,30,Coventry City,EFL,22.8,44,1.93,26,16,0,1,1,0,3,0.13,1,2,0,0,0,0
Jake Clarke-Salter,ENG,DF,25,QPR,EFL,29.6,17,0.57,11,1,0,3,0,2,1,0.03,1,0,0,0,0,0
Jake Cooper,ENG,DF,28,Millwall,EFL,44.0,49,1.11,33,0,0,13,2,1,6,0.14,3,0,0,3,0,0
Jake Davis,USA,DF,21,Sporting KC,MLS,22.6,31,1.37,26,2,2,0,1,0,3,0.13,2,0,1,0,0,0
Jake Garrett,ENG,MF,20,Blackburn,EFL,8.7,22,2.53,16,2,3,1,0,0,3,0.34,1,0,1,1,0,0
Jake Livermore,ENG,MF,33,Watford,EFL,23.0,21,0.91,19,0,1,0,1,0,2,0.09,2,0,0,0,0,0
Jake Nerwinski,USA,DF,28,St. Louis,MLS,24.6,35,1.43,30,3,1,0,1,0,3,0.12,3,0,0,0,0,0
Jakob Glesnes,NOR,DF,28,Philadelphia,MLS,31.0,34,1.1,27,2,1,3,0,1,4,0.13,2,1,0,1,0,0
Jakob Sørensen,DEN,"DF,MF",25,Norwich City,EFL,5.5,4,0.73,3,0,0,1,0,0,2,0.37,2,0,0,0,0,0
Jakov Medić,CRO,DF,24,St. Pauli,2. Bundesliga,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jakub Stolarczyk,POL,GK,22,Leicester City,EFL,2.0,1,0.5,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Jakub Łabojko,POL,MF,25,Ternana,Serie B,14.6,34,2.33,26,6,0,1,0,1,3,0.21,2,1,0,0,0,0
Jalen Neal,USA,DF,19,LA Galaxy,MLS,14.3,8,0.56,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jamal Lewis,NIR,"DF,MF",25,Watford,EFL,30.8,69,2.24,58,6,1,4,0,0,6,0.19,6,0,0,0,0,0
Jamal Lowe,JAM,"FW,MF",29,Swansea City,EFL,25.0,43,1.72,29,0,4,8,1,1,10,0.4,6,0,2,1,1,0
Jamal Thiaré,SEN,FW,29,Atlanta Utd,MLS,0.6,1,1.87,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
James Beadle,ENG,GK,19,Sheffield Weds,EFL,19.0,3,0.16,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James Bree,ENG,DF,25,Southampton,EFL,12.0,19,1.58,11,8,0,0,0,0,1,0.08,0,1,0,0,0,0
James Hill,ENG,DF,21,Blackburn,EFL,14.4,20,1.39,18,0,0,2,0,0,4,0.28,4,0,0,0,0,0
James Justin,ENG,DF,25,Leicester City,EFL,29.1,47,1.62,40,4,0,2,0,1,2,0.07,2,0,0,0,0,0
James Lawrence,WAL,DF,30,Nürnberg,2. Bundesliga,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James Morris,ENG,DF,21,Watford,EFL,8.6,15,1.74,15,0,0,0,0,0,1,0.12,1,0,0,0,0,0
James Pantemis,CAN,GK,25,CF Montréal,MLS,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James Sands,USA,"MF,DF",22,NYCFC,MLS,24.1,23,0.96,18,0,1,0,3,1,3,0.12,3,0,0,0,0,0
James Ward-Prowse,ENG,MF,28,Southampton,EFL,1.0,5,5.0,4,1,0,0,0,0,1,1.0,1,0,0,0,0,0
James Wilson,ENG,DF,17,Middlesbrough,EFL,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jamie Allen,ENG,MF,28,Coventry City,EFL,12.9,27,2.1,25,0,0,1,1,0,3,0.23,1,0,0,1,1,0
Jamie Knight-Lebel,CAN,DF,18,Bristol City,EFL,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jamie Lawrence,GER,DF,20,Magdeburg,2. Bundesliga,5.3,3,0.57,3,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Jamie Lindsay,SCO,MF,27,Rotherham Utd,EFL,12.0,7,0.58,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Jamie McCart,SCO,DF,26,Rotherham Utd,EFL,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jamie Paterson,ENG,"MF,FW",31,Swansea City,EFL,35.8,133,3.72,84,26,5,9,6,3,11,0.31,9,0,1,1,0,0
Jamie Shackleton,ENG,"DF,FW",23,Leeds United,EFL,7.5,16,2.12,14,0,2,0,0,0,1,0.13,1,0,0,0,0,0
Jamie Vardy,ENG,FW,36,Leicester City,EFL,19.6,38,1.93,27,0,4,3,4,0,6,0.31,4,0,0,1,1,0
Jamil Siebert,GER,DF,21,Düsseldorf,2. Bundesliga,19.8,15,0.76,13,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Jamilu Collins,NGA,DF,28,Cardiff City,EFL,33.2,45,1.36,31,5,3,2,1,3,6,0.18,5,1,0,0,0,0
Jamiro Monteiro,CPV,MF,29,SJ Earthquakes,MLS,23.6,72,3.05,60,1,1,6,3,1,9,0.38,8,0,0,1,0,0
Jan Bednarek,POL,DF,27,Southampton,EFL,39.4,45,1.14,34,1,0,9,1,0,4,0.1,3,0,0,1,0,0
Jan Carmona,MEX,"FW,DF",19,FC Juárez,Liga MX,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jan Elvedi,SUI,DF,26,Kaiserslautern,2. Bundesliga,33.0,26,0.79,20,0,1,4,1,0,4,0.12,2,0,0,1,1,0
Jan Gyamerah,GER,DF,28,Nürnberg,2. Bundesliga,24.5,58,2.37,44,3,1,7,2,1,6,0.24,6,0,0,0,0,0
Jan Luca Schuler,GER,FW,24,Magdeburg,2. Bundesliga,19.7,34,1.73,21,1,4,3,3,2,7,0.36,2,0,2,2,1,0
Jan Mlakar,SVN,"FW,MF",24,Pisa,Serie B,16.0,23,1.43,16,0,1,2,4,0,3,0.19,2,0,0,1,0,0
Jan Reichert,GER,GK,22,Nürnberg,2. Bundesliga,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jan Sobociński,POL,DF,23,Charlotte,MLS,7.2,5,0.7,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Jan Zuberek,POL,FW,19,Ternana,Serie B,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jan-Hendrik Marx,GER,"DF,FW",28,Braunschweig,2. Bundesliga,3.9,17,4.4,10,6,0,1,0,0,1,0.26,1,0,0,0,0,0
Jandro Orellana,ESP,MF,23,FC Andorra,Segunda Division,26.7,60,2.25,48,1,6,2,2,1,2,0.07,1,0,0,0,1,0
Janik Bachmann,GER,"MF,DF",27,Hansa Rostock,2. Bundesliga,15.2,20,1.31,13,0,1,4,0,2,0,0.0,0,0,0,0,0,0
Janis Antiste,FRA,"MF,FW",20,Reggiana,Serie B,18.7,27,1.44,21,0,2,3,1,0,3,0.16,1,0,1,1,0,0
Jann-Fiete Arp,GER,"FW,MF",23,Holstein Kiel,2. Bundesliga,8.6,27,3.16,20,0,2,3,2,0,3,0.35,3,0,0,0,0,0
Jannes Horn,GER,DF,26,Nürnberg,2. Bundesliga,24.2,18,0.74,14,1,0,3,0,0,3,0.12,2,0,0,1,0,0
Jannes Wulff,GER,"FW,MF",23,Osnabrück,2. Bundesliga,11.4,26,2.29,19,0,1,3,3,0,3,0.26,1,0,0,0,2,0
Jannik Dehm,GER,"DF,MF",27,Hannover 96,2. Bundesliga,23.0,57,2.48,39,11,2,1,2,2,5,0.22,3,1,0,0,0,1
Jannik Hofmann,GER,"FW,MF",21,Nürnberg,2. Bundesliga,3.1,7,2.24,6,0,0,1,0,0,1,0.32,1,0,0,0,0,0
Jannik Huth,GER,GK,29,Paderborn 07,2. Bundesliga,14.0,5,0.36,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jannik Rochelt,GER,"FW,MF",24,Elversberg,2. Bundesliga,29.8,106,3.56,75,16,7,5,2,1,13,0.44,8,1,1,2,0,1
Jannik Vestergaard,DEN,DF,30,Leicester City,EFL,41.3,39,0.94,34,1,0,2,2,0,5,0.12,3,0,0,1,1,0
Jannis Heuer,GER,DF,24,Paderborn 07,2. Bundesliga,8.8,8,0.91,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Jannis Lang,GER,"DF,MF",21,Hansa Rostock,2. Bundesliga,3.3,2,0.6,0,2,0,0,0,0,1,0.3,0,1,0,0,0,0
Jannis Nikolaou,GER,"MF,DF",30,Braunschweig,2. Bundesliga,14.4,24,1.67,23,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Janoi Donacien,LCA,DF,29,Ipswich Town,EFL,2.4,4,1.67,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Japhet Tanganga,ENG,DF,24,Millwall,EFL,17.2,12,0.7,9,1,0,1,0,1,1,0.06,1,0,0,0,0,0
Jared Stroud,USA,"MF,FW",26,St. Louis,MLS,21.9,47,2.14,36,3,0,2,3,3,10,0.46,7,0,0,1,2,0
Jari Vandeputte,BEL,"MF,DF",27,Catanzaro,Serie B,34.3,128,3.73,72,39,3,10,3,1,19,0.55,11,5,2,1,0,0
Jarosław Niezgoda,POL,FW,27,Portland Timbers,MLS,7.3,5,0.7,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Jascha Brandt,GER,FW,20,Paderborn 07,2. Bundesliga,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jasmin Kurtić,SVN,MF,34,Südtirol,Serie B,8.8,15,1.71,14,0,0,1,0,0,1,0.11,1,0,0,0,0,0
Jason Berthomier,FRA,"MF,FW",33,Valenciennes,Ligue 2,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jason Ceka,GER,"FW,MF",23,Magdeburg,2. Bundesliga,12.6,47,3.73,36,3,1,5,2,0,8,0.64,8,0,0,0,0,0
Jason Knight,IRL,"MF,FW",22,Bristol City,EFL,42.6,94,2.21,60,2,5,14,7,6,8,0.19,5,0,1,0,1,1
Jason Lokilo,BEL,"FW,MF",24,Hull City,EFL,7.9,25,3.15,19,4,0,0,2,0,3,0.38,3,0,0,0,0,0
Jason Pendant,FRA,DF,26,Quevilly-Rouen,Ligue 2,27.5,42,1.53,35,4,2,1,0,0,2,0.07,2,0,0,0,0,0
Jasper Löffelsend,GER,MF,25,RSL,MLS,12.6,28,2.23,24,0,1,0,1,2,4,0.32,4,0,0,0,0,0
Jasper van der Werff,SUI,DF,24,Hansa Rostock,2. Bundesliga,19.0,21,1.11,18,1,0,0,1,1,0,0.0,0,0,0,0,0,0
Jaume Grau,ESP,MF,27,Zaragoza,Segunda Division,20.4,25,1.22,20,0,0,1,1,3,4,0.2,3,0,0,1,0,0
Javain Brown,JAM,DF,23,Vancouver W'caps,MLS,19.6,32,1.63,25,4,0,1,2,0,2,0.1,2,0,0,0,0,0
Javairô Dilrosun,NED,"FW,MF",25,América,Liga MX,6.8,20,2.95,15,0,2,0,3,0,4,0.59,3,0,1,0,0,0
Javi Lara,ESP,"MF,FW",38,Alcorcón,Segunda Division,16.1,55,3.42,38,13,1,3,0,0,3,0.19,2,1,0,0,0,0
Javi López,ESP,MF,23,Burgos,Segunda Division,0.6,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Javi Martínez,ESP,MF,24,Huesca,Segunda Division,31.4,61,1.95,52,0,3,2,3,1,3,0.1,3,0,0,0,0,0
Javi Martón,ESP,FW,25,CD Mirandés,Segunda Division,13.5,17,1.26,8,0,1,2,6,0,2,0.15,0,0,0,0,2,0
Javi Pamies,ESP,"DF,MF",21,Elche,Segunda Division,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Javi Puado,ESP,"MF,FW",26,Espanyol,Segunda Division,31.1,60,1.93,44,1,4,5,4,2,5,0.16,4,0,0,1,0,0
Javi Pérez,ESP,MF,28,Alcorcón,Segunda Division,19.0,45,2.37,33,0,5,2,3,2,2,0.11,0,0,1,1,0,0
Javi Sánchez,ESP,DF,27,Valladolid,Segunda Division,5.2,2,0.39,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Javi Vargas,ESP,MF,23,Albacete,Segunda Division,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Javier Alonso,ESP,MF,25,Tenerife,Segunda Division,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Javier Aquino,MEX,DF,33,UANL,Liga MX,23.9,62,2.6,46,9,3,0,3,1,9,0.38,6,1,0,0,2,0
Javier Avilés,ESP,"FW,MF",26,Amorebieta,Segunda Division,7.0,9,1.28,8,0,1,0,0,0,2,0.29,2,0,0,0,0,0
Javier Casas,USA,MF,19,Fire,MLS,0.6,2,3.27,2,0,0,0,0,0,1,1.64,1,0,0,0,0,0
Javier Castro,ESP,DF,23,Alcorcón,Segunda Division,35.6,26,0.73,20,0,0,4,1,1,1,0.03,1,0,0,0,0,0
Javier Eduardo López,MEX,"MF,FW",28,Pachuca,Liga MX,5.2,38,7.29,26,9,0,2,1,0,3,0.58,2,1,0,0,0,0
Javier Eraso,ESP,"FW,MF",34,Amorebieta,Segunda Division,8.8,13,1.48,12,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Javier Güemez,MEX,MF,31,Atlético,Liga MX,31.2,95,3.05,83,2,1,3,5,1,12,0.38,10,0,0,1,1,0
Javier Hernández,MEX,FW,34,LA Galaxy,MLS,7.6,21,2.75,17,0,1,2,1,0,0,0.0,0,0,0,0,0,0
Javier Hernández,MEX,FW,35,Guadalajara,Liga MX,2.5,4,1.57,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Javier Marcelo Correa,ARG,"FW,DF",30,Santos,Liga MX,1.8,15,8.49,7,0,4,2,1,1,1,0.57,0,0,0,0,0,1
Javier Mier,ESP,MF,25,Huesca,Segunda Division,11.8,19,1.61,14,0,0,3,1,1,1,0.08,0,0,0,1,0,0
Javier Ontiveros,ESP,"MF,FW",26,Villarreal B,Segunda Division,32.8,161,4.9,82,35,22,10,9,3,14,0.43,11,1,0,2,0,0
Javier Salas,MEX,MF,29,FC Juárez,Liga MX,20.8,27,1.3,21,1,0,3,0,2,0,0.0,0,0,0,0,0,0
Jawed Kalai,FRA,"FW,DF",23,Valenciennes,Ligue 2,0.8,3,3.65,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jay Dasilva,WAL,DF,25,Coventry City,EFL,25.6,81,3.17,70,8,2,0,1,0,5,0.2,5,0,0,0,0,0
Jay Fulton,SCO,MF,29,Swansea City,EFL,30.6,40,1.3,34,0,0,0,3,3,2,0.07,2,0,0,0,0,0
Jay Idzes,IDN,DF,23,Venezia,Serie B,23.3,19,0.82,17,0,0,2,0,0,3,0.13,3,0,0,0,0,0
Jay Stansfield,ENG,"FW,MF",20,Birmingham City,EFL,37.1,86,2.32,55,1,11,15,2,2,8,0.22,3,0,3,2,0,0
Jayden Reid,USA,MF,21,NY Red Bulls,MLS,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jaylin Lindsey,USA,DF,22,Charlotte,MLS,14.5,21,1.45,18,2,0,0,0,1,5,0.34,5,0,0,0,0,0
Jayson Molumby,IRL,MF,23,West Brom,EFL,12.3,27,2.2,19,0,0,5,1,2,4,0.33,3,0,0,1,0,0
Jaziel Martínez,MEX,MF,22,Atlas,Liga MX,6.1,26,4.29,22,0,1,2,1,0,5,0.83,3,0,0,1,1,0
Jaziel Martínez,MEX,MF,22,Monterrey,Liga MX,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean Eric Moursou,CMR,MF,18,Valenciennes,Ligue 2,4.5,3,0.7,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Jean Grillot,FRA,DF,17,Bordeaux,Ligue 2,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean Hugonet,FRA,"MF,DF",23,Magdeburg,2. Bundesliga,10.4,10,0.96,9,0,0,0,0,1,1,0.1,1,0,0,0,0,0
Jean Louchet,FRA,GK,26,Valenciennes,Ligue 2,31.0,3,0.1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean Marcelin,FRA,DF,23,Bordeaux,Ligue 2,11.5,5,0.43,4,1,0,0,0,0,1,0.09,1,0,0,0,0,0
Jean Mattéo Bahoya,FRA,"MF,FW",18,Angers,Ligue 2,8.0,15,1.87,12,0,2,0,1,0,3,0.37,2,0,1,0,0,0
Jean Meneses,CHI,"FW,MF",30,Toluca,Liga MX,24.3,114,4.69,85,9,11,3,5,1,17,0.7,15,0,1,0,1,0
Jean Mota,BRA,MF,29,Inter Miami,MLS,10.1,31,3.05,20,11,0,0,0,0,4,0.39,2,2,0,0,0,0
Jean Ruiz,FRA,DF,25,Pau FC,Ligue 2,32.4,28,0.86,27,0,0,1,0,0,7,0.22,6,0,0,1,0,0
Jean Seri,CIV,MF,32,Hull City,EFL,35.3,104,2.95,95,0,3,2,3,1,9,0.26,8,0,0,0,0,1
Jean Zimmer,GER,DF,29,Kaiserslautern,2. Bundesliga,25.1,54,2.15,36,12,2,1,1,2,5,0.2,3,2,0,0,0,0
Jean-Claude Ngando,CMR,"MF,FW",23,Vancouver W'caps,MLS,0.9,3,3.42,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Jean-Luc Dompé,FRA,"FW,MF",27,Hamburger SV,2. Bundesliga,17.7,82,4.64,50,9,11,5,7,0,14,0.79,10,2,2,0,0,0
Jean-Philippe Gbamin,CIV,MF,27,Dunkerque,Ligue 2,18.1,19,1.05,16,0,2,0,1,0,1,0.06,1,0,0,0,0,0
Jean-Pierre Nsame,CMR,"FW,DF",30,Como,Serie B,2.1,6,2.9,3,0,1,2,0,0,3,1.45,1,0,0,2,0,0
Jean-Sylvain Babin,MTQ,DF,37,Alcorcón,Segunda Division,18.9,10,0.53,6,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Jed Wallace,ENG,"FW,MF",29,West Brom,EFL,31.3,88,2.81,63,6,6,7,5,1,8,0.26,5,2,0,1,0,0
Jeff Hendrick,IRL,MF,31,Sheffield Weds,EFL,5.4,2,0.37,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jefferson Intriago,ECU,MF,27,Mazatlán,Liga MX,26.4,42,1.59,38,0,1,1,1,1,7,0.27,6,0,0,0,0,1
Jefferson Savarino,VEN,"MF,FW",26,RSL,MLS,21.6,106,4.9,66,19,12,4,5,0,11,0.51,6,2,2,0,1,0
Jekob Jeno,NCL,"MF,FW",23,Grenoble,Ligue 2,2.4,7,2.88,5,0,1,1,0,0,1,0.41,1,0,0,0,0,0
Jens Castrop,GER,MF,20,Nürnberg,2. Bundesliga,22.5,55,2.44,43,1,1,4,5,1,1,0.04,0,0,0,1,0,0
Jenson Seelt,NED,DF,20,Sunderland,EFL,11.5,20,1.75,15,0,0,4,0,1,1,0.09,0,0,0,1,0,0
Jeong Sangbin,KOR,"FW,MF",20,Minnesota Utd,MLS,10.7,31,2.9,20,3,3,1,3,1,2,0.19,2,0,0,0,0,0
Jere Uronen,FIN,DF,28,Charlotte,MLS,6.8,8,1.18,5,3,0,0,0,0,1,0.15,1,0,0,0,0,0
Jeremiah Streng,FIN,"FW,MF",21,Ascoli,Serie B,4.5,2,0.45,2,0,0,0,0,0,1,0.22,1,0,0,0,0,0
Jeremy Arévalo,ESP,"FW,MF",19,Racing Sant,Segunda Division,1.6,6,3.83,3,0,1,0,2,0,1,0.64,0,0,0,0,1,0
Jeremy Dudziak,TUN,"DF,MF",27,Hertha BSC,2. Bundesliga,9.4,15,1.6,12,0,2,1,0,0,2,0.21,2,0,0,0,0,0
Jeremy Ebobisse,USA,FW,25,SJ Earthquakes,MLS,32.9,75,2.28,53,0,2,7,12,1,9,0.27,6,0,0,0,3,0
Jeremy Ngakia,ENG,DF,22,Watford,EFL,10.2,28,2.75,22,0,3,2,0,1,2,0.2,2,0,0,0,0,0
Jeremy Rafanello,USA,MF,22,Philadelphia,MLS,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jeremy Sarmiento,ECU,FW,21,Ipswich Town,EFL,7.1,25,3.5,12,1,4,6,1,1,2,0.28,1,0,0,1,0,0
Jeremy Sarmiento,ECU,"FW,MF",21,West Brom,EFL,8.1,18,2.22,12,0,2,0,4,0,1,0.12,0,0,0,0,1,0
Jeroen Zoet,NED,GK,32,Spezia,Serie B,25.0,2,0.08,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Jerry Yates,ENG,FW,26,Swansea City,EFL,25.4,37,1.46,28,0,4,2,3,0,3,0.12,1,0,1,0,1,0
Jesse Joronen,FIN,GK,30,Venezia,Serie B,29.0,5,0.17,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Jessy Bénet,FRA,MF,28,Grenoble,Ligue 2,25.3,71,2.81,42,25,1,1,2,0,8,0.32,4,4,0,0,0,0
Jesús Alberto Angulo,MEX,DF,25,UANL,Liga MX,28.7,52,1.81,44,5,0,0,2,1,3,0.1,2,1,0,0,0,0
Jesús Alcantar,MEX,DF,20,Necaxa,Liga MX,1.0,1,0.96,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Angulo,MEX,"MF,FW",26,Toluca,Liga MX,17.2,87,5.09,59,21,4,1,2,0,8,0.47,7,0,0,0,1,0
Jesús Angulo,MEX,MF,26,León,Liga MX,1.8,5,2.81,4,0,0,1,0,0,2,1.13,2,0,0,0,0,0
Jesús Batiz,USA,"MF,FW",23,Toronto FC,MLS,0.7,1,1.41,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Belza,ESP,"MF,FW",20,Tenerife,Segunda Division,3.5,7,2.03,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Bernal,ESP,MF,27,Racing Ferrol,Segunda Division,40.1,53,1.32,48,1,0,2,0,2,3,0.07,3,0,0,0,0,0
Jesús Clemente,ESP,"MF,FW",24,Eldense,Segunda Division,22.0,46,2.09,35,0,0,5,6,0,9,0.41,5,0,0,2,2,0
Jesús Corona,MEX,"MF,FW",30,Monterrey,Liga MX,9.9,44,4.47,34,1,6,1,2,0,5,0.51,3,0,1,0,1,0
Jesús Daniel Bueno,VEN,MF,23,Philadelphia,MLS,10.7,22,2.06,19,1,0,2,0,0,1,0.09,1,0,0,0,0,0
Jesús David Murillo Largacha,COL,DF,28,LAFC,MLS,15.8,14,0.88,14,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Jesús Dueñas,MEX,"MF,FW",34,Cruz Azul,Liga MX,0.9,5,5.49,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Jesús Ferreira,USA,FW,22,FC Dallas,MLS,25.2,108,4.29,60,30,7,9,0,2,13,0.52,7,1,3,2,0,0
Jesús Gallardo,MEX,"DF,FW",28,Monterrey,Liga MX,20.0,36,1.8,31,0,3,0,1,1,4,0.2,4,0,0,0,0,0
Jesús Garza,MEX,DF,23,UANL,Liga MX,11.1,18,1.62,17,0,1,0,0,0,3,0.27,3,0,0,0,0,0
Jesús Hernández,MEX,"FW,MF",21,Pachuca,Liga MX,8.9,41,4.63,28,8,2,2,1,0,2,0.23,2,0,0,0,0,0
Jesús Jiménez,ESP,"FW,MF",29,FC Dallas,MLS,7.6,13,1.69,12,0,0,1,0,0,2,0.26,2,0,0,0,0,0
Jesús Molina,MEX,MF,35,UNAM,Liga MX,4.1,7,1.71,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Orozco,MEX,DF,21,Guadalajara,Liga MX,27.1,21,0.78,17,0,2,0,0,2,1,0.04,1,0,0,0,0,0
Jesús Piñuelas,MEX,DF,25,Toluca,Liga MX,1.7,1,0.59,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jesús Rivas,MEX,DF,20,UNAM,Liga MX,10.5,21,1.99,16,3,1,0,1,0,0,0.0,0,0,0,0,0,0
Jesús Rodríguez,MEX,GK,30,Puebla,Liga MX,34.0,8,0.24,3,5,0,0,0,0,1,0.03,1,0,0,0,0,0
Jesús Ruiz,ESP,GK,27,Alcorcón,Segunda Division,29.0,10,0.34,5,5,0,0,0,0,1,0.03,0,1,0,0,0,0
Jesús Serrato,MEX,FW,17,Atlas,Liga MX,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Sánchez García,MEX,DF,33,Guadalajara,Liga MX,3.3,5,1.5,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
