player,nationality,position,age,club,league,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Samuel Grandsir,FRA,"MF,FW",26,Le Havre,Ligue 1,6.7,31,4.61,20,5,3,2,0,1,2,0.3,1,0,1,0,0,0
Oualid El Hajjam,MAR,"DF,MF",32,Le Havre,Ligue 1,4.4,12,2.76,9,0,1,0,2,0,1,0.23,0,0,0,0,1,0
Issa Soumaré,SEN,"FW,MF",22,Le Havre,Ligue 1,2.6,7,2.66,2,0,2,1,2,0,0,0.0,0,0,0,0,0,0
Andy Logbo,FRA,FW,19,Le Havre,Ligue 1,2.8,3,1.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Steve Ngoura,FRA,"FW,MF",18,Le Havre,Ligue 1,2.5,9,3.6,7,0,2,0,0,0,1,0.4,1,0,0,0,0,0
Mathieu Gorgelin,FRA,GK,32,Le Havre,Ligue 1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nolan Mbemba,CGO,MF,28,Le Havre,Ligue 1,0.2,1,4.09,1,0,0,0,0,0,1,4.09,1,0,0,0,0,0
Simon Ebonog,CMR,MF,18,Le Havre,Ligue 1,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alois Confais,FRA,"MF,FW",26,Le Havre,Ligue 1,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alexandre Oukidja,ALG,GK,35,Metz,Ligue 1,33.2,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matthieu Udol,FRA,DF,27,Metz,Ligue 1,30.0,54,1.8,42,2,1,3,5,1,3,0.1,3,0,0,0,0,0
Danley Jean-Jacques,HAI,MF,23,Metz,Ligue 1,29.8,50,1.68,32,0,3,9,1,5,1,0.03,1,0,0,0,0,0
Lamine Camara,SEN,MF,19,Metz,Ligue 1,25.1,70,2.8,32,26,3,4,2,3,11,0.44,6,3,1,0,0,1
Ismaël Traoré,CIV,DF,36,Metz,Ligue 1,24.7,8,0.32,7,0,0,1,0,0,2,0.08,2,0,0,0,0,0
Maxime Colin,FRA,DF,31,Metz,Ligue 1,20.4,24,1.18,16,4,1,1,1,1,1,0.05,0,0,0,0,1,0
Kévin Van Den Kerkhof,ALG,"FW,MF",27,Metz,Ligue 1,21.3,38,1.79,23,9,1,1,2,2,5,0.24,5,0,0,0,0,0
Fali Candé,GNB,DF,25,Metz,Ligue 1,20.5,17,0.83,10,1,2,2,1,1,3,0.15,1,0,0,1,1,0
Georges Mikautadze,GEO,FW,22,Metz,Ligue 1,19.4,58,2.99,31,3,12,6,6,0,8,0.41,4,0,4,0,0,0
Christophe Hérelle,MTQ,DF,30,Metz,Ligue 1,18.0,15,0.83,13,0,1,0,1,0,2,0.11,2,0,0,0,0,0
Kévin N'Doram,FRA,MF,27,Metz,Ligue 1,17.8,22,1.23,18,0,0,2,2,0,3,0.17,3,0,0,0,0,0
Cheikh Tidiane Sabaly,SEN,"FW,MF",24,Metz,Ligue 1,15.3,39,2.55,28,0,4,2,4,1,4,0.26,3,0,0,1,0,0
Arthur Atta,FRA,"MF,FW",20,Metz,Ligue 1,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0
Ablie Jallow,GAM,"MF,FW",24,Metz,Ligue 1,10.2,30,2.94,19,6,2,1,2,0,7,0.69,6,1,0,0,0,0
Koffi Kouao,CIV,DF,25,Metz,Ligue 1,9.6,13,1.36,8,2,0,1,1,1,2,0.21,1,0,0,1,0,0
Joel Asoro,SWE,"FW,MF",24,Metz,Ligue 1,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0
Papa Amadou Diallo,SEN,FW,19,Metz,Ligue 1,9.9,20,2.02,18,0,0,1,0,1,1,0.1,1,0,0,0,0,0
Sadibou Sané,SEN,DF,19,Metz,Ligue 1,9.4,5,0.53,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Simon Elisor,FRA,FW,24,Metz,Ligue 1,8.5,19,2.24,13,0,1,1,4,0,1,0.12,1,0,0,0,0,0
Joseph Nduquidi,FRA,"MF,DF",18,Metz,Ligue 1,8.3,3,0.36,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Didier Lamkel Zé,CMR,"FW,MF",26,Metz,Ligue 1,6.1,15,2.45,13,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Oscar Estupiñan,COL,FW,26,Metz,Ligue 1,2.9,2,0.69,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Abou Lô,SEN,"MF,DF",23,Metz,Ligue 1,2.2,2,0.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Youssef Maziz,FRA,"FW,MF",25,Metz,Ligue 1,1.4,6,4.35,2,2,0,1,1,0,0,0.0,0,0,0,0,0,0
Benjamin Tetteh,GHA,"FW,MF",26,Metz,Ligue 1,3.1,6,1.92,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Malick Mbaye,SEN,"MF,FW",19,Metz,Ligue 1,1.7,3,1.76,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0
Habib Maïga,CIV,"MF,FW",27,Metz,Ligue 1,1.6,1,0.61,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Jean Frederic N'Guessan,CIV,"MF,FW",20,Metz,Ligue 1,1.2,4,3.24,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0
Ibou Sané,SEN,"MF,FW",18,Metz,Ligue 1,1.4,2,1.41,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Guillaume Dietsch,FRA,GK,22,Metz,Ligue 1,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yvon Mvogo,SUI,GK,29,Lorient,Ligue 1,34.0,7,0.21,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Laurent Abergel,FRA,MF,30,Lorient,Ligue 1,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1
Julien Ponceau,FRA,MF,22,Lorient,Ligue 1,24.9,83,3.33,58,7,7,6,4,1,8,0.32,6,0,0,2,0,0
Montassar Talbi,TUN,DF,25,Lorient,Ligue 1,24.5,16,0.65,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Souleymane Touré,FRA,DF,20,Lorient,Ligue 1,22.8,20,0.88,20,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Julien Laporte,FRA,DF,29,Lorient,Ligue 1,20.2,8,0.4,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Romain Faivre,FRA,"MF,FW",25,Lorient,Ligue 1,16.1,43,2.66,28,7,3,3,2,0,6,0.37,4,0,0,2,0,0
Théo Le Bris,FRA,"DF,MF",20,Lorient,Ligue 1,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0
Tiemoué Bakayoko,FRA,MF,28,Lorient,Ligue 1,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0
Nathaniel Adjei,GHA,DF,20,Lorient,Ligue 1,13.8,11,0.8,8,0,0,0,1,2,0,0.0,0,0,0,0,0,0
Mohamed Bamba,CIV,FW,21,Lorient,Ligue 1,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0
Formose Mendy,SEN,DF,22,Lorient,Ligue 1,14.0,10,0.72,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0
Panos Katseris,GRE,DF,22,Lorient,Ligue 1,11.6,20,1.73,15,0,1,2,1,1,3,0.26,2,0,0,1,0,0
Ayman Kari,FRA,MF,18,Lorient,Ligue 1,9.9,33,3.32,29,0,1,1,2,0,3,0.3,3,0,0,0,0,0
Darlin Yongwa,CMR,DF,22,Lorient,Ligue 1,12.9,27,2.09,16,2,4,1,4,0,2,0.16,2,0,0,0,0,0
Eli Junior Kroupi,FRA,"FW,MF",17,Lorient,Ligue 1,12.0,20,1.66,13,3,3,1,0,0,3,0.25,2,0,1,0,0,0
Gedeon Kalulu,COD,DF,25,Lorient,Ligue 1,10.8,17,1.58,15,0,0,1,0,1,3,0.28,2,0,0,1,0,0
Tosin Aiyegun,BEN,"MF,FW",25,Lorient,Ligue 1,10.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0
Imran Louza,MAR,MF,24,Lorient,Ligue 1,9.6,46,4.8,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0
Vincent Le Goff,FRA,"DF,MF",33,Lorient,Ligue 1,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0
Benjamin Mendy,FRA,DF,29,Lorient,Ligue 1,7.9,23,2.91,15,5,1,2,0,0,2,0.25,2,0,0,0,0,0
Bamba Dieng,SEN,FW,23,Lorient,Ligue 1,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0
Jean-Victor Makengo,FRA,"MF,FW",25,Lorient,Ligue 1,5.3,4,0.75,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Siriné Doucouré,MLI,FW,21,Lorient,Ligue 1,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0
Badredine Bouanani,ALG,MF,18,Lorient,Ligue 1,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0
Bonke Innocent,NGA,MF,27,Lorient,Ligue 1,2.3,2,0.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Pablo Pagis,FRA,MF,20,Lorient,Ligue 1,1.8,3,1.65,0,0,1,0,2,0,0,0.0,0,0,0,0,0,0
Igor Carioca,BRA,"DF,MF",26,Lorient,Ligue 1,2.9,7,2.4,6,1,0,0,0,0,1,0.34,1,0,0,0,0,0
Bamo Meïté,CIV,DF,21,Lorient,Ligue 1,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Loris Mouyokolo,FRA,DF,22,Lorient,Ligue 1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aurélien Pelon,FRA,DF,19,Lorient,Ligue 1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bassirou Ndiaye,SEN,FW,21,Lorient,Ligue 1,1.7,3,1.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dembo Sylla,GUI,DF,20,Lorient,Ligue 1,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ibrahima Koné,MLI,FW,24,Lorient,Ligue 1,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adrian Grbić,AUT,FW,26,Lorient,Ligue 1,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joel Mvuka,NOR,"DF,FW",20,Lorient,Ligue 1,0.2,1,0.45,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Royce Openda Owaga,GAB,FW,21,Lorient,Ligue 1,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gino Caoki,FRA,MF,19,Lorient,Ligue 1,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andy Pelmard,FRA,DF,23,Clermont Foot,Ligue 1,33.2,21,0.63,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0
Mory Diaw,SEN,GK,30,Clermont Foot,Ligue 1,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Muhammed Cham,AUT,"MF,FW",22,Clermont Foot,Ligue 1,28.4,119,4.2,71,27,3,8,10,0,9,0.32,4,3,0,2,0,0
Neto Borges,BRA,DF,26,Clermont Foot,Ligue 1,28.0,50,1.79,37,5,2,2,3,1,3,0.11,1,0,0,0,2,0
Johan Gastien,FRA,MF,35,Clermont Foot,Ligue 1,25.1,63,2.51,47,11,0,1,2,2,4,0.16,4,0,0,0,0,0
Jim Allevinah,GAB,"MF,DF",28,Clermont Foot,Ligue 1,20.7,58,2.8,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0
Maximiliano Caufriez,BEL,DF,26,Clermont Foot,Ligue 1,18.4,14,0.76,13,1,0,0,0,0,2,0.11,2,0,0,0,0,0
Yohann Magnin,FRA,MF,26,Clermont Foot,Ligue 1,18.7,28,1.5,23,2,0,1,1,1,2,0.11,1,0,0,1,0,0
Shamar Nicholson,JAM,FW,26,Clermont Foot,Ligue 1,16.5,44,2.67,30,0,3,6,4,1,5,0.3,5,0,0,0,0,0
Maxime Gonalons,FRA,MF,34,Clermont Foot,Ligue 1,14.4,19,1.32,18,0,0,0,0,1,2,0.14,2,0,0,0,0,0
Mehdi Zeffane,ALG,"DF,MF",31,Clermont Foot,Ligue 1,13.7,24,1.76,18,2,0,3,1,0,3,0.22,1,1,0,0,1,0
Elba Rashani,KVX,"MF,FW",30,Clermont Foot,Ligue 1,13.1,29,2.22,22,0,1,2,3,1,2,0.15,1,0,0,0,1,0
Chrislain Matsima,FRA,DF,21,Clermont Foot,Ligue 1,13.1,6,0.46,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Alidu Seidu,GHA,DF,23,Clermont Foot,Ligue 1,12.6,13,1.03,7,2,1,0,3,0,1,0.08,1,0,0,0,0,0
Habib Keita,MLI,MF,21,Clermont Foot,Ligue 1,14.2,28,1.97,24,0,1,2,1,0,1,0.07,1,0,0,0,0,0
Cheick Konaté,MLI,DF,19,Clermont Foot,Ligue 1,11.9,29,2.44,25,0,3,1,0,0,2,0.17,2,0,0,0,0,0
Alan Virginius,FRA,FW,20,Clermont Foot,Ligue 1,10.4,21,2.02,15,2,1,2,1,0,3,0.29,2,0,0,0,1,0
Grejohn Kyei,FRA,FW,27,Clermont Foot,Ligue 1,11.4,21,1.84,18,0,1,1,1,0,2,0.18,2,0,0,0,0,0
Bilal Boutobba,FRA,"FW,MF",24,Clermont Foot,Ligue 1,10.3,34,3.3,21,2,4,3,3,1,1,0.1,1,0,0,0,0,0
Florent Ogier,FRA,DF,34,Clermont Foot,Ligue 1,10.5,9,0.86,5,0,0,4,0,0,2,0.19,1,0,0,1,0,0
Massamba Ndiaye,SEN,GK,21,Clermont Foot,Ligue 1,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jérémy Jacquet,FRA,DF,18,Clermont Foot,Ligue 1,2.8,5,1.79,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0
Yoël Armougom,FRA,"DF,MF",25,Clermont Foot,Ligue 1,2.6,8,3.08,7,0,0,1,0,0,1,0.38,1,0,0,0,0,0
Mateusz Wieteska,POL,DF,26,Clermont Foot,Ligue 1,1.9,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jérémie Bela,ANG,"MF,FW",30,Clermont Foot,Ligue 1,2.3,7,3.07,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Komnen Andrić,SRB,FW,28,Clermont Foot,Ligue 1,1.9,6,3.2,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Ilhan Fakili,FRA,"MF,FW",17,Clermont Foot,Ligue 1,1.0,2,1.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aïman Maurer,MAR,"MF,FW",18,Clermont Foot,Ligue 1,0.6,1,1.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mohamed Bouchenna,FRA,"MF,FW",17,Clermont Foot,Ligue 1,0.3,2,6.21,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Joshua M'Bahia,CIV,MF,18,Clermont Foot,Ligue 1,0.2,3,19.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Abdellah Baallal,MAR,MF,18,Clermont Foot,Ligue 1,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rodri,ESP,MF,27,Manchester City,Premier League,32.6,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1
Phil Foden,ENG,"FW,MF",23,Manchester City,Premier League,31.7,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0
Ederson,BRA,GK,29,Manchester City,Premier League,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0
Julián Álvarez,ARG,"MF,FW",23,Manchester City,Premier League,29.4,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0
Kyle Walker,ENG,DF,33,Manchester City,Premier League,30.7,62,2.02,57,1,1,1,2,0,11,0.36,9,0,1,1,0,0
Bernardo Silva,POR,"MF,FW",28,Manchester City,Premier League,28.6,130,4.54,117,3,6,1,3,0,13,0.45,11,0,2,0,0,0
Erling Haaland,NOR,FW,23,Manchester City,Premier League,28.4,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0
Rúben Dias,POR,DF,26,Manchester City,Premier League,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1
Manuel Akanji,SUI,"DF,MF",28,Manchester City,Premier League,27.9,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0
Joško Gvardiol,CRO,DF,21,Manchester City,Premier League,25.9,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0
Nathan Aké,NED,DF,28,Manchester City,Premier League,22.7,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0
Jeremy Doku,BEL,"FW,MF",21,Manchester City,Premier League,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0
Mateo Kovačić,CRO,MF,29,Manchester City,Premier League,17.2,54,3.14,47,0,2,4,1,0,6,0.35,5,0,0,1,0,0
Kevin De Bruyne,BEL,MF,32,Manchester City,Premier League,13.6,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0
John Stones,ENG,"DF,MF",29,Manchester City,Premier League,11.8,23,1.95,21,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Jack Grealish,ENG,"FW,MF",27,Manchester City,Premier League,11.2,54,4.82,46,0,1,2,5,0,4,0.36,4,0,0,0,0,0
Rico Lewis,ENG,"DF,MF",18,Manchester City,Premier League,9.0,15,1.67,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matheus Nunes,POR,MF,24,Manchester City,Premier League,7.3,20,2.72,16,0,0,1,3,0,3,0.41,3,0,0,0,0,0
Stefan Ortega,GER,GK,30,Manchester City,Premier League,7.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Oscar Bobb,NOR,"FW,MF",20,Manchester City,Premier League,3.4,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0
Kalvin Phillips,ENG,MF,27,Manchester City,Premier League,1.0,1,0.98,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Sergio Gómez,ESP,"FW,MF",22,Manchester City,Premier League,0.6,2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0
Aymeric Laporte,ESP,DF,29,Manchester City,Premier League,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cole Palmer,ENG,MF,21,Manchester City,Premier League,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James Mcatee,ENG,MF,20,Manchester City,Premier League,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
William Saliba,FRA,DF,22,Arsenal,Premier League,38.0,29,0.76,26,0,1,2,0,0,3,0.08,3,0,0,0,0,0
Declan Rice,ENG,MF,24,Arsenal,Premier League,35.8,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0
Martin Ødegaard,NOR,MF,24,Arsenal,Premier League,34.3,220,6.41,178,17,8,10,6,1,23,0.67,18,2,0,2,1,0
Ben White,ENG,DF,25,Arsenal,Premier League,33.2,86,2.59,76,5,1,2,0,2,7,0.21,6,0,0,1,0,0
Bukayo Saka,ENG,FW,21,Arsenal,Premier League,32.4,188,5.8,137,26,10,9,4,2,21,0.65,16,2,1,1,1,0
Gabriel Magalhães,BRA,DF,25,Arsenal,Premier League,33.8,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0
David Raya,ESP,GK,27,Arsenal,Premier League,32.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Kai Havertz,GER,"MF,FW",24,Arsenal,Premier League,29.3,106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0
Gabriel Martinelli,BRA,FW,22,Arsenal,Premier League,22.4,92,4.1,63,6,12,8,1,2,11,0.49,7,1,1,2,0,0
Oleksandr Zinchenko,UKR,DF,26,Arsenal,Premier League,19.1,67,3.5,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0
Leandro Trossard,BEL,"FW,MF",28,Arsenal,Premier League,18.3,65,3.55,46,3,7,5,4,0,6,0.33,1,1,2,0,2,0
Gabriel Jesus,BRA,FW,26,Arsenal,Premier League,16.4,59,3.59,37,1,9,5,3,4,8,0.49,4,1,1,1,1,0
Jakub Kiwior,POL,DF,23,Arsenal,Premier League,10.5,13,1.24,10,2,0,0,1,0,4,0.38,3,1,0,0,0,0
Takehiro Tomiyasu,JPN,DF,24,Arsenal,Premier League,12.8,17,1.33,16,0,0,1,0,0,2,0.16,2,0,0,0,0,0
Eddie Nketiah,ENG,FW,24,Arsenal,Premier League,12.0,28,2.33,17,0,3,5,3,0,8,0.67,3,0,1,1,3,0
Jorginho,ITA,MF,31,Arsenal,Premier League,10.2,27,2.64,25,0,0,1,0,1,5,0.49,5,0,0,0,0,0
Thomas Partey,GHA,"MF,DF",30,Arsenal,Premier League,8.8,25,2.86,24,0,0,0,1,0,4,0.46,4,0,0,0,0,0
Aaron Ramsdale,ENG,GK,25,Arsenal,Premier League,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emile Smith Rowe,ENG,MF,23,Arsenal,Premier League,3.9,13,3.31,10,1,0,1,1,0,2,0.51,1,1,0,0,0,0
Fabio Vieira,POR,"MF,FW",23,Arsenal,Premier League,3.3,12,3.64,7,1,0,1,3,0,5,1.52,1,1,0,0,3,0
Reiss Nelson,ENG,FW,23,Arsenal,Premier League,3.0,9,3.02,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Jurriën Timber,NED,DF,22,Arsenal,Premier League,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cédric Soares,POR,DF,31,Arsenal,Premier League,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mohamed Elneny,EGY,MF,31,Arsenal,Premier League,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ethan Nwaneri,ENG,FW,16,Arsenal,Premier League,0.2,1,6.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Virgil van Dijk,NED,DF,32,Liverpool,Premier League,35.3,59,1.67,54,0,0,5,0,0,4,0.11,4,0,0,0,0,0
Luis Díaz,COL,FW,26,Liverpool,Premier League,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0
Alexis Mac Allister,ARG,MF,24,Liverpool,Premier League,28.9,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0
Mohamed Salah,EGY,FW,31,Liverpool,Premier League,28.2,139,4.94,103,2,7,21,5,1,20,0.71,14,0,2,3,1,0
Alisson,BRA,GK,30,Liverpool,Premier League,28.0,11,0.39,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,24,Liverpool,Premier League,23.9,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0
Dominik Szoboszlai,HUN,MF,22,Liverpool,Premier League,23.4,115,4.92,84,21,4,3,3,0,7,0.3,5,0,0,1,1,0
Darwin Núñez,URU,FW,24,Liverpool,Premier League,22.7,79,3.47,60,0,5,12,2,0,14,0.62,11,0,0,2,1,0
Wataru Endo,JPN,MF,30,Liverpool,Premier League,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0
Andrew Robertson,SCO,DF,29,Liverpool,Premier League,18.8,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0
Joe Gomez,ENG,DF,26,Liverpool,Premier League,19.8,51,2.57,43,0,1,4,3,0,5,0.25,4,0,0,1,0,0
Cody Gakpo,NED,"FW,MF",24,Liverpool,Premier League,18.3,73,3.98,47,1,6,12,5,2,10,0.55,6,0,1,2,1,0
Ibrahima Konaté,FRA,DF,24,Liverpool,Premier League,17.5,24,1.37,24,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Curtis Jones,ENG,MF,22,Liverpool,Premier League,13.0,36,2.78,28,0,3,3,1,1,3,0.23,3,0,0,0,0,0
Diogo Jota,POR,FW,26,Liverpool,Premier League,12.7,48,3.77,36,0,5,3,4,0,14,1.1,7,0,4,1,2,0
Jarell Quansah,ENG,DF,20,Liverpool,Premier League,13.2,13,0.98,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Ryan Gravenberch,NED,MF,21,Liverpool,Premier League,12.5,44,3.54,36,0,2,6,0,0,0,0.0,0,0,0,0,0,0
Harvey Elliott,ENG,"MF,FW",20,Liverpool,Premier League,15.0,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1
Caoimhín Kelleher,IRL,GK,24,Liverpool,Premier League,10.0,2,0.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Conor Bradley,NIR,DF,20,Liverpool,Premier League,8.4,27,3.22,18,1,3,2,1,2,3,0.36,2,1,0,0,0,0
Joël Matip,CMR,DF,31,Liverpool,Premier League,8.7,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Kostas Tsimikas,GRE,DF,27,Liverpool,Premier League,7.5,32,4.24,20,9,0,0,2,1,2,0.27,2,0,0,0,0,0
Bobby Clark,ENG,MF,18,Liverpool,Premier League,1.0,1,1.01,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Stefan Bajcetic,ESP,MF,18,Liverpool,Premier League,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ben Doak,SCO,FW,17,Liverpool,Premier League,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jayden Danns,ENG,FW,17,Liverpool,Premier League,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Owen Beck,WAL,DF,20,Liverpool,Premier League,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Thiago Alcántara,ESP,MF,32,Liverpool,Premier League,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
James McConnell,ENG,MF,18,Liverpool,Premier League,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kaide Gordon,ENG,FW,18,Liverpool,Premier League,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ollie Watkins,ENG,FW,27,Aston Villa,Premier League,35.7,100,2.8,70,0,7,18,4,1,26,0.73,15,0,2,7,2,0
Ezri Konsa,ENG,DF,25,Aston Villa,Premier League,34.1,34,1.0,25,1,2,2,3,1,6,0.18,3,1,0,0,1,1
John McGinn,SCO,"MF,FW",28,Aston Villa,Premier League,33.3,106,3.18,88,9,6,2,1,0,14,0.42,11,1,2,0,0,0
Douglas Luiz,BRA,MF,25,Aston Villa,Premier League,33.3,117,3.52,61,34,6,10,5,1,10,0.3,5,4,0,0,1,0
Emiliano Martínez,ARG,GK,30,Aston Villa,Premier League,33.5,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Pau Torres,ESP,DF,26,Aston Villa,Premier League,27.4,23,0.84,22,1,0,0,0,0,1,0.04,1,0,0,0,0,0
