player,nationality,position,age,club,league,minutes_90s,touches,touches_dpa,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_apa,touches_live_ball,TO,TO_won,TO_won_pct,TO_tkld,TO_tkld_pct,carries,carries_dist,carries_prog_dist,prog_carries,carries_into_final_3rd,carries_into_pa,miscontrols,dispossesed,passes_rec,prog_passes_rec
Sei Muroya,JPN,DF,29,Hannover 96,2. Bundesliga,17.0,1017,47,250,400,376,41,1017,39,18,46.2,19,48.7,414,2561,1234,47,20,13,23,6,526,102
Sekou Lega,FRA,"FW,DF",20,Bastia,Ligue 2,0.9,27,0,1,8,18,2,27,1,0,0.0,1,100.0,21,104,14,0,0,1,4,2,24,7
Sekou Mara,FRA,FW,21,Southampton,EFL,6.3,261,9,34,123,109,35,261,31,14,45.2,16,51.6,176,1075,449,15,7,9,24,15,201,47
Selim Amallah,MAR,MF,27,Valladolid,Segunda Division,0.3,12,0,3,6,3,0,12,4,1,25.0,3,75.0,10,79,50,2,1,0,0,2,5,1
Selmir Pidro,BIH,DF,24,St. Louis,MLS,0.5,26,2,13,11,2,0,26,0,0,0.0,0,0.0,9,38,29,0,0,0,2,0,10,0
Semi Ajayi,NGA,DF,29,West Brom,EFL,13.4,893,82,396,427,75,15,893,15,9,60.0,5,33.3,502,2701,1635,21,16,0,13,8,623,2
Semih Sahin,GER,MF,23,Elversberg,2. Bundesliga,23.5,1418,64,380,826,228,9,1418,40,24,60.0,12,30.0,770,4094,2097,33,32,2,33,16,910,29
Semir Telalovic,GER,FW,23,Blackburn,EFL,3.4,151,4,11,68,73,18,151,5,3,60.0,2,40.0,83,402,116,5,3,2,10,8,110,28
Semuel Pizzignacco,ITA,GK,21,FeralpiSalò,Serie B,38.0,1336,978,1307,32,0,0,1336,1,1,100.0,0,0.0,616,3543,1956,0,0,0,1,0,514,0
Seny Dieng,SEN,GK,28,Middlesbrough,EFL,35.0,1532,1048,1509,23,0,0,1532,1,1,100.0,0,0.0,1002,4975,3114,0,0,0,1,0,937,0
Serge Raux Yao,FRA,DF,24,Rodez Aveyron,Ligue 2,36.6,1987,230,953,1000,56,28,1987,22,19,86.4,3,13.6,1332,9075,5130,31,12,1,12,9,1155,5
Sergi,ESP,DF,32,Leganés,Segunda Division,40.7,2556,280,1281,1221,65,30,2556,2,1,50.0,1,50.0,1401,6524,3700,12,15,0,14,4,1686,5
Sergi Enrich,ESP,"FW,MF",34,Zaragoza,Segunda Division,7.6,317,12,35,145,137,48,317,7,3,42.9,4,57.1,129,429,125,2,4,0,27,10,201,38
Sergi Gómez,ESP,DF,32,Espanyol,Segunda Division,23.7,1548,154,860,659,35,21,1548,0,0,0.0,0,0.0,838,4028,2561,14,1,0,4,0,1096,2
Sergi Palencia,ESP,DF,26,LAFC,MLS,14.0,952,36,285,442,233,19,952,22,13,59.1,8,36.4,477,2111,1109,27,13,1,12,10,559,59
Sergi Samper,ESP,MF,29,FC Andorra,Segunda Division,11.5,856,34,178,540,144,7,856,9,6,66.7,2,22.2,502,2665,1251,15,19,0,9,4,627,16
Sergio Adrián Flores,MEX,MF,28,Mazatlán,Liga MX,20.1,1301,71,408,794,111,5,1301,8,3,37.5,4,50.0,644,2184,1037,8,12,0,12,7,784,12
Sergio Aguayo,USA,FW,20,Pachuca,Liga MX,2.8,74,0,3,29,43,10,74,5,3,60.0,2,40.0,36,200,54,2,0,1,8,0,53,21
Sergio Barreto,ARG,DF,24,Pachuca,Liga MX,28.8,1576,181,836,706,42,26,1576,3,0,0.0,3,100.0,669,3006,1482,9,3,0,17,0,753,1
Sergio Bermejo,ESP,"MF,FW",26,Zaragoza,Segunda Division,6.6,364,5,45,161,163,23,364,25,10,40.0,12,48.0,212,1694,744,27,18,7,21,13,253,55
Sergio Bermejo,ESP,"MF,FW",26,Elche,Segunda Division,5.6,303,5,31,167,109,9,303,15,4,26.7,8,53.3,181,1477,731,19,13,3,4,13,230,23
Sergio Busquets,ESP,MF,34,Inter Miami,MLS,10.3,819,43,220,489,114,3,819,7,3,42.9,3,42.9,434,1675,789,10,8,2,7,11,582,11
Sergio Canales,ESP,"MF,FW",32,Monterrey,Liga MX,16.0,1044,8,76,529,451,40,1042,20,11,55.0,8,40.0,588,3150,1594,37,31,6,30,19,795,108
Sergio Carreira,ESP,"DF,MF",23,Elche,Segunda Division,16.5,1277,49,356,645,283,19,1277,38,17,44.7,17,44.7,732,4644,2401,34,21,2,16,4,820,66
Sergio Cubero Ezcurra,ESP,DF,24,Racing Ferrol,Segunda Division,24.4,1710,82,491,790,443,22,1710,23,6,26.1,14,60.9,807,5030,2412,68,58,5,33,12,878,88
Sergio Córdova,VEN,"FW,MF",25,Vancouver W'caps,MLS,9.4,289,12,33,110,151,43,289,35,17,48.6,15,42.9,170,1158,649,22,14,10,23,4,198,58
Sergio De los Ríos,MEX,FW,20,América,Liga MX,0.2,10,1,1,7,2,0,10,1,0,0.0,1,100.0,8,21,2,0,0,0,1,0,8,0
Sergio Escudero,ESP,DF,34,Valladolid,Segunda Division,28.7,2120,81,645,1021,479,32,2120,22,12,54.5,9,40.9,881,3735,2154,42,34,6,30,5,1126,66
Sergio González,ESP,"MF,DF",27,Tenerife,Segunda Division,26.7,1535,94,547,864,130,36,1535,16,6,37.5,8,50.0,769,3969,2376,29,16,0,26,11,913,20
Sergio León,ESP,"FW,MF",35,Valladolid,Segunda Division,0.7,19,0,0,7,12,5,19,2,0,0.0,2,100.0,11,30,3,0,0,0,2,0,16,6
Sergio León,ESP,FW,35,Eibar,Segunda Division,4.4,116,2,9,43,64,16,116,5,4,80.0,1,20.0,71,263,131,5,3,2,13,8,89,28
Sergio León,ESP,FW,35,Elche,Segunda Division,5.4,119,7,12,40,67,34,119,6,2,33.3,3,50.0,70,363,139,6,5,6,11,4,87,28
Sergio Lozano,ESP,MF,25,Levante,Segunda Division,24.4,1527,32,225,877,443,32,1527,28,15,53.6,10,35.7,789,2968,1511,21,31,4,31,35,1065,80
Sergio Molina,ESP,MF,28,FC Andorra,Segunda Division,28.2,1638,44,302,939,407,31,1638,27,10,37.0,16,59.3,897,3547,1780,29,27,2,41,13,1176,86
Sergio Navarro,ESP,MF,23,Leganés,Segunda Division,0.0,4,0,0,2,2,0,4,1,1,100.0,0,0.0,4,26,5,1,1,0,0,2,3,1
Sergio Ortuño,ESP,MF,25,Eldense,Segunda Division,38.0,2415,63,367,1376,684,37,2415,26,12,46.2,12,46.2,1104,4045,1990,38,30,3,32,12,1616,75
Sergio Postigo,ESP,DF,35,Levante,Segunda Division,18.6,1075,195,575,493,17,6,1075,3,3,100.0,0,0.0,566,2943,2015,7,2,0,6,1,703,1
Sergio Santos Gomes,BRA,"FW,MF",28,FC Cincinnati,MLS,10.0,379,8,33,136,213,71,379,29,7,24.1,21,72.4,223,1057,340,16,8,10,36,20,283,82
Sergio Álvarez,MEX,"FW,DF",18,Atlas,Liga MX,0.4,15,0,4,5,7,4,15,0,0,0.0,0,0.0,5,20,2,0,0,0,0,0,6,1
Sergio Álvarez,ESP,"MF,DF",32,Eibar,Segunda Division,23.5,1409,78,418,852,147,7,1409,20,11,55.0,6,30.0,712,3258,1564,15,18,0,29,9,887,10
Serhat Güler,GER,"FW,MF",26,Hansa Rostock,2. Bundesliga,0.8,42,0,5,23,16,3,42,1,1,100.0,0,0.0,28,187,101,3,1,2,3,2,32,7
Serhiy Kryvtsov,UKR,DF,31,Inter Miami,MLS,23.5,1532,190,817,699,19,5,1532,3,2,66.7,1,33.3,1007,5300,3118,6,4,1,4,1,1125,2
Sessi D'Almeida,BEN,MF,27,Pau FC,Ligue 2,20.2,1146,44,297,739,121,9,1146,21,11,52.4,7,33.3,848,4948,1879,18,23,2,30,15,763,27
Seydouba Cissé,GUI,"MF,FW",23,Leganés,Segunda Division,15.1,810,17,159,454,208,15,810,21,15,71.4,4,19.0,414,2347,1180,31,23,3,18,17,493,33
Shady Oukhadda,MAR,"DF,MF",24,Modena,Serie B,15.5,924,30,243,385,309,18,924,15,8,53.3,7,46.7,450,2480,1286,23,20,3,20,11,533,89
Shane Duffy,IRL,DF,31,Norwich City,EFL,33.4,2149,441,1367,702,87,51,2149,9,5,55.6,3,33.3,1144,4498,2716,12,9,1,10,1,1335,7
Shane Ferguson,NIR,"DF,FW",32,Rotherham Utd,EFL,2.0,110,7,31,44,37,1,110,2,2,100.0,0,0.0,59,179,55,1,2,0,2,3,67,11
Shane O'Neill,USA,DF,29,Toronto FC,MLS,10.4,686,85,388,268,33,3,686,3,1,33.3,1,33.3,458,2362,1174,7,6,0,7,1,476,3
Shanyder Borgelin,HAI,FW,21,Inter Miami,MLS,1.6,49,1,4,16,31,13,49,4,1,25.0,2,50.0,25,181,24,1,1,1,10,6,35,8
Shaquell Moore,USA,DF,26,Nashville,MLS,30.8,1759,89,531,793,450,32,1759,70,32,45.7,25,35.7,895,4510,2287,67,35,7,41,16,1024,128
Shaun Hutchinson,ENG,DF,32,Millwall,EFL,8.5,482,57,271,190,21,11,482,0,0,0.0,0,0.0,189,695,229,1,0,0,4,0,238,5
Shea Charles,NIR,"MF,DF",19,Southampton,EFL,16.0,1436,52,329,864,248,21,1436,19,7,36.8,11,57.9,830,3596,1660,25,24,1,23,13,1103,32
Shinta Appelkamp,GER,"MF,FW",22,Düsseldorf,2. Bundesliga,18.9,985,21,113,446,436,43,985,23,12,52.2,8,34.8,500,2537,1154,28,24,5,25,11,670,84
Shuto Machino,JPN,FW,23,Holstein Kiel,2. Bundesliga,22.9,899,19,86,343,474,85,898,34,14,41.2,15,44.1,424,2141,808,35,20,13,46,22,565,131
Siaka Bakayoko,CIV,DF,18,Amiens,Ligue 2,1.0,52,6,32,20,0,0,52,0,0,0.0,0,0.0,38,260,151,0,0,0,0,0,33,0
Sidi Sané,GER,"FW,MF",20,Braunschweig,2. Bundesliga,3.6,133,5,13,58,64,18,133,18,7,38.9,11,61.1,60,441,215,6,6,3,9,3,80,23
Sidiki Cherif,FRA,"FW,MF",16,Angers,Ligue 2,1.0,49,0,5,25,22,3,49,6,2,33.3,4,66.7,30,251,102,2,1,0,2,3,32,14
Sidnei Tavares,POR,MF,21,Rapids,MLS,3.3,129,1,24,74,35,1,129,13,6,46.2,4,30.8,85,712,331,6,7,0,4,1,103,7
Sigurd Rosted,NOR,DF,28,Toronto FC,MLS,18.3,1032,170,600,417,20,8,1032,6,3,50.0,2,33.3,509,2079,807,1,4,1,6,3,676,0
Silas Gnaka,CIV,"MF,DF",24,Magdeburg,2. Bundesliga,26.7,1805,91,482,1041,306,19,1805,50,27,54.0,20,40.0,1126,6042,3058,33,35,4,33,24,1304,28
Silvio Merkaj,ALB,"FW,MF",25,Südtirol,Serie B,15.6,544,12,67,242,245,63,544,52,17,32.7,32,61.5,303,1875,706,27,22,12,74,20,403,93
Simon Asta,GER,DF,22,Greuther Fürth,2. Bundesliga,29.4,1544,70,421,627,507,44,1544,28,12,42.9,13,46.4,646,3378,1616,57,40,9,26,15,798,157
Simon Becher,USA,"FW,MF",23,Vancouver W'caps,MLS,6.8,178,8,13,70,99,43,178,11,3,27.3,7,63.6,100,364,148,6,3,7,21,6,133,48
Simon Elisor,FRA,FW,24,Troyes,Ligue 2,15.2,429,14,34,232,165,61,429,27,10,37.0,14,51.9,289,1514,417,9,7,4,44,18,334,71
Simon Graves Jensen,DEN,DF,24,Palermo,Serie B,8.9,613,37,206,322,92,7,613,7,3,42.9,2,28.6,292,1256,695,12,4,1,7,4,383,11
Simon Rhein,GER,MF,25,Hansa Rostock,2. Bundesliga,10.0,678,17,133,427,123,7,678,4,1,25.0,2,50.0,330,1248,561,4,4,0,13,2,431,16
Simon Sohm,SUI,MF,22,Parma,Serie B,17.8,753,17,79,374,310,52,753,40,19,47.5,18,45.0,431,2642,1547,52,31,18,26,12,570,80
Simon Terodde,GER,FW,35,Schalke 04,2. Bundesliga,22.1,592,29,76,248,271,106,591,16,6,37.5,8,50.0,238,866,259,7,4,3,40,15,396,93
Simon Zoller,GER,"MF,FW",32,St. Pauli,2. Bundesliga,0.5,20,0,1,10,9,3,20,0,0,0.0,0,0.0,8,8,5,0,0,0,1,0,16,3
Simone Bastoni,ITA,DF,26,Spezia,Serie B,1.2,103,3,31,46,27,1,103,3,2,66.7,1,33.3,48,282,136,4,4,1,2,1,55,5
Simone Branca,ITA,MF,31,Cittadella,Serie B,28.5,2045,72,456,1162,453,6,2045,25,18,72.0,6,24.0,903,3820,1964,34,20,0,43,23,1001,34
Simone Canestrelli,ITA,DF,22,Pisa,Serie B,34.9,2539,266,1234,1238,88,27,2539,9,5,55.6,4,44.4,1442,7060,4209,30,13,1,8,5,1717,15
Simone D'Uffizi,ITA,"MF,FW",18,Ascoli,Serie B,7.3,338,3,34,111,202,25,338,44,15,34.1,28,63.6,214,1865,795,29,16,10,30,14,224,61
Simone Davì,ITA,DF,23,Südtirol,Serie B,29.2,1594,95,518,700,392,29,1594,38,19,50.0,15,39.5,750,4590,2223,66,47,8,29,14,911,102
Simone Giordano,ITA,"DF,MF",21,Sampdoria,Serie B,21.3,1099,41,310,502,295,11,1099,11,6,54.5,5,45.5,505,2169,1160,19,25,0,19,8,610,76
Simone Mazzocchi,ITA,"FW,MF",24,Cosenza,Serie B,26.5,838,45,115,357,376,74,838,45,12,26.7,29,64.4,487,2420,929,32,28,6,57,49,607,137
Simone Panada,ITA,"MF,FW",21,Sampdoria,Serie B,0.4,23,3,9,10,4,0,23,1,0,0.0,1,100.0,11,70,33,0,0,0,1,0,11,0
Simone Pontisso,ITA,MF,26,Catanzaro,Serie B,10.7,806,26,179,510,121,9,806,10,5,50.0,4,40.0,474,2173,1108,16,15,2,7,4,612,14
Simone Santoro,ITA,"MF,DF",23,Modena,Serie B,13.1,705,27,190,335,182,22,705,8,2,25.0,4,50.0,306,1763,853,21,10,1,14,4,366,40
Simone Verdi,ITA,"MF,FW",31,Como,Serie B,19.7,984,9,93,500,408,38,980,76,30,39.5,40,52.6,552,3343,1513,53,31,14,54,43,688,105
Sinan Bakış,TUR,FW,30,Zaragoza,Segunda Division,12.4,310,16,32,129,153,43,310,22,11,50.0,11,50.0,183,921,250,8,9,6,34,16,241,61
Sinclair Armstrong,IRL,FW,20,QPR,EFL,19.8,447,2,17,155,283,83,447,56,27,48.2,25,44.6,293,2610,1143,54,26,39,61,32,353,100
Siriki Dembélé,CIV,"FW,MF",26,Birmingham City,EFL,22.0,900,6,101,398,429,77,900,167,76,45.5,78,46.7,619,4932,2219,82,56,33,81,61,628,161
Siriné Doucouré,MLI,FW,21,Valenciennes,Ligue 2,7.3,231,10,22,126,85,16,231,18,4,22.2,14,77.8,137,817,265,7,8,4,28,13,167,27
Sirlord Conteh,GER,"FW,MF",27,Paderborn 07,2. Bundesliga,12.4,368,11,43,122,212,70,368,24,7,29.2,17,70.8,208,1417,817,29,9,13,25,11,252,101
Smail Prevljak,BIH,"MF,FW",28,Hertha BSC,2. Bundesliga,8.5,282,10,36,147,102,31,282,14,8,57.1,5,35.7,149,625,211,6,7,5,25,17,200,40
Soberón,ESP,FW,27,Eldense,Segunda Division,25.8,801,11,53,344,418,87,799,47,17,36.2,29,61.7,488,2525,945,34,25,11,79,36,578,170
Sofiane Alakouch,MAR,DF,25,Paris FC,Ligue 2,10.3,721,29,216,370,142,13,721,19,7,36.8,10,52.6,502,2722,1447,24,21,3,12,6,449,44
Sofiane Boudraa,FRA,"FW,MF",20,Valenciennes,Ligue 2,3.0,145,2,22,69,57,6,145,10,1,10.0,7,70.0,111,591,256,7,5,2,9,2,101,20
Sofiane Djeffal,FRA,MF,23,Austin,MLS,3.5,156,8,45,89,23,1,156,8,7,87.5,1,12.5,84,401,159,2,1,0,2,2,105,7
Soichiro Kozuki,JPN,"FW,MF",22,Schalke 04,2. Bundesliga,2.0,81,1,8,26,49,10,81,10,7,70.0,3,30.0,44,345,191,8,4,2,3,3,54,23
Sol Sidibé,FRA,MF,16,Stoke City,EFL,0.3,18,1,1,14,3,0,18,0,0,0.0,0,0.0,12,107,76,2,1,0,3,0,16,2
Sondre Tronstad,NOR,MF,27,Blackburn,EFL,32.6,2200,88,609,1216,397,9,2200,35,23,65.7,11,31.4,1111,4453,1859,9,22,1,42,25,1506,33
Sone Aluko,NGA,FW,34,Ipswich Town,EFL,0.0,4,0,0,0,4,2,4,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3,1
Sonny Degert,FRA,"MF,FW",22,Pau FC,Ligue 2,1.2,43,0,1,16,26,7,43,4,0,0.0,3,75.0,32,216,98,5,4,1,1,2,32,12
Sonny Finch,ENG,FW,17,Middlesbrough,EFL,0.1,1,0,0,0,1,0,1,1,0,0.0,1,100.0,1,16,0,0,0,0,0,0,1,1
Sonny Perkins,ENG,FW,19,Leeds United,EFL,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Sorba Thomas,WAL,"FW,MF",23,Huddersfield,EFL,38.1,1887,36,214,769,955,67,1887,110,43,39.1,56,50.9,1034,8241,4360,159,97,28,74,44,1107,246
Sota Kitahara,USA,DF,20,Seattle,MLS,0.0,7,0,0,4,3,0,7,0,0,0.0,0,0.0,1,3,1,0,0,0,0,0,2,0
Souleymane Basse,SEN,"DF,FW",19,Valenciennes,Ligue 2,20.0,1328,52,475,629,239,27,1328,33,19,57.6,13,39.4,787,4848,2472,38,28,6,37,9,705,70
Spencer Richey,USA,GK,30,Fire,MLS,4.7,130,111,130,0,0,0,130,1,1,100.0,0,0.0,64,200,104,0,0,0,1,0,50,0
Stanko Jurić,CRO,MF,27,Valladolid,Segunda Division,25.8,1926,79,475,1196,275,44,1926,31,11,35.5,18,58.1,965,5264,2239,22,16,1,33,16,1221,32
Steeve Beusnard,FRA,MF,31,Pau FC,Ligue 2,25.3,1610,49,318,1037,280,20,1610,50,23,46.0,20,40.0,1230,7505,3078,40,37,3,39,25,1105,58
Stefan Cleveland,USA,GK,28,Seattle,MLS,2.0,50,45,50,0,0,0,50,0,0,0.0,0,0.0,18,143,104,0,0,0,0,0,15,0
Stefan Frei,SUI,GK,36,Seattle,MLS,32.0,906,783,904,3,0,0,906,0,0,0.0,0,0.0,453,2785,1490,0,0,0,0,0,374,0
Stefan Lekovic,SRB,DF,20,Villarreal B,Segunda Division,27.1,1558,206,881,651,34,19,1558,10,7,70.0,2,20.0,868,4018,2349,17,5,1,9,2,986,6
Stefan Medina,COL,DF,31,Monterrey,Liga MX,16.5,1145,67,348,569,239,21,1145,16,8,50.0,7,43.8,540,2862,1408,23,12,4,14,8,708,75
Stefan Simić,CZE,DF,29,Eibar,Segunda Division,0.3,28,0,18,8,2,2,28,0,0,0.0,0,0.0,17,83,36,1,0,0,1,0,17,0
Stefano Girelli,ITA,"MF,FW",22,Sampdoria,Serie B,4.5,166,3,33,68,67,16,166,3,0,0.0,3,100.0,82,651,251,12,8,4,9,5,97,25
Stefano Marino,GER,"FW,DF",19,Karlsruher,2. Bundesliga,0.1,6,0,0,2,4,0,6,0,0,0.0,0,0.0,7,57,27,1,1,0,1,0,6,1
Stefano Moreo,ITA,"FW,MF",30,Pisa,Serie B,22.4,892,42,141,415,342,81,892,49,21,42.9,21,42.9,458,2247,760,29,11,3,52,15,628,102
Stefano Negro,ITA,DF,28,Cittadella,Serie B,16.7,937,126,494,388,61,39,937,7,4,57.1,3,42.9,399,2085,1051,2,6,2,12,2,423,6
Stefano Pettinari,ITA,FW,31,Reggiana,Serie B,9.0,315,6,21,131,165,41,314,18,7,38.9,10,55.6,198,745,225,6,4,3,22,10,234,56
Stefano Scognamillo,ITA,DF,29,Catanzaro,Serie B,33.5,2649,259,1324,1214,125,20,2649,12,5,41.7,4,33.3,1576,8747,5274,50,28,0,20,3,1837,17
Stephan Ambrosius,GHA,DF,24,Hamburger SV,2. Bundesliga,13.4,1123,117,512,590,31,5,1123,5,2,40.0,3,60.0,655,3015,1485,9,6,1,8,2,774,2
Stephano Carrillo,MEX,FW,17,Santos,Liga MX,3.9,134,6,10,67,59,13,134,10,4,40.0,6,60.0,70,270,81,2,5,1,16,2,88,21
Stephen Afrifa,CAN,FW,21,Sporting KC,MLS,0.6,14,1,1,4,9,3,14,3,1,33.3,1,33.3,6,36,8,1,1,1,4,0,3,1
Stephen Duke-McKenna,GUY,"MF,FW",22,QPR,EFL,1.6,66,1,11,39,16,0,66,7,3,42.9,4,57.1,28,177,46,1,2,0,5,1,32,4
Stephen Quemper,FRA,DF,30,Ajaccio,Ligue 2,21.0,1598,62,500,839,279,7,1598,32,17,53.1,14,43.8,1015,6582,3306,50,46,3,36,9,894,77
Stephen Turnbull,USA,"DF,MF",24,NYCFC,MLS,5.4,297,15,77,128,93,9,297,10,6,60.0,4,40.0,131,615,284,10,6,2,6,5,166,35
Stephy Mavididi,ENG,FW,25,Leicester City,EFL,39.9,2089,23,194,607,1320,254,2087,203,69,34.0,112,55.2,1385,9391,5278,204,84,109,104,57,1542,482
Steve Birnbaum,USA,DF,32,D.C. United,MLS,17.9,923,121,497,375,55,42,923,0,0,0.0,0,0.0,456,1725,843,2,1,0,1,0,566,6
Steve Clark,USA,GK,36,Dynamo FC,MLS,33.0,1160,1034,1159,1,0,0,1160,2,2,100.0,0,0.0,725,3651,2425,0,0,0,0,0,560,0
Steve Cook,ENG,DF,32,QPR,EFL,34.1,2070,436,1310,668,96,40,2070,1,0,0.0,1,100.0,1051,5140,2830,12,9,0,10,2,1243,5
Steve Shamal,FRA,"FW,MF",27,Annecy,Ligue 2,6.5,377,7,45,157,183,23,377,34,16,47.1,16,47.1,289,2275,969,38,18,9,24,9,258,62
Steven Beitashour,IRN,DF,35,Rapids,MLS,6.7,349,28,118,183,50,4,349,1,0,0.0,1,100.0,189,647,218,4,2,0,7,0,218,17
Steven Fortes,CPV,DF,31,Quevilly-Rouen,Ligue 2,8.3,452,61,203,237,14,7,452,0,0,0.0,0,0.0,264,1506,657,0,1,0,2,2,218,0
Steven Moreira,CPV,DF,28,Crew,MLS,32.5,2427,165,862,1304,286,26,2427,54,36,66.7,16,29.6,1668,8497,4792,46,32,8,21,16,1801,39
Steven Skrzybski,GER,"MF,FW",30,Holstein Kiel,2. Bundesliga,19.1,754,13,120,332,317,89,750,32,10,31.3,16,50.0,381,2114,1005,40,21,27,40,21,483,108
Steven van der Sloot,NED,DF,21,Schalke 04,2. Bundesliga,3.7,182,13,59,88,35,1,182,1,0,0.0,1,100.0,76,238,128,1,2,0,2,1,91,9
Stian Rode Gregersen,NOR,DF,28,Bordeaux,Ligue 2,10.9,867,53,409,442,17,9,867,3,2,66.7,1,33.3,701,4038,1951,9,4,0,8,3,648,4
Stipe Biuk,CRO,"FW,MF",21,Valladolid,Segunda Division,5.0,228,2,19,103,109,17,228,24,9,37.5,15,62.5,147,1255,646,30,9,13,21,6,168,46
Stipe Biuk,CRO,FW,20,LAFC,MLS,14.9,596,10,81,186,341,90,596,52,23,44.2,25,48.1,393,2946,1491,77,30,38,38,9,437,154
Stiven Jimenez,USA,FW,15,FC Cincinnati,MLS,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Stiven Plaza,ECU,"FW,MF",24,Mazatlán,Liga MX,0.4,17,0,1,3,13,2,17,3,1,33.3,2,66.7,12,54,3,0,0,0,0,2,16,5
Stoichkov,ESP,FW,30,Eibar,Segunda Division,34.1,1176,34,134,420,634,181,1174,67,30,44.8,34,50.7,692,3305,1179,35,32,18,108,44,827,294
Stone Mambo,FRA,DF,24,Rodez Aveyron,Ligue 2,7.9,473,44,192,266,21,4,473,0,0,0.0,0,0.0,300,1888,1051,10,5,0,3,2,272,5
Stuart Armstrong,SCO,MF,31,Southampton,EFL,31.4,2325,42,243,1067,1035,135,2325,98,40,40.8,55,56.1,1458,8492,3812,115,79,24,81,47,1861,239
Stéphane Diarra,FRA,"FW,MF",24,Saint-Étienne,Ligue 2,6.5,311,4,40,142,137,20,311,37,12,32.4,24,64.9,250,1820,740,24,20,10,22,10,232,80
Sunusi Ibrahim,NGA,"FW,MF",20,CF Montréal,MLS,13.0,407,2,22,172,218,51,407,24,11,45.8,12,50.0,254,1465,701,26,20,8,34,19,325,101
Svante Ingelsson,SWE,"MF,FW",25,Hansa Rostock,2. Bundesliga,25.8,1025,33,113,358,568,92,1025,59,23,39.0,36,61.0,485,3049,1293,59,24,28,67,29,579,191
Sveinn Guðjohnsen,ISL,"FW,MF",25,Hansa Rostock,2. Bundesliga,2.0,64,2,5,25,35,10,64,3,2,66.7,1,33.3,29,106,41,0,1,0,4,5,38,10
Syam Ben Youssef,TUN,DF,34,Caen,Ligue 2,3.0,235,17,81,149,8,3,235,2,2,100.0,0,0.0,163,964,635,1,1,0,6,1,159,1
Sydney Osazuwa,ESP,"DF,MF",17,Leganés,Segunda Division,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Sydney van Hooijdonk,NED,"FW,MF",23,Norwich City,EFL,1.4,50,2,5,24,21,5,50,0,0,0.0,0,0.0,28,87,24,1,0,1,4,1,39,7
Szymon Żurkowski,POL,MF,25,Spezia,Serie B,7.1,393,9,54,184,163,21,393,18,7,38.9,7,38.9,255,1969,916,29,27,3,18,12,270,43
Sébastien Cibois,FRA,GK,25,Rodez Aveyron,Ligue 2,12.7,465,354,464,1,0,0,465,1,1,100.0,0,0.0,250,1684,1062,0,0,0,1,0,146,0
Sébastien Corchia,FRA,DF,32,Amiens,Ligue 2,23.9,1364,65,324,617,443,12,1364,37,11,29.7,20,54.1,690,4399,2125,52,43,1,27,11,616,104
Séga Coulibaly,FRA,DF,26,LA Galaxy,MLS,1.0,63,9,32,29,2,0,63,0,0,0.0,0,0.0,38,144,69,0,2,0,0,0,49,0
Tachi,ESP,"MF,DF",26,CD Mirandés,Segunda Division,22.8,1108,84,420,567,130,31,1108,5,1,20.0,4,80.0,407,1419,708,5,5,2,19,6,599,12
Tahiel Jiménez,MEX,"FW,DF",17,Santos,Liga MX,0.2,9,0,0,5,4,3,9,0,0,0.0,0,0.0,9,24,10,0,0,0,1,1,9,3
Takashi Uchino,JPN,DF,22,Düsseldorf,2. Bundesliga,4.3,247,12,71,125,53,7,247,3,3,100.0,0,0.0,123,495,259,10,5,4,1,2,150,12
Talles Magno,BRA,FW,20,NYCFC,MLS,21.2,931,13,66,419,457,102,931,98,40,40.8,44,44.9,641,3966,1930,75,41,30,70,44,741,181
Tanguy Lienard,FRA,DF,18,Valenciennes,Ligue 2,1.9,102,4,38,53,14,3,102,3,3,100.0,0,0.0,57,395,202,4,4,0,5,1,46,2
Tanguy Zoukrou,FRA,DF,20,Troyes,Ligue 2,27.0,1921,252,1120,723,84,6,1921,21,12,57.1,9,42.9,1479,8588,3831,13,11,2,12,9,1380,18
Tani Oluwaseyi,CAN,FW,22,Minnesota Utd,MLS,0.1,5,1,2,2,1,1,5,0,0,0.0,0,0.0,2,7,3,0,0,0,0,0,2,1
Tanner Beason,USA,DF,25,SJ Earthquakes,MLS,15.6,824,207,550,255,20,11,824,1,1,100.0,0,0.0,415,1604,682,1,1,0,11,0,476,0
Tanner Tessmann,USA,MF,21,Venezia,Serie B,34.9,2531,127,554,1520,494,35,2531,60,32,53.3,21,35.0,1424,7582,3921,60,67,9,49,22,1723,60
Tate Schmitt,USA,DF,25,Dynamo FC,MLS,4.4,286,5,72,137,80,6,286,4,2,50.0,1,25.0,183,1029,624,17,7,2,5,6,192,29
Tatsuhiro Sakamoto,JPN,"MF,FW",26,Coventry City,EFL,20.5,1045,20,147,365,546,71,1045,69,27,39.1,34,49.3,650,4178,2167,80,50,26,35,29,715,164
