player,nationality,position,age,club,league,minutes_90s,goals,shots,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Giuseppe Carriero,ITA,MF,25,Cittadella,Serie B,17.7,2,37,9,24.3,2.09,0.51,0.05,0.22,23.2,1,0,0,1.4,1.4,0.04,0.6,0.6
Giuseppe Cuomo,ITA,DF,25,Südtirol,Serie B,7.3,0,3,1,33.3,0.41,0.14,0.0,0.0,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Giuseppe Di Serio,ITA,FW,22,Spezia,Serie B,6.9,3,18,8,44.4,2.6,1.16,0.17,0.38,15.7,0,0,0,1.2,1.2,0.07,1.8,1.8
Giuseppe Sibilli,ITA,"FW,MF",26,Bari,Serie B,32.0,11,86,26,30.2,2.69,0.81,0.09,0.31,21.9,3,3,4,8.1,5.0,0.06,2.9,3.0
Glen Kamara,FIN,MF,27,Leeds United,EFL,30.0,0,5,2,40.0,0.17,0.07,0.0,0.0,16.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Godson Kyeremeh,FRA,"MF,FW",23,Caen,Ligue 2,20.0,3,27,11,40.7,1.35,0.55,0.11,0.27,16.8,0,0,0,3.0,3.0,0.11,0.0,0.0
Gonzalo Abrego,ARG,MF,23,Cremonese,Serie B,12.2,1,16,4,25.0,1.31,0.33,0.06,0.25,16.1,1,0,0,1.4,1.4,0.09,-0.4,-0.4
Gonzalo Nápoli,URU,"MF,FW",23,León,Liga MX,6.4,0,6,5,83.3,0.94,0.79,0.0,0.0,25.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Gonzalo Pelúa,URU,DF,20,FC Juárez,Liga MX,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Gonzalo Piovi,ARG,DF,28,Cruz Azul,Liga MX,15.2,0,26,6,23.1,1.71,0.39,0.0,0.0,29.7,1,0,1,1.6,0.8,0.03,-1.6,-0.8
Gonzalo Verdú,ESP,DF,35,Cartagena,Segunda Division,18.6,0,3,0,0.0,0.16,0.0,0.0,0.0,10.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Grady Diangana,COD,"MF,FW",25,West Brom,EFL,26.1,7,42,13,31.0,1.61,0.5,0.17,0.54,16.6,0,0,0,5.4,5.4,0.13,1.6,1.6
Graham Zusi,USA,DF,36,Sporting KC,MLS,9.6,0,9,2,22.2,0.94,0.21,0.0,0.0,29.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Grant Hall,ENG,"DF,MF",31,Rotherham Utd,EFL,3.1,1,2,1,50.0,0.65,0.32,0.5,1.0,4.9,0,0,0,0.4,0.4,0.18,0.6,0.6
Grant Hanley,SCO,DF,31,Norwich City,EFL,6.1,0,2,0,0.0,0.33,0.0,0.0,0.0,8.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Greg Cunningham,IRL,DF,32,Preston,EFL,8.1,0,1,1,100.0,0.12,0.12,0.0,0.0,7.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Greg Docherty,SCO,MF,26,Hull City,EFL,3.6,0,4,3,75.0,1.12,0.84,0.0,0.0,13.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Greg Leigh,JAM,DF,28,Ipswich Town,EFL,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Greg Ranjitsingh,TRI,GK,29,Toronto FC,MLS,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Grego Sierra,ESP,DF,31,Burgos,Segunda Division,21.9,2,15,6,40.0,0.68,0.27,0.13,0.33,21.4,0,0,0,0.8,0.8,0.05,1.2,1.2
Gregore,BRA,MF,28,Inter Miami,MLS,4.3,0,1,0,0.0,0.23,0.0,0.0,0.0,6.8,0,0,0,0.3,0.3,0.25,-0.3,-0.3
Gregorio Luperini,ITA,MF,29,Ternana,Serie B,26.9,4,42,13,31.0,1.56,0.48,0.1,0.31,11.2,0,0,0,6.6,6.6,0.18,-2.6,-2.6
Gregorio Morachioli,ITA,"FW,MF",23,Bari,Serie B,10.5,0,18,2,11.1,1.71,0.19,0.0,0.0,15.6,0,0,0,1.8,1.8,0.1,-1.8,-1.8
Gregorio Tanco,ARG,DF,23,Spezia,Serie B,1.6,0,1,1,100.0,0.63,0.63,0.0,0.0,35.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Griffin Dorsey,USA,DF,23,Dynamo FC,MLS,11.4,3,11,5,45.5,0.96,0.44,0.27,0.6,15.6,0,0,0,0.5,0.5,0.05,2.5,2.5
Guido Pizarro,ARG,DF,33,UANL,Liga MX,23.9,0,13,4,30.8,0.54,0.17,0.0,0.0,16.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Guido Rovere,ITA,MF,16,Cremonese,Serie B,0.3,0,1,0,0.0,3.33,0.0,0.0,0.0,14.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Guilherme Ramos,POR,DF,25,Hamburger SV,2. Bundesliga,17.3,1,13,2,15.4,0.75,0.12,0.08,0.5,12.6,0,0,0,1.0,1.0,0.08,0.0,0.0
Guillaume Jannez,FRA,DF,34,US Concarneau,Ligue 2,33.0,0,12,2,16.7,0.36,0.06,0.0,0.0,9.5,0,0,0,1.1,1.1,0.09,-1.1,-1.1
Guillermo Allison,MEX,GK,32,Querétaro,Liga MX,19.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Guillermo Martínez Ayala,MEX,FW,28,Puebla,Liga MX,15.0,10,44,20,45.5,2.92,1.33,0.18,0.4,13.9,0,2,2,5.9,4.4,0.1,4.1,3.6
Guillermo Martínez Ayala,MEX,FW,28,UNAM,Liga MX,12.8,6,40,17,42.5,3.12,1.33,0.15,0.35,11.8,0,0,0,4.8,4.8,0.12,1.2,1.2
Guillermo Muñoz,MEX,FW,18,Santos,Liga MX,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Guillermo Rosas,ESP,"DF,MF",24,Sporting Gijón,Segunda Division,17.5,1,4,2,50.0,0.23,0.11,0.25,0.5,20.6,0,0,0,0.2,0.2,0.04,0.8,0.8
Gustav Christensen,DEN,"FW,MF",18,Hertha BSC,2. Bundesliga,3.2,0,3,1,33.3,0.94,0.31,0.0,0.0,17.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Gustavo Bou,ARG,"FW,MF",32,NE Revolution,MLS,14.0,7,54,19,35.2,3.85,1.35,0.11,0.32,19.4,3,1,1,4.8,4.0,0.07,2.2,2.0
Gustavo Cabral,ARG,DF,37,Pachuca,Liga MX,25.3,0,10,3,30.0,0.4,0.12,0.0,0.0,16.8,0,0,1,1.3,0.5,0.05,-1.3,-0.5
Gustavo Del Prete,ARG,"MF,FW",27,UNAM,Liga MX,8.2,2,15,4,26.7,1.83,0.49,0.13,0.5,13.4,0,0,0,2.1,2.1,0.14,-0.1,-0.1
Gustavo Del Prete,ARG,"FW,MF",27,Mazatlán,Liga MX,12.4,3,31,13,41.9,2.49,1.05,0.1,0.23,16.2,1,0,0,2.4,2.4,0.08,0.6,0.6
Gustavo Ferrareis,BRA,DF,27,Puebla,Liga MX,29.3,1,30,6,20.0,1.02,0.2,0.03,0.17,25.2,0,0,0,1.1,1.1,0.04,-0.1,-0.1
Gustavo Hamer,NED,MF,26,Coventry City,EFL,0.8,0,1,0,0.0,1.29,0.0,0.0,0.0,36.3,1,0,0,0.0,0.0,0.03,0.0,0.0
Gustavo Henrique,BRA,DF,31,Valladolid,Segunda Division,7.7,1,5,1,20.0,0.65,0.13,0.2,1.0,12.9,0,0,0,0.6,0.6,0.12,0.4,0.4
Gustavo Sangaré,BFA,MF,26,Quevilly-Rouen,Ligue 2,19.2,0,18,5,27.8,0.94,0.26,0.0,0.0,22.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8
Gustavo Vallecilla,ECU,DF,23,Crew,MLS,9.4,0,3,1,33.3,0.32,0.11,0.0,0.0,17.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Guzmán Corujo,URU,DF,26,Charlotte,MLS,3.9,0,3,0,0.0,0.76,0.0,0.0,0.0,13.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gyasi Zardes,USA,FW,31,Austin,MLS,16.3,6,30,12,40.0,1.84,0.74,0.2,0.5,10.4,0,0,0,5.0,5.0,0.17,1.0,1.0
Haissem Hassan,FRA,"MF,FW",22,Sporting Gijón,Segunda Division,26.6,1,38,11,28.9,1.43,0.41,0.03,0.09,16.8,0,0,0,2.8,2.8,0.07,-1.8,-1.8
Haji Wright,USA,"FW,MF",25,Coventry City,EFL,33.0,16,109,34,31.2,3.31,1.03,0.12,0.38,14.6,0,3,4,18.3,15.2,0.14,-2.3,-2.2
Hakeem Odoffin,ENG,"DF,MF",25,Rotherham Utd,EFL,34.5,4,29,8,27.6,0.84,0.23,0.14,0.5,12.6,0,0,0,2.7,2.7,0.09,1.3,1.3
Halid Šabanović,BIH,DF,23,Valenciennes,Ligue 2,2.6,0,1,0,0.0,0.38,0.0,0.0,0.0,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Hamady Diop,SEN,"DF,MF",20,Charlotte,MLS,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hamjatou Soukouna,MLI,DF,24,Annecy,Ligue 2,15.6,0,5,2,40.0,0.32,0.13,0.0,0.0,11.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5
Hampus Finndell,SWE,MF,23,Braunschweig,2. Bundesliga,2.7,0,4,0,0.0,1.46,0.0,0.0,0.0,21.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Hamza Choudhury,ENG,"DF,MF",25,Leicester City,EFL,16.4,0,5,2,40.0,0.31,0.12,0.0,0.0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Hamza El Kaouakibi,MAR,"DF,MF",25,Südtirol,Serie B,2.6,1,2,1,50.0,0.77,0.39,0.5,1.0,10.3,0,0,0,0.3,0.3,0.16,0.7,0.7
Hamza Sakhi,FRA,MF,27,Ajaccio,Ligue 2,14.5,1,25,9,36.0,1.72,0.62,0.04,0.11,25.3,3,0,0,1.2,1.2,0.05,-0.2,-0.2
Hany Mukhtar,GER,"FW,MF",27,Nashville,MLS,31.5,15,112,42,37.5,3.56,1.33,0.09,0.24,19.8,8,5,5,13.9,10.2,0.09,1.1,-0.2
Haralambos Makridis,GRE,"FW,MF",27,Osnabrück,2. Bundesliga,12.4,2,23,3,13.0,1.85,0.24,0.09,0.67,19.6,0,0,0,1.5,1.5,0.07,0.5,0.5
Haret Ortega,MEX,DF,23,FC Juárez,Liga MX,5.0,0,2,0,0.0,0.4,0.0,0.0,0.0,10.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Haris Tabakovic,BIH,FW,29,Hertha BSC,2. Bundesliga,28.4,22,87,43,49.4,3.06,1.51,0.21,0.42,12.6,0,4,5,22.4,18.5,0.22,-0.4,-0.5
Harold Preciado,COL,FW,29,Santos,Liga MX,21.3,15,65,25,38.5,3.06,1.18,0.15,0.4,15.2,0,5,6,14.1,9.4,0.14,0.9,0.6
Harrison Afful,GHA,DF,36,Charlotte,MLS,10.6,0,4,1,25.0,0.38,0.09,0.0,0.0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Harrison Ashby,SCO,"DF,MF",21,Swansea City,EFL,8.9,1,4,1,25.0,0.45,0.11,0.25,1.0,20.7,0,0,0,0.2,0.2,0.04,0.8,0.8
Harry Clarke,ENG,DF,22,Ipswich Town,EFL,26.2,1,20,5,25.0,0.76,0.19,0.05,0.2,17.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Harry Cornick,ENG,"FW,MF",28,Bristol City,EFL,12.2,2,15,7,46.7,1.23,0.57,0.13,0.29,13.4,0,0,0,1.6,1.6,0.11,0.4,0.4
Harry Darling,ENG,DF,23,Swansea City,EFL,32.9,3,60,23,38.3,1.82,0.7,0.05,0.13,14.3,0,0,0,4.1,4.1,0.07,-1.1,-1.1
Harry Leonard,ENG,FW,19,Blackburn,EFL,9.3,3,23,10,43.5,2.47,1.08,0.13,0.3,10.5,0,0,0,3.8,3.8,0.16,-0.8,-0.8
Harry Pickering,ENG,DF,24,Blackburn,EFL,33.3,1,14,8,57.1,0.42,0.24,0.07,0.13,17.3,0,0,0,1.0,1.0,0.07,0.0,0.0
Harry Souttar,AUS,DF,24,Leicester City,EFL,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Harry Vaughan,IRL,"MF,FW",19,Hull City,EFL,1.6,0,3,2,66.7,1.9,1.27,0.0,0.0,12.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Harry Winks,ENG,MF,27,Leicester City,EFL,44.9,2,30,8,26.7,0.67,0.18,0.07,0.25,23.2,0,0,0,2.4,2.4,0.08,-0.4,-0.4
Harvey Neville,IRL,"DF,MF",20,Inter Miami,MLS,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hasan Kuruçay,TUR,DF,25,Braunschweig,2. Bundesliga,23.7,4,6,4,66.7,0.25,0.17,0.17,0.25,16.0,1,3,3,3.2,1.0,0.17,0.8,0.0
Hassan Ndam,CMR,DF,24,NY Red Bulls,MLS,7.8,0,8,3,37.5,1.02,0.38,0.0,0.0,16.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Hassani Dotson,USA,"MF,FW",25,Minnesota Utd,MLS,28.6,3,49,15,30.6,1.71,0.52,0.06,0.2,18.4,2,0,0,5.1,5.1,0.1,-2.1,-2.1
Hauke Wahl,GER,DF,29,St. Pauli,2. Bundesliga,31.9,0,8,1,12.5,0.25,0.03,0.0,0.0,11.3,0,0,0,1.3,1.3,0.16,-1.3,-1.3
Hayden Carter,ENG,DF,23,Blackburn,EFL,28.4,0,16,1,6.3,0.56,0.04,0.0,0.0,13.2,0,0,0,1.4,1.4,0.09,-1.4,-1.4
Hayden Coulson,ENG,DF,25,Middlesbrough,EFL,1.6,0,3,0,0.0,1.82,0.0,0.0,0.0,20.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Hayden Hackney,ENG,MF,21,Middlesbrough,EFL,20.1,1,26,4,15.4,1.29,0.2,0.04,0.25,22.7,1,0,0,1.7,1.7,0.07,-0.7,-0.7
Hayden Sargis,USA,DF,20,D.C. United,MLS,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Haydon Roberts,ENG,DF,21,Bristol City,EFL,13.9,1,6,2,33.3,0.43,0.14,0.17,0.5,17.4,0,0,0,0.3,0.3,0.06,0.7,0.7
Hector Hevel,NED,"MF,FW",28,Cartagena,Segunda Division,9.8,0,9,2,22.2,0.92,0.21,0.0,0.0,31.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3
Hector Jiménez,USA,MF,34,Austin,MLS,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hendrick Zuck,GER,"DF,MF",33,Kaiserslautern,2. Bundesliga,1.8,0,2,0,0.0,1.13,0.0,0.0,0.0,14.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Henning Matriciani,GER,DF,23,Schalke 04,2. Bundesliga,13.9,0,14,3,21.4,1.01,0.22,0.0,0.0,23.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Henri Saivet,SEN,"MF,FW",32,Pau FC,Ligue 2,27.3,8,30,12,40.0,1.1,0.44,0.17,0.42,24.4,5,3,3,5.4,3.0,0.1,2.6,2.0
Henri Salomaa,FIN,"FW,MF",20,Calcio Lecco 1912,Serie B,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Henry Kessler,USA,DF,24,NE Revolution,MLS,7.7,1,4,1,25.0,0.52,0.13,0.25,1.0,9.3,0,0,0,0.5,0.5,0.11,0.5,0.5
Henry Martín,MEX,FW,30,América,Liga MX,17.3,9,30,15,50.0,1.73,0.87,0.23,0.47,12.0,0,2,3,9.2,7.5,0.25,-0.2,-0.5
Henry Rorig,GER,"DF,FW",23,Osnabrück,2. Bundesliga,4.9,0,5,1,20.0,1.03,0.21,0.0,0.0,14.8,1,0,0,0.4,0.4,0.09,-0.4,-0.4
Herbert Bockhorn,GER,"DF,MF",28,Magdeburg,2. Bundesliga,25.2,3,36,15,41.7,1.43,0.59,0.08,0.2,21.1,0,0,0,2.1,2.1,0.06,0.9,0.9
Herbert Endeley,USA,"MF,FW",21,FC Dallas,MLS,2.4,0,1,1,100.0,0.42,0.42,0.0,0.0,15.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Heriberto Jurado,MEX,MF,18,Necaxa,Liga MX,13.1,1,18,5,27.8,1.37,0.38,0.06,0.2,17.8,0,0,0,0.9,0.9,0.05,0.1,0.1
Hernani,BRA,MF,29,Parma,Serie B,24.4,3,44,8,18.2,1.8,0.33,0.07,0.38,26.1,8,0,0,1.5,1.5,0.03,1.5,1.5
Hianga Mananga Mbock,FRA,MF,23,Caen,Ligue 2,7.3,1,6,2,33.3,0.82,0.27,0.17,0.5,20.1,1,0,0,0.8,0.8,0.13,0.2,0.2
Higinio Marín,ESP,FW,30,Albacete,Segunda Division,14.9,5,41,19,46.3,2.75,1.27,0.12,0.26,14.7,0,0,0,6.4,6.4,0.16,-1.4,-1.4
Himad Abdelli,ALG,"MF,FW",23,Angers,Ligue 2,34.5,9,54,14,25.9,1.56,0.41,0.06,0.21,25.1,0,6,6,7.5,2.7,0.05,1.5,0.3
Hiram Mier,MEX,MF,33,Guadalajara,Liga MX,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hjörtur Hermannsson,ISL,DF,28,Pisa,Serie B,8.1,0,1,0,0.0,0.12,0.0,0.0,0.0,9.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Houboulang Mendes,GNB,DF,26,CD Mirandés,Segunda Division,2.9,0,1,0,0.0,0.35,0.0,0.0,0.0,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Hugo Gambor,FRA,"DF,MF",20,Dunkerque,Ligue 2,17.9,0,4,1,25.0,0.22,0.06,0.0,0.0,17.5,0,0,0,0.7,0.7,0.19,-0.7,-0.7
Hugo González Durán,MEX,GK,32,Mazatlán,Liga MX,28.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Isaác Rodríguez,MEX,DF,33,Santos,Liga MX,6.3,0,4,1,25.0,0.63,0.16,0.0,0.0,11.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Hugo Nervo,ARG,DF,32,Atlas,Liga MX,33.0,0,14,2,14.3,0.42,0.06,0.0,0.0,10.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Hugo Novoa,ESP,"MF,FW",21,Villarreal B,Segunda Division,6.4,0,8,1,12.5,1.25,0.16,0.0,0.0,19.0,0,0,0,0.8,0.8,0.1,-0.8,-0.8
Hugo Perez,ESP,DF,21,Villarreal B,Segunda Division,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Picard,FRA,"MF,FW",20,Guingamp,Ligue 2,22.1,3,33,12,36.4,1.49,0.54,0.09,0.25,17.6,0,0,0,2.1,2.1,0.06,0.9,0.9
Hugo Rama,ESP,MF,27,Oviedo,Segunda Division,0.5,0,2,0,0.0,4.0,0.0,0.0,0.0,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Hugo Vallejo,ESP,"MF,FW",24,Huesca,Segunda Division,19.0,2,26,7,26.9,1.37,0.37,0.08,0.29,18.7,0,0,0,2.5,2.5,0.1,-0.5,-0.5
Hugo Vandermersch,FRA,"DF,MF",24,Caen,Ligue 2,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Vandermersch,FRA,DF,24,Elversberg,2. Bundesliga,25.3,2,21,3,14.3,0.83,0.12,0.1,0.67,18.5,0,0,0,1.8,1.8,0.08,0.2,0.2
Hugo-Hilaire Mbongue Mbongue,CAN,"FW,MF",18,Toronto FC,MLS,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,16.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Hwang Ui-jo,KOR,"FW,MF",30,Norwich City,EFL,8.6,3,23,9,39.1,2.69,1.05,0.13,0.33,19.7,1,0,0,2.5,2.5,0.11,0.5,0.5
Håvard Nielsen,NOR,"FW,MF",30,Hannover 96,2. Bundesliga,21.0,7,47,15,31.9,2.24,0.72,0.15,0.47,12.7,0,0,0,5.8,5.8,0.12,1.2,1.2
Héber,BRA,"FW,MF",31,Seattle,MLS,11.8,2,38,12,31.6,3.22,1.02,0.05,0.17,10.0,0,0,0,7.3,7.3,0.19,-5.3,-5.3
Héber Pena,ESP,"FW,MF",34,Racing Ferrol,Segunda Division,21.6,5,38,10,26.3,1.76,0.46,0.11,0.4,22.3,3,1,2,4.9,3.3,0.09,0.1,0.7
Héctor Herrera,MEX,MF,32,Dynamo FC,MLS,28.1,4,65,24,36.9,2.31,0.85,0.06,0.17,22.6,15,0,0,4.4,4.4,0.07,-0.4,-0.4
Héctor Holguín,MEX,GK,22,Santos,Liga MX,2.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Héctor Moreno,MEX,DF,35,Monterrey,Liga MX,18.3,0,5,0,0.0,0.27,0.0,0.0,0.0,9.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Héctor Uribe,MEX,"MF,DF",19,León,Liga MX,1.6,0,2,1,50.0,1.29,0.64,0.0,0.0,15.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Hólmbert Friðjónsson,ISL,"FW,MF",30,Holstein Kiel,2. Bundesliga,4.0,1,15,6,40.0,3.71,1.48,0.07,0.17,10.0,0,0,0,1.8,1.8,0.12,-0.8,-0.8
Iago López,ESP,DF,25,Alcorcón,Segunda Division,29.6,0,7,1,14.3,0.24,0.03,0.0,0.0,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Ian Carlo Poveda,ENG,"MF,FW",23,Sheffield Weds,EFL,6.3,0,8,2,25.0,1.27,0.32,0.0,0.0,21.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Ian Carlo Poveda,ENG,"MF,FW",23,Leeds United,EFL,1.7,0,2,0,0.0,1.2,0.0,0.0,0.0,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ian Forns,ESP,DF,20,Espanyol,Segunda Division,1.3,0,1,0,0.0,0.75,0.0,0.0,0.0,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Ian Fray,USA,"DF,MF",20,Inter Miami,MLS,7.3,1,6,4,66.7,0.82,0.55,0.17,0.25,19.0,0,0,0,0.2,0.2,0.04,0.8,0.8
Ian Harkes,USA,MF,27,NE Revolution,MLS,6.7,2,6,4,66.7,0.9,0.6,0.33,0.5,21.0,0,0,0,0.7,0.7,0.12,1.3,1.3
Ian Mackay,ESP,GK,37,Eldense,Segunda Division,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Murphy,USA,DF,23,FC Cincinnati,MLS,16.9,0,2,0,0.0,0.12,0.0,0.0,0.0,9.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Ibrahim Kasule,UGA,MF,18,NY Red Bulls,MLS,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahim Maza,GER,MF,17,Hertha BSC,2. Bundesliga,6.6,1,15,3,20.0,2.28,0.46,0.07,0.33,18.3,0,0,0,1.0,1.0,0.07,0.0,0.0
Ibrahim Sissoko,MLI,FW,27,Saint-Étienne,Ligue 2,23.8,12,69,27,39.1,2.9,1.14,0.1,0.26,17.1,4,5,6,12.6,7.8,0.11,-0.6,-0.8
Ibrahim Traoré,FRA,FW,17,Troyes,Ligue 2,0.7,1,2,1,50.0,3.0,1.5,0.5,1.0,16.1,0,0,0,0.2,0.2,0.12,0.8,0.8
Ibrahima Ba,SEN,DF,18,Valenciennes,Ligue 2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahima Cissé,MLI,DF,22,Schalke 04,2. Bundesliga,2.6,0,3,0,0.0,1.16,0.0,0.0,0.0,21.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ibrahima Kebe,MLI,MF,23,CD Mirandés,Segunda Division,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahima Niane,SEN,"FW,MF",24,Angers,Ligue 2,9.4,0,23,10,43.5,2.44,1.06,0.0,0.0,13.5,1,0,0,2.9,2.9,0.13,-2.9,-2.9
Ibrahima Sory Diallo,SEN,"FW,MF",20,Valenciennes,Ligue 2,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sy,SEN,MF,20,Dunkerque,Ligue 2,1.8,0,4,1,25.0,2.26,0.57,0.0,0.0,14.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Ibrahima Wadji,SEN,FW,28,Saint-Étienne,Ligue 2,5.4,0,24,4,16.7,4.44,0.74,0.0,0.0,13.2,0,0,0,2.3,2.3,0.09,-2.3,-2.3
Idekel Domínguez,MEX,DF,23,Atlas,Liga MX,7.5,0,3,0,0.0,0.4,0.0,0.0,0.0,28.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Idrissa Touré,GER,"MF,FW",25,Pisa,Serie B,8.3,0,8,3,37.5,0.97,0.36,0.0,0.0,13.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Idriz Voca,KVX,MF,26,Cosenza,Serie B,17.4,3,16,6,37.5,0.92,0.34,0.19,0.5,19.8,0,0,0,1.3,1.3,0.08,1.7,1.7
Ignace Van Der Brempt,BEL,DF,21,Hamburger SV,2. Bundesliga,19.7,0,13,2,15.4,0.66,0.1,0.0,0.0,22.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Ignacio Jeraldino,CHI,MF,28,Sporting Gijón,Segunda Division,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ignacio Rivero,URU,"DF,MF",31,Cruz Azul,Liga MX,27.3,3,55,18,32.7,2.01,0.66,0.05,0.17,21.4,11,0,0,4.4,4.4,0.08,-1.4,-1.4
Ignasi Vilarrasa,ESP,DF,24,Huesca,Segunda Division,29.8,4,30,10,33.3,1.01,0.34,0.13,0.4,20.9,5,0,0,1.5,1.5,0.05,2.5,2.5
Igor Lichnovsky,CHI,DF,29,América,Liga MX,19.6,2,15,6,40.0,0.76,0.31,0.13,0.33,9.5,0,0,0,1.3,1.3,0.09,0.7,0.7
Igor Matanovic,CRO,FW,20,Karlsruher,2. Bundesliga,25.8,14,79,33,41.8,3.07,1.28,0.18,0.42,13.3,0,0,0,11.1,11.1,0.14,2.9,2.9
